,TestTime,IP,MeanThroughputMbps,MinRTT,City,Latitude,Longitude,ProviderNumber,ProviderName
0,2020-01-01 17:13:48.297420+00:00,b'/\x0eo4',1.6133807154526796,25.626,Millbury,42.1968,-71.7644,20115.0,CHARTER-NET-HKY-NC - Charter Communications
1,2020-01-01 01:19:07.109176+00:00,b'&\x00\x10\x00\xb1U\xdd\xdcmU\xe8\xb5-\xd3\x8d\x13',22.42271072656792,42.471,Easthampton,42.2649,-72.6687,22394.0,CELLCO - Cellco Partnership DBA Verizon Wireless
2,2020-01-01 17:26:38.800704+00:00,b'G\xe8\xc4\x14',17.241674510271473,18.82,Lowell,42.6351,-71.3014,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
3,2020-01-01 01:05:05.758330+00:00,b'I{\xeer',11.766821587736258,25.999,Revere,42.4125,-71.0034,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
4,2020-01-01 20:43:14.925738+00:00,b'H]\xf2\xc6',280.851051672622,8.958,Westford,42.5811,-71.4387,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
5,2020-01-01 17:11:48.856277+00:00,b'&\x01\x01\x99C\x02\xfd\x10\x9ce1\xf91\x84\x10\xb3',16.56359592408818,19.266,Leominster,42.5301,-71.7553,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
6,2020-01-01 17:29:46.739017+00:00,b'l\x14\xb6e',78.95398895417264,9.937,Northborough,42.3182,-71.6429,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
7,2020-01-01 17:05:22.500149+00:00,b'&\x01\x01\x94\x82\x7f \x8ft\xe2\x85\xe0&\x1f\x94\x92',11.66674117035083,26.28,Eastham,41.8408,-69.9849,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
8,2020-01-01 17:29:13.087929+00:00,b'A`\xc4\n',23.19116740171613,16.946,Rockport,42.658,-70.6194,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
9,2020-01-01 13:18:37.212909+00:00,b'bv/r',45.022585942947664,11.99,Rockland,42.1292,-70.9134,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
10,2020-01-01 20:56:10.577264+00:00,b'\xadLT\xd7',30.00532590019192,9.64,Stoughton,42.1246,-71.1149,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
11,2020-01-01 17:05:12.540348+00:00,b'G\xe8\xc7\xdd',17.594526488053532,13.856,Lowell,42.6351,-71.3014,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
12,2020-01-01 20:43:43.561900+00:00,b'&\x01\x01\x83\xc6\x02Zp\\6\xc8\xcf\xaeS\x91\xa1',5.697702393826236,22.778,Brockton,42.0774,-71.0446,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
13,2020-01-01 17:18:12.496679+00:00,b'I\xba\x96l',0.2307532894376728,100.0,Braintree,42.2125,-70.9961,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
14,2020-01-01 20:31:41.586711+00:00,b'\x18\xb18\x89',7.361651952762238,21.268,Auburn,42.2045,-71.8338,20115.0,CHARTER-NET-HKY-NC - Charter Communications
15,2020-01-01 17:26:50.683093+00:00,b'Ir\xd43',40.13772565308307,21.994,Gloucester,42.6219,-70.6762,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
16,2020-01-01 01:01:52.740162+00:00,b'G\xaer$',2.9541400783105307,11.608,Wilmington,42.5575,-71.1736,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
17,2020-01-01 17:28:07.682545+00:00,b'k\xf2t8',7.289441075953976,69.201,,42.3562,-71.0631,20057.0,AT&T Wireless Service
18,2020-01-01 01:06:35.089364+00:00,b'`\xed8\xc8',26.112650315935092,12.167,Belmont,42.3935,-71.1836,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
19,2020-01-01 01:08:35.813425+00:00,b'Iw\xcb\xfe',39.90897041254095,16.205,Weston,42.3608,-71.2954,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
20,2020-01-01 17:25:53.783960+00:00,b'\xad0\xa7\x1f',97.38028887671352,14.775,Malden,42.428,-71.0618,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
21,2020-01-01 17:05:34.939227+00:00,b'K\x85\xbe\x11',10.93860613955963,31.217,Chicopee,42.1763,-72.5771,20115.0,CHARTER-NET-HKY-NC - Charter Communications
22,2020-01-01 01:26:08.517410+00:00,b'G\xc0\xb5;',5.827433405568573,23.965,Cambridge,42.3649,-71.0987,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
23,2020-01-01 20:56:57.047403+00:00,b'\xae>\xe7\xab',0.3403649498443895,67.398,New Bedford,41.6339,-70.9406,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
24,2020-01-01 01:06:19.038756+00:00,b'\xadL#;',7.988846743893839,16.458,Lexington,42.4571,-71.221,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
25,2020-01-01 01:16:23.817067+00:00,b'\x8d\x9aQi',51.12527495863884,16.644,West Newbury,42.7949,-70.9778,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
26,2020-01-01 13:25:24.138529+00:00,b'`\xed\xb7\x0f',38.82542773411079,17.961,Abington,42.1186,-70.9576,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
27,2020-01-01 17:21:16.610620+00:00,b'\xd1\x0664',16.54580719912571,16.009,Somerville,42.3996,-71.1246,6079.0,RCN-AS - RCN
28,2020-01-01 17:20:29.325008+00:00,b'\x92s6\xc0',17.872397380043566,16.844,Revere,42.4125,-71.0034,6079.0,RCN-AS - RCN
29,2020-01-01 01:18:08.015565+00:00,b'k\xf2tU',0.1421739540613094,70.447,,42.3562,-71.0631,20057.0,AT&T Wireless Service
30,2020-01-01 13:06:18.894657+00:00,b'k\xf2t!',2.95598502080982,58.386,,42.3562,-71.0631,20057.0,AT&T Wireless Service
31,2020-01-01 13:15:14.385041+00:00,b'\x18?\xb4\xfd',40.62602490833931,18.413,Gloucester,42.6219,-70.6762,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
32,2020-01-01 17:16:24.323868+00:00,b'Lv\xe6\x82',16.46425539139195,13.762,Dorchester,42.2974,-71.0722,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
33,2020-01-01 20:33:25.029734+00:00,b'B\x1eV\xc9',5.6519249003049215,24.716,Reading,42.5278,-71.104,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
34,2020-01-01 17:10:42.409787+00:00,b'b\xd8@\xfd',5.530974528365287,28.784,Medford,42.4178,-71.1134,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
35,2020-01-01 01:17:16.021991+00:00,b'B\x1fg\r',11.80822997349632,20.503,Danvers,42.5639,-70.9463,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
36,2020-01-01 20:43:00.790208+00:00,b'\xcf\xac\xda\xb1',0.8060972320286787,18.605,Milton,42.2518,-71.0805,6079.0,RCN-AS - RCN
37,2020-01-01 17:03:25.382992+00:00,b'D\xa0\x8d\x86',9.982665697580954,15.083,Tyngsboro,42.6707,-71.4164,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
38,2020-01-01 01:20:32.670256+00:00,b'l\x1a\x91\x8f',311.0999366736132,8.772,Tewksbury,42.6028,-71.2319,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
39,2020-01-01 20:37:42.856374+00:00,b'I\xfdP\xea',2.406062429998179,20.44,Boston,42.3364,-71.0326,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
40,2020-01-01 13:02:16.852152+00:00,b'G\xe8?X',9.38694293507834,18.083,Boston,42.3498,-71.0765,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
41,2020-01-01 01:21:25.608330+00:00,b'k\xf2tC',0.222308203044285,39.258,,42.3562,-71.0631,20057.0,AT&T Wireless Service
42,2020-01-01 17:12:57.161797+00:00,b'\xd1\x06\xe5 ',24.745490156569826,23.771,Somerville,42.3797,-71.1034,6079.0,RCN-AS - RCN
43,2020-01-01 01:23:16.645324+00:00,b'Iw\xcf7',40.8985471292892,16.086,Weston,42.3608,-71.2954,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
44,2020-01-01 20:31:59.986773+00:00,b'\x18\x93\x9c\xb8',40.86408287640149,18.167,Westwood,42.2165,-71.2143,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
45,2020-01-01 17:20:04.790057+00:00,b'G\n\xf1i',10.76571841173976,25.788,Uxbridge,42.0744,-71.6385,20115.0,CHARTER-NET-HKY-NC - Charter Communications
46,2020-01-01 01:15:54.919213+00:00,b'\xad0\x1d\x19',16.473575756635142,16.853,Westford,42.5811,-71.4387,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
47,2020-01-01 20:30:33.179769+00:00,b'Iw.\xd6',5.895655737084407,22.084,Haverhill,42.7853,-71.0714,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
48,2020-01-01 17:04:22.594073+00:00,b'B\xbd\x1eE',12.800743082520512,23.176,Worcester,42.2705,-71.8447,20115.0,CHARTER-NET-HKY-NC - Charter Communications
49,2020-01-01 17:02:00.984440+00:00,b'\xad0\xd0\x83',455.32170379995233,10.128,Natick,42.2878,-71.3587,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
50,2020-01-01 17:18:01.287331+00:00,b'B\x1fg\r',11.810789613355464,20.417,Danvers,42.5639,-70.9463,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
51,2020-01-01 20:30:11.123524+00:00,b'\x18\x93\x9b\xc5',11.654312028956063,30.956,Westwood,42.2165,-71.2143,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
52,2020-01-01 01:10:04.837777+00:00,b'\xd8\xc1\xb3\xbf',0.0345783225543181,15.186,Westfield,42.1293,-72.7522,393856.0,
53,2020-01-01 01:25:10.398638+00:00,b'&\x00\x10\x00\xb0a\xb8\xae\xc0\x01k\x91\xdf\xaag\x16',0.4140345494081018,49.982,Boston,42.3364,-71.0326,22394.0,CELLCO - Cellco Partnership DBA Verizon Wireless
54,2020-01-01 17:13:38.877556+00:00,b'\x92s`\xb2',6.499882838555882,23.671,Burlington,42.509,-71.1984,6079.0,RCN-AS - RCN
55,2020-01-01 20:39:17.500220+00:00,b'C\x97q\xf2',43.73908821009441,3.722,Danvers,42.5639,-70.9463,7029.0,WINDSTREAM - Windstream Communications Inc
56,2020-01-01 17:07:43.007054+00:00,b'l12\xd5',546.4978246214131,10.414,Groton,42.6152,-71.5561,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
57,2020-01-01 13:23:16.392288+00:00,b'Iw\xcf7',40.87962731412544,15.896,Weston,42.3608,-71.2954,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
58,2020-01-01 20:42:47.914891+00:00,b'&\x01\x01\x9bE\x00\xaf0\x98k?YT\xe5\xa3\xbf',5.73795373842147,28.672,West Springfield,42.1177,-72.6445,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
59,2020-01-01 20:38:46.261604+00:00,b'I=\x17L',4.142052598528313,23.181,Lawrence,42.7117,-71.1663,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
60,2020-01-01 17:13:46.212579+00:00,b'&\x01\x01\x8d\x06\x81X`\xfdL\xe5\xd0\xdc\xb1\xd6\xf6',4.499894585338334,32.272,Lynn,42.4684,-70.9465,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
61,2020-01-01 13:29:25.700808+00:00,b'I=\x1b\xce',11.785551555316305,16.077,Lawrence,42.7117,-71.1663,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
62,2020-01-01 20:46:13.418869+00:00,b'\x18=\xe5\xc4',13.999173121272175,20.218,Boston,42.3634,-71.0713,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
63,2020-01-01 20:34:02.354046+00:00,b'J\\\x1b\xdd',22.513174077762255,26.041,Cambridge,42.3687,-71.0863,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
64,2020-01-01 01:01:07.640043+00:00,b'`\xfc\x0f\xb5',0.163692343211268,59.171,Swampscott,42.4746,-70.9098,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
65,2020-01-01 20:45:39.469357+00:00,b'l\x14\xb4P',374.0873502836819,11.729,Lynn,42.4684,-70.9465,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
66,2020-01-01 13:08:42.441282+00:00,b'I\x11m\xe3',11.74683305674755,17.972,Wellesley Hills,42.3104,-71.2741,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
67,2020-01-01 17:13:53.049271+00:00,b'\xad0x\x91',111.18223367591294,9.768,Winchester,42.4532,-71.1428,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
68,2020-01-01 13:22:34.392998+00:00,b'\x18[v\x15',11.808427503818326,21.642,West Roxbury,42.2783,-71.1593,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
69,2020-01-01 17:13:13.581847+00:00,b'I\x8fRY',1.2322992020993924,29.832,Florence,42.3181,-72.692,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
70,2020-01-01 01:19:41.443905+00:00,b'\xac:\xdf\x06',21.384207054616606,37.606,Dorchester,42.2904,-71.0712,21928.0,"T-MOBILE-AS21928 - T-Mobile USA, Inc."
71,2020-01-01 13:24:00.299456+00:00,b'D\xa2\xd04',359.96527857786026,8.774,Rowley,42.7138,-70.907,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
72,2020-01-01 13:13:00.291993+00:00,b'd\x00*\xf3',442.6111068021063,9.197,Northborough,42.3182,-71.6429,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
73,2020-01-01 20:43:47.130237+00:00,b'`\xfcZ;',93.5406802464941,8.179,Hudson,42.3928,-71.5654,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
