,TestTime,IP,MeanThroughputMbps,MinRTT,City,Latitude,Longitude,ProviderNumber,ProviderName
2186,2020-01-03 17:20:16.021242+00:00,b'\xadL(\xb0',2.534301129643303,13.202,Littleton,42.5374,-71.4842,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2187,2020-01-03 01:02:36.035340+00:00,b'&\x01\x01\x92K@>@\xbdB\xf7U\x7f\x9c\x91\x1d',3.28771683663194,21.426,Needham,42.2803,-71.25,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2188,2020-01-03 17:08:34.584024+00:00,b'\xd8k\xd0v',3.611108437638091,13.833,Cambridge,42.3737,-71.1284,11524.0,SEGNET - SEG Network Technologies
2189,2020-01-03 20:44:27.947870+00:00,b'I=\x0b\r',0.7894324307238327,38.041,Dorchester,42.2904,-71.0712,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2190,2020-01-03 01:13:03.952490+00:00,b'&\x00\x10\x00\xb1!\x8dd\xb8(\xee\xf0\xed\xf1\x16\xa9',16.198874979468368,40.019,Monson,42.101,-72.3196,22394.0,CELLCO - Cellco Partnership DBA Verizon Wireless
2191,2020-01-03 01:24:58.751424+00:00,b'Ir?\xab',5.837578112967313,17.449,Beverly,42.5583,-70.8782,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2192,2020-01-03 17:08:07.091474+00:00,b'G\xc0\xa0H',6.9401648441386765,19.413,Cambridge,42.3649,-71.0987,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2193,2020-01-03 20:36:30.288514+00:00,b'I\x8e\xe2\x8e',10.595764256603832,14.821,Boxborough,42.4884,-71.5178,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2194,2020-01-03 20:53:28.126705+00:00,b'&\x01\x01\x82\xc7\x80K\xc0\x1dR^m\x85C\xe5E',10.147790657871148,16.926,Boston,42.364,-71.0265,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2195,2020-01-03 01:24:41.093243+00:00,b'l1+\xc9',414.7664122362193,7.368,Natick,42.2878,-71.3587,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2196,2020-01-03 13:29:38.118455+00:00,b'E\xcc\x9ex',4.745855368643153,24.059,Pittsfield,42.4509,-73.2495,11351.0,RR-NYSREGION-ASN-01 - Time Warner Cable Internet LLC
2197,2020-01-03 20:39:53.609661+00:00,b'G\xe8`o',11.797715673648202,19.237,Brookline,42.3268,-71.1341,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2198,2020-01-03 01:29:35.903520+00:00,b'&\x01\x01\x80A\x02\x0e\xd0$b\xd0(E6\xda9',5.83389875087617,16.31,Amesbury,42.8539,-70.9397,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2199,2020-01-03 01:01:26.838225+00:00,b'&\x01\x01\x89\x82\x02\x8cPy\xd7\xe0_>})V',10.672435107908964,19.76,Framingham,42.2832,-71.4296,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2200,2020-01-03 01:13:15.178048+00:00,b'B\x1e\xb8Y',11.80588444790078,18.269,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2201,2020-01-03 20:49:03.053514+00:00,b'\x18\x93\xf7\xd1',11.82081392809599,23.967,Watertown,42.3725,-71.1814,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2202,2020-01-03 13:26:57.945408+00:00,b'l1\xf8\x8a',75.0837361025781,9.676,Franklin,42.08,-71.4175,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2203,2020-01-03 20:31:55.802655+00:00,b'l\x07\xdb\x8d',113.21207895503969,19.751,Marlborough,42.3491,-71.5431,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2204,2020-01-03 20:30:12.482168+00:00,b'`\xe6\xd4>',92.07985684481103,7.477,Hopedale,42.1268,-71.5376,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2205,2020-01-03 17:04:04.956044+00:00,b'Lv\x90@',11.788638173153997,28.266,Centerville,41.6646,-70.3452,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2206,2020-01-03 13:09:06.531868+00:00,b'I~x\x9e',16.973555359838922,20.022,Fitchburg,42.5781,-71.805,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2207,2020-01-03 13:13:18.627596+00:00,b'KhA\x1a',0.5448797316438483,47.333,,42.3562,-71.0631,7155.0,WB-DEN2 - Viasat Communications Inc.
2208,2020-01-03 20:39:39.619539+00:00,b'l\x14\xadA',26.66720363189869,45.033,Wellesley Hills,42.3104,-71.2741,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2209,2020-01-03 20:39:05.166074+00:00,b'&\x01\x01\x8f\x07\x81\x99@\x05\x90s\x05T\xe9\x8c9',9.316360619799935,24.428,Concord,42.4567,-71.3747,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2210,2020-01-03 13:22:24.955730+00:00,b'l1(\xd2',20.16231599167804,17.188,Woburn,42.481,-71.1563,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2211,2020-01-03 13:22:33.958372+00:00,b'`\xed\xeaw',73.83611025967463,9.088,Randolph,42.1755,-71.054,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2212,2020-01-03 20:50:22.527513+00:00,b'\xad0\xd0\x1f',320.2950791184659,8.728,Natick,42.2878,-71.3587,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2213,2020-01-03 17:03:41.522552+00:00,b'`\xe6:\xfb',93.04944847953011,7.673,Northborough,42.3182,-71.6429,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2214,2020-01-03 17:10:02.622527+00:00,b'\x18[\x9fi',5.967116259642312,18.056,Lexington,42.4571,-71.221,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2215,2020-01-03 01:15:33.702885+00:00,b'\xd1^\x84b',12.302726281600693,70.006,Revere,42.4125,-71.0034,6079.0,RCN-AS - RCN
2216,2020-01-03 01:24:26.268343+00:00,b'l1\x86N',162.19971205656347,15.529,Wilmington,42.5575,-71.1736,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2217,2020-01-03 13:14:52.386780+00:00,b'\x8eO\xc8:',92.61812423116308,11.725,Boston,42.3634,-71.0713,395354.0,
2218,2020-01-03 13:29:39.674495+00:00,b'd\x11 \xe2',3.0551538849413262,38.71,Newton Center,42.3291,-71.1815,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2219,2020-01-03 01:25:16.435520+00:00,b'HJWW',37.9540377622883,14.398,Kingston,41.9972,-70.7408,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2220,2020-01-03 01:05:09.734564+00:00,b'k\xf2tb',5.1622418049430685,28.537,,42.3562,-71.0631,20057.0,AT&T Wireless Service
2221,2020-01-03 01:21:19.616071+00:00,b'HJ\x84\xc8',91.58680754602752,12.352,Ashland,42.2546,-71.4564,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2222,2020-01-03 01:01:34.251874+00:00,b'&\x01\x01\x8dE\x00\xd6\xf0\xcc.\xcc\x04\xdfq\xa0}',10.792980931497192,22.082,Malden,42.428,-71.0618,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2223,2020-01-03 20:43:08.409190+00:00,b'&\x01\x01\x8a\x82\x80\x8f\x80x6\x8a\xe3\xc4\xa0;w',10.792518904516507,16.245,Haverhill,42.7826,-71.1029,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2224,2020-01-03 17:00:43.204763+00:00,b'&\x00\x10\x00\xb1*\x15\x89\xe1DSc\x92G\xdf%',2.100822337507544,48.422,Natick,42.2878,-71.3587,22394.0,CELLCO - Cellco Partnership DBA Verizon Wireless
2225,2020-01-03 20:30:15.898084+00:00,b'&\x01\x01\x8c\xcc\x00\xd0\xd0\xd4\xdb\xf2W)\x94\x8a\r',5.28599354012346,20.099,Billerica,42.5511,-71.256,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2226,2020-01-03 01:15:16.539368+00:00,b'\x18?\xb4\xfd',37.10566860594189,36.0,Gloucester,42.6219,-70.6762,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2227,2020-01-03 20:59:54.709005+00:00,b'2O\xab\xf2',11.728860680093646,29.956,Boston,42.3498,-71.0765,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2228,2020-01-03 01:27:58.906785+00:00,b'G\xe8\xe2\xf3',3.5629062231020843,16.965,Sandwich,41.7111,-70.4887,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2229,2020-01-03 13:12:43.021165+00:00,b'I&\xb6G',5.915631205383699,18.232,Franklin,42.08,-71.4175,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2230,2020-01-03 17:12:21.464695+00:00,b'\xadL(\xb0',2.7764024822950275,7.996,Littleton,42.5374,-71.4842,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2231,2020-01-03 17:10:28.165994+00:00,b'\xadL(\xb0',72.26638170239733,9.039,Littleton,42.5374,-71.4842,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2232,2020-01-03 17:25:28.181262+00:00,b'b\xe5{\xd4',5.909663341546385,20.003,Bedford,42.4881,-71.2758,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2233,2020-01-03 20:59:53.830577+00:00,b'\x18\x1f\x89\xf2',11.572184591024731,30.898,Athol,42.5959,-72.2267,11351.0,RR-NYSREGION-ASN-01 - Time Warner Cable Internet LLC
2234,2020-01-03 17:10:49.170770+00:00,b'\xb8\xd1\x9bs',0.7906270151179595,66.132,Springfield,42.1033,-72.5914,10507.0,SPCS - Sprint Personal Communications Systems
2235,2020-01-03 01:23:12.660373+00:00,b'B\xa8s\x0f',7.934896429576391,39.373,Worcester,42.2435,-71.8368,20115.0,CHARTER-NET-HKY-NC - Charter Communications
2236,2020-01-03 13:28:51.859633+00:00,b'&\x01\x01\x89\xc3\x7f\xf0\x00)\x9f;\x02\xb4\xba\x90(',10.833604864577028,28.071,Gardner,42.5763,-71.9883,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2237,2020-01-03 01:17:05.380306+00:00,b'\x18\x93>\x95',37.74168952840583,34.0,Amesbury,42.8539,-70.9397,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2238,2020-01-03 13:13:53.022410+00:00,b'\xad\rGJ',17.0038833266753,23.688,Franklin,42.08,-71.4175,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2239,2020-01-03 13:04:56.626539+00:00,b'G\xb8\xdd~',430.56866706586754,9.266,Marblehead,42.4947,-70.8499,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2240,2020-01-03 20:56:07.215651+00:00,"b'\x18""\xd7\xf4'",5.855389413760962,24.703,Haverhill,42.7506,-71.0863,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2241,2020-01-03 20:30:38.944414+00:00,b'&\x00\x10\x00\xb0Tg\x1f\xde\x1b\xf2Rp\\\x9e\x88',5.066856263774888,38.73,Brookline,42.3268,-71.1341,22394.0,CELLCO - Cellco Partnership DBA Verizon Wireless
2242,2020-01-03 20:35:28.912188+00:00,b'\xad\t$\xb4',23.36468879737121,20.256,Malden,42.428,-71.0618,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2243,2020-01-03 17:08:50.431039+00:00,b'\xac:\xdc\x7f',0.528952488410864,105.515,Dorchester,42.2904,-71.0712,21928.0,"T-MOBILE-AS21928 - T-Mobile USA, Inc."
2244,2020-01-03 01:11:11.747121+00:00,b'I\xfd\xa8\xb5',5.20029404106089,18.302,Brookline,42.3399,-71.1245,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2245,2020-01-03 20:55:42.581854+00:00,b'&\x01\x01\x8f\x08\x00\x12:\x04\xf0\x8eu\xb8\xdbp\xc9',5.485055240055587,35.952,Concord,42.4567,-71.3747,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2246,2020-01-03 20:41:29.795530+00:00,b'B\xbd\x0b\xf6',11.229205724668942,25.276,Dudley,42.0491,-71.8944,20115.0,CHARTER-NET-HKY-NC - Charter Communications
2247,2020-01-03 13:27:44.962498+00:00,b'l\x145\xb4',0.7627176783738813,17.123,Rochester,41.7591,-70.8523,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2248,2020-01-03 17:02:30.138187+00:00,b'&\x01\x01\x8c\x06\x00\xe8\x10\xf4pG\x8f\n\x87\x82\x8a',14.156127547324182,21.724,Lawrence,42.7117,-71.1663,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2249,2020-01-03 17:11:18.044863+00:00,b'&\x01\x01\x82\xcd\x02\x1d\xf0\x0c\xafS5\xb5+\x9a\xf9',11.052901606886005,15.003,Charlestown,42.3768,-71.0611,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2250,2020-01-03 17:20:51.584156+00:00,b'l\x14\xb5\xad',56.79132689653941,7.988,Northborough,42.3182,-71.6429,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2251,2020-01-03 20:34:03.922733+00:00,b'Lv\xf1\xa6',3.847910341492928,20.214,Longmeadow,42.0508,-72.5672,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2252,2020-01-03 01:20:08.298963+00:00,b'&\x01\x01\x8f\x08\x00\x12:`#\xc22\xf8\x9c\xe2\x0f',2.134834253960689,23.615,Concord,42.4567,-71.3747,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2253,2020-01-03 01:21:29.125658+00:00,b'HJWW',36.50003034855485,14.42,Kingston,41.9972,-70.7408,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2254,2020-01-03 17:26:08.650508+00:00,b'`\xe6\x1fD',223.28723690678743,11.739,Walpole,42.1447,-71.2542,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2255,2020-01-03 01:17:46.560854+00:00,b'I\x04\xc9\xfc',10.42739565580758,32.461,Brockton,42.0857,-70.999,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2256,2020-01-03 17:12:48.554105+00:00,b'I=\x81]',40.89098783787724,23.632,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2257,2020-01-03 20:48:06.330916+00:00,b'H\xe4\n_',11.53419432745354,33.895,Lenox,42.3642,-73.2713,11351.0,RR-NYSREGION-ASN-01 - Time Warner Cable Internet LLC
2258,2020-01-03 20:58:04.529279+00:00,b'2\xfc\xc2I',16.270603038570258,20.0,Hingham,42.2229,-70.8819,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2259,2020-01-03 17:20:40.564747+00:00,b'&\x01\x01\x89B\x00=\xd0\x8d\xd1rz\xdb\x12\x9e:',5.007339368723521,23.479,Sharon,42.1094,-71.1759,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2260,2020-01-03 13:29:46.061961+00:00,b'A`BH',9.881072818881211,22.712,Nantucket,41.2727,-70.0971,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2261,2020-01-03 01:12:52.173674+00:00,b'\xd8\x13\xf2|',47.16514697233847,11.566,Monterey,42.1867,-73.2065,19323.0,HGE-NET - Holyoke Gas & Electric Department
2262,2020-01-03 20:34:21.727960+00:00,b'\xad\xa6fM',5.901949821650014,31.0,Boston,42.364,-71.0265,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2263,2020-01-03 01:11:16.742237+00:00,b'k\xf2t=',0.3482210116569834,44.567,,42.3562,-71.0631,20057.0,AT&T Wireless Service
2264,2020-01-03 01:21:49.347886+00:00,b'\xadL\xae\xe8',22.27596874475172,16.635,Westford,42.5811,-71.4387,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2265,2020-01-03 20:45:08.868188+00:00,b'I\x10o\xe5',40.86593213619976,18.009,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2266,2020-01-03 01:10:52.231887+00:00,b'\x18=f\xd0',5.899586219438533,23.311,Brewster,41.7492,-70.0699,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2267,2020-01-03 20:39:12.486661+00:00,b'&\x030\x05P\x00\x94\x00$\x82H\xbf\xeeA\xc6\xe7',5.615418231429533,17.838,Brookline,42.3399,-71.1245,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2268,2020-01-03 17:23:10.433468+00:00,b'G\xb8\xc6\xbc',226.17373921925343,7.647,Hopkinton,42.2187,-71.5351,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2269,2020-01-03 17:11:44.074841+00:00,b'Iw.\xd6',5.8990202981230455,23.0,Haverhill,42.7853,-71.0714,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2270,2020-01-03 01:29:04.036427+00:00,b'\x92s~\x97',17.885638250220442,18.67,Woburn,42.481,-71.1563,6079.0,RCN-AS - RCN
2271,2020-01-03 13:28:19.399957+00:00,b'd\x11 \xe2',1.6473994335033686,648.751,Newton Center,42.3291,-71.1815,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2272,2020-01-03 01:24:57.441435+00:00,b'`\xedws',1.7074218623202762,16.854,Westborough,42.2647,-71.6175,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2273,2020-01-03 13:09:12.082532+00:00,b'2\xff\x89\xc5',1.1748550179818753,97.157,Hingham,42.2229,-70.8819,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2274,2020-01-03 20:46:12.346814+00:00,b'\xd1\x06\xa46',4.097793674060005,16.061,Needham,42.2803,-71.25,6079.0,RCN-AS - RCN
2275,2020-01-03 20:39:17.233038+00:00,b'C\x97q\xf2',43.76431086188089,3.514,Danvers,42.5639,-70.9463,7029.0,WINDSTREAM - Windstream Communications Inc
2276,2020-01-03 17:18:59.101036+00:00,b'l1C%',484.5534824809782,7.968,Dorchester,42.2974,-71.0722,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2277,2020-01-03 13:23:14.484179+00:00,b'`\xed\xeaw',388.0240879767727,17.711,Randolph,42.1755,-71.054,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2278,2020-01-03 17:20:19.388453+00:00,b'b\xd9\xdd\x99',17.465117038115565,19.26,Marblehead,42.4947,-70.8499,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2279,2020-01-03 01:17:05.313466+00:00,b'&\x00\x10\x00\xb03H\xf2\x95\x97(\xfbrw\xa1=',9.112462362113297,35.933,West Newton,42.3504,-71.2254,22394.0,CELLCO - Cellco Partnership DBA Verizon Wireless
2280,2020-01-03 01:19:20.501735+00:00,b'&\x01\x01\x81\xc3\x81\x18\xf6dDl\xfb\x8cu\x9bf',5.236460422682652,17.94,Beverly,42.5583,-70.8782,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2281,2020-01-03 13:23:34.461320+00:00,b'`\xed\xeaw',619.0499280920717,13.007,Randolph,42.1755,-71.054,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2282,2020-01-03 13:09:09.768482+00:00,b'G\xc0\xa3\xf5',11.82031054704179,18.808,Cambridge,42.3649,-71.0987,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2283,2020-01-03 13:10:28.944370+00:00,b'`\xe6ZI',459.6754553769122,8.38,North Andover,42.6821,-71.1116,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2284,2020-01-03 01:05:46.272630+00:00,b'\x18=\xa8\x9d',5.873631087414196,22.822,Lynn,42.4684,-70.9465,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2285,2020-01-03 13:27:57.161713+00:00,b'\x92s`\xb6',8.690150113397099,15.97,Burlington,42.509,-71.1984,6079.0,RCN-AS - RCN
2286,2020-01-03 01:28:56.071918+00:00,b'I~`;',40.92921830993878,15.249,Cambridge,42.3737,-71.1284,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2287,2020-01-03 01:02:04.872721+00:00,b'k\xf2tZ',0.1310556501248212,29.51,,42.3562,-71.0631,20057.0,AT&T Wireless Service
2288,2020-01-03 13:08:35.700934+00:00,b'Iw\xcb\xfe',39.85809404956154,20.191,Weston,42.3608,-71.2954,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2289,2020-01-03 20:48:49.648740+00:00,b'&\x030\x05\x07\xfc\x18\x00\xb4\x9f\xce#W\xe9lW',38.27958855633878,10.287,Boston,42.3388,-71.0726,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2290,2020-01-03 13:13:14.994906+00:00,b'B\x1e\xb8Y',11.604167356299245,17.359,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2291,2020-01-03 17:29:18.611881+00:00,b'I&\x9a\xb4',40.66314330120058,18.084,Wellesley Hills,42.3104,-71.2741,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2292,2020-01-03 01:10:12.172660+00:00,b'&\x01\x01\x96\x87\x00|\xf0\xb4/\x13\x1b^5\xbe[',5.483029364714168,17.903,Swansea,41.7473,-71.2122,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2293,2020-01-03 17:08:17.749418+00:00,b'k\x03d\xc1',5.891113519969757,18.076,Three Rivers,42.1819,-72.3624,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2294,2020-01-03 20:36:57.833258+00:00,b'&\x00\x00\x01\xf5%q\xf9\xb8\xcfe\x90q\x9a\xd8Y',0.251241907564093,31.024,Springfield,42.1033,-72.5914,10507.0,SPCS - Sprint Personal Communications Systems
2295,2020-01-03 20:49:11.867318+00:00,b'&\x030\x05\x07\xfc\x18\x00\xb4\x9f\xce#W\xe9lW',30.610860902602514,18.29,Boston,42.3388,-71.0726,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2296,2020-01-03 01:18:55.377364+00:00,b'd\x00\xd44',233.8784657755625,11.876,North Andover,42.6821,-71.1116,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2297,2020-01-03 20:30:14.446280+00:00,b'\xd8\xd3\xf6\xad',24.80011387557723,27.61,Norwood,42.1897,-71.2048,35891.0,NLB-ASN - Norwood Light Broadband
2298,2020-01-03 20:50:32.741811+00:00,b'@p\xb5z',27.48426955121715,11.743,Boston,42.3427,-71.0922,394548.0,
2299,2020-01-03 20:34:09.572687+00:00,b'\xac:\xdb?',26.937455666965803,37.885,Dorchester,42.2904,-71.0712,21928.0,"T-MOBILE-AS21928 - T-Mobile USA, Inc."
2300,2020-01-03 01:25:11.740928+00:00,b'&\x00ldL\x7f\xde\xb1\x85\xa8\xdcb\x1fOj!',3.1091089995153878,67.744,Southbridge,42.0738,-72.0303,20115.0,CHARTER-NET-HKY-NC - Charter Communications
2301,2020-01-03 20:35:31.297233+00:00,b'&\x01\x01\x8c\xc9\x01\x11\xd0\x19\x1c\x88\x81\x04R\xe9q',1.8842616362350315,24.906,Lowell,42.6351,-71.3014,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2302,2020-01-03 20:38:23.926426+00:00,b'\x18\xda\xb09',33.910736791870306,18.067,Concord,42.4567,-71.3747,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2303,2020-01-03 01:03:44.288447+00:00,b'&\x01\x01\x9d\x04\x00\x00}\xfd\x08\xd61\xbe\xcb>\x05',5.763101941052513,26.034,West Yarmouth,41.6614,-70.2363,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2304,2020-01-03 20:57:44.418522+00:00,b'&\x01\x01\x8e\x82\x00d\xb09\xa6\xd9\xa1\xc1\x19\xf9k',5.816723795488219,19.574,Vineyard Haven,41.45,-70.5937,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2305,2020-01-03 01:08:52.320815+00:00,b'L\x7f\xd6\xe0',5.653866847078513,24.808,Bridgewater,41.977,-70.971,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2306,2020-01-03 01:01:11.930463+00:00,b'&\x01\x01\x8f\x81\x01\xee@\xcc\xa4\x06K{\xbe\x8c\x11',8.849790964251138,19.518,Middleboro,41.8879,-70.8887,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2307,2020-01-03 13:20:12.710115+00:00,b'l\x074\xef',1.5781236222405657,14.228,Hingham,42.2229,-70.8819,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2308,2020-01-03 13:26:38.422122+00:00,b'2\xe2\xde#',572.5265842905845,10.221,Hardwick,42.3479,-72.2253,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2309,2020-01-03 17:14:07.249058+00:00,b'I\x95r\x8f',11.7286099917959,17.988,Brookline,42.3268,-71.1341,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2310,2020-01-03 01:19:32.378505+00:00,b'I\x04\xc9\xfc',4.59659230793143,25.451,Brockton,42.0857,-70.999,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2311,2020-01-03 17:02:51.192685+00:00,b'I={\xb1',9.708557826895174,21.806,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2312,2020-01-03 20:46:45.327054+00:00,b'&\x01\x01\x8e\xc5\x00\xae`5\x95\xb7E\xbd\x90\xa0\xdc',21.01283133864053,29.132,East Falmouth,41.5953,-70.5705,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2313,2020-01-03 20:56:03.802555+00:00,b'/\x0e\xe9\x83',22.0034999769726,22.443,Auburn,42.2045,-71.8338,20115.0,CHARTER-NET-HKY-NC - Charter Communications
2314,2020-01-03 20:53:12.175377+00:00,"b'&\x01\x01\x9b\x85\x80h\x90\xa5\x1d\xd1\xe4\x1d\\\x1c,'",12.917715871299528,24.35,Abington,42.1186,-70.9576,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2315,2020-01-03 20:49:23.946318+00:00,b'HJ%(',86.45600695954018,9.75,Acton,42.4748,-71.4499,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2316,2020-01-03 17:07:17.637188+00:00,b'G\xc0\xa0H',11.395241800157311,19.594,Cambridge,42.3649,-71.0987,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2317,2020-01-03 17:11:27.716041+00:00,b'\xb8\xd1\x9bs',0.4518798348767683,76.786,Springfield,42.1033,-72.5914,10507.0,SPCS - Sprint Personal Communications Systems
2318,2020-01-03 01:11:05.098999+00:00,b'Irm\xeb',11.663494791769503,21.795,Marstons Mills,41.6703,-70.4163,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2319,2020-01-03 01:23:28.252656+00:00,b'&\x01\x01\x8a\x00\x00V` \xc3\xe92\xa4#\xdaY',17.24308607338651,21.744,Essex,42.6286,-70.7828,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2320,2020-01-03 13:25:30.509508+00:00,b'd\x11\x16\xe8',114.18931770682684,11.197,Bedford,42.4881,-71.2758,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
2321,2020-01-03 17:24:47.587536+00:00,b'\xb8\xd1\x9bs',0.9395631628782416,59.595,Springfield,42.1033,-72.5914,10507.0,SPCS - Sprint Personal Communications Systems
