muni_id,muni_upper,municipal,mapc,mf164,county_id,county,comm_type,comm_name,subtype_id,subtype,rpa_id,rpa_name,mpo_id,mpo_name,region_id,region,subreg_id,subregion,cousub_id,cousubname
274,SOMERVILLE,Somerville,1,1,17,Middlesex County,1,Inner Core,1,Metro Core Community,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,355,Inner Core (ICC) Subregion,62535,Somerville city
275,SOUTH HADLEY,South Hadley,0,0,15,Hampshire County,4,Developing Suburbs,6,Maturing New England Town,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",64145,South Hadley town
276,SOUTHAMPTON,Southampton,0,0,15,Hampshire County,4,Developing Suburbs,7,Country Suburb,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",62745,Southampton town
277,SOUTHBOROUGH,Southborough,1,1,27,Worcester County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,357,Metrowest Subregion,63165,Southborough town
313,WASHINGTON,Washington,0,0,3,Berkshire County,5,Rural Towns,8,Rural Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",73335,Washington town
278,SOUTHBRIDGE,Southbridge,0,0,27,Worcester County,2,Regional Urban Centers,2,Sub-Regional Urban Center,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",63345,Southbridge Town city
279,SOUTHWICK,Southwick,0,0,13,Hampden County,4,Developing Suburbs,7,Country Suburb,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",65825,Southwick town
280,SPENCER,Spencer,0,0,27,Worcester County,4,Developing Suburbs,6,Maturing New England Town,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",66105,Spencer town
281,SPRINGFIELD,Springfield,0,0,13,Hampden County,2,Regional Urban Centers,9,Major Regional Urban Center,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",67000,Springfield city
282,STERLING,Sterling,0,0,27,Worcester County,4,Developing Suburbs,7,Country Suburb,8,Montachusett Regional Planning Commission,8,Montachusett,402,Central Massachusetts,,"",67385,Sterling town
283,STOCKBRIDGE,Stockbridge,0,0,3,Berkshire County,5,Rural Towns,8,Rural Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",67595,Stockbridge town
284,STONEHAM,Stoneham,1,1,17,Middlesex County,3,Maturing Suburbs,4,Mature Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,359,North Suburban (NSPC) Subregion,67665,Stoneham town
286,STOW,Stow,1,1,17,Middlesex County,4,Developing Suburbs,7,Country Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,356,MAGIC Subregion,68050,Stow town
287,STURBRIDGE,Sturbridge,0,0,27,Worcester County,4,Developing Suburbs,6,Maturing New England Town,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",68155,Sturbridge town
288,SUDBURY,Sudbury,1,1,17,Middlesex County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,356,MAGIC Subregion,68260,Sudbury town
289,SUNDERLAND,Sunderland,0,0,11,Franklin County,4,Developing Suburbs,6,Maturing New England Town,4,Franklin County Commission,4,Franklin,405,Western Massachusetts,,"",68400,Sunderland town
290,SUTTON,Sutton,0,0,27,Worcester County,4,Developing Suburbs,7,Country Suburb,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",68610,Sutton town
291,SWAMPSCOTT,Swampscott,1,1,9,Essex County,3,Maturing Suburbs,4,Mature Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,358,North Shore (NSTF) Subregion,68645,Swampscott town
292,SWANSEA,Swansea,0,0,5,Bristol County,4,Developing Suburbs,6,Maturing New England Town,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,427,Southeastern Massachusetts,,"",68750,Swansea town
293,TAUNTON,Taunton,0,1,5,Bristol County,2,Regional Urban Centers,2,Sub-Regional Urban Center,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,428,Southeastern Massachusetts,,"",69170,Taunton city
294,TEMPLETON,Templeton,0,0,27,Worcester County,4,Developing Suburbs,7,Country Suburb,8,Montachusett Regional Planning Commission,8,Montachusett,402,Central Massachusetts,,"",69275,Templeton town
295,TEWKSBURY,Tewksbury,0,1,17,Middlesex County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,10,Northern Middlesex Area Council of Government,10,Northern Middlesex,403,Northeastern Massachusetts,,"",69415,Tewksbury town
296,TISBURY,Tisbury,0,0,7,Dukes County,4,Developing Suburbs,6,Maturing New England Town,5,Marthas Vineyard Commission,5,Marthas Vineyard,404,Southeastern Massachusetts,,"",69940,Tisbury town
297,TOLLAND,Tolland,0,0,13,Hampden County,5,Rural Towns,8,Rural Town,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",70045,Tolland town
298,TOPSFIELD,Topsfield,1,1,9,Essex County,4,Developing Suburbs,7,Country Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,358,North Shore (NSTF) Subregion,70150,Topsfield town
299,TOWNSEND,Townsend,0,0,17,Middlesex County,4,Developing Suburbs,6,Maturing New England Town,8,Montachusett Regional Planning Commission,8,Montachusett,402,Central Massachusetts,,"",70360,Townsend town
300,TRURO,Truro,0,0,1,Barnstable County,5,Rural Towns,8,Rural Town,2,Cape Cod Planning & Economic Development Commission,2,Cape Cod,416,Southeastern Massachusetts,,"",70605,Truro town
301,TYNGSBOROUGH,Tyngsborough,0,1,17,Middlesex County,4,Developing Suburbs,7,Country Suburb,10,Northern Middlesex Area Council of Government,10,Northern Middlesex,403,Northeastern Massachusetts,,"",71025,Tyngsborough town
302,TYRINGHAM,Tyringham,0,0,3,Berkshire County,5,Rural Towns,8,Rural Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",71095,Tyringham town
303,UPTON,Upton,0,1,27,Worcester County,4,Developing Suburbs,7,Country Suburb,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",71480,Upton town
304,UXBRIDGE,Uxbridge,0,1,27,Worcester County,4,Developing Suburbs,7,Country Suburb,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",71620,Uxbridge town
305,WAKEFIELD,Wakefield,1,1,17,Middlesex County,3,Maturing Suburbs,4,Mature Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,359,North Suburban (NSPC) Subregion,72215,Wakefield town
306,WALES,Wales,0,0,13,Hampden County,5,Rural Towns,8,Rural Town,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",72390,Wales town
307,WALPOLE,Walpole,1,1,21,Norfolk County,4,Developing Suburbs,6,Maturing New England Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,362,Three Rivers (TRIC) Subregion,72495,Walpole town
308,WALTHAM,Waltham,1,1,17,Middlesex County,1,Inner Core,3,Streetcar Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,355,Inner Core (ICC) Subregion,72600,Waltham city
309,WARE,Ware,0,0,15,Hampshire County,4,Developing Suburbs,6,Maturing New England Town,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",72880,Ware town
310,WAREHAM,Wareham,0,0,23,Plymouth County,4,Developing Suburbs,6,Maturing New England Town,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,429,Southeastern Massachusetts,,"",72985,Wareham town
311,WARREN,Warren,0,0,27,Worcester County,4,Developing Suburbs,7,Country Suburb,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",73090,Warren town
314,WATERTOWN,Watertown,1,1,17,Middlesex County,1,Inner Core,3,Streetcar Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,355,Inner Core (ICC) Subregion,73440,Watertown Town city
315,WAYLAND,Wayland,1,1,17,Middlesex County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,357,Metrowest Subregion,73790,Wayland town
316,WEBSTER,Webster,0,0,27,Worcester County,2,Regional Urban Centers,2,Sub-Regional Urban Center,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",73895,Webster town
317,WELLESLEY,Wellesley,1,1,21,Norfolk County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,357,Metrowest Subregion,74175,Wellesley town
318,WELLFLEET,Wellfleet,0,0,1,Barnstable County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,2,Cape Cod Planning & Economic Development Commission,2,Cape Cod,417,Southeastern Massachusetts,,"",74385,Wellfleet town
319,WENDELL,Wendell,0,0,11,Franklin County,5,Rural Towns,8,Rural Town,4,Franklin County Commission,4,Franklin,405,Western Massachusetts,,"",74525,Wendell town
320,WENHAM,Wenham,1,1,9,Essex County,4,Developing Suburbs,6,Maturing New England Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,358,North Shore (NSTF) Subregion,74595,Wenham town
321,WEST BOYLSTON,West Boylston,0,0,27,Worcester County,4,Developing Suburbs,6,Maturing New England Town,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",75155,West Boylston town
322,WEST BRIDGEWATER,West Bridgewater,0,1,23,Plymouth County,4,Developing Suburbs,6,Maturing New England Town,11,Old Colony Planning Council,11,Old Colony,404,Southeastern Massachusetts,,"",75260,West Bridgewater town
323,WEST BROOKFIELD,West Brookfield,0,0,27,Worcester County,4,Developing Suburbs,7,Country Suburb,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",75400,West Brookfield town
324,WEST NEWBURY,West Newbury,0,1,9,Essex County,4,Developing Suburbs,7,Country Suburb,6,Merrimac Valley Planning Commission,6,Merrimac Valley,403,Northeastern Massachusetts,,"",77150,West Newbury town
325,WEST SPRINGFIELD,West Springfield,0,0,13,Hampden County,2,Regional Urban Centers,2,Sub-Regional Urban Center,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",77890,West Springfield Town city
326,WEST STOCKBRIDGE,West Stockbridge,0,0,3,Berkshire County,5,Rural Towns,8,Rural Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",77990,West Stockbridge town
327,WEST TISBURY,West Tisbury,0,0,7,Dukes County,5,Rural Towns,8,Rural Town,5,Marthas Vineyard Commission,5,Marthas Vineyard,404,Southeastern Massachusetts,,"",78235,West Tisbury town
328,WESTBOROUGH,Westborough,0,1,27,Worcester County,4,Developing Suburbs,6,Maturing New England Town,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",75015,Westborough town
329,WESTFIELD,Westfield,0,0,13,Hampden County,2,Regional Urban Centers,2,Sub-Regional Urban Center,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",76030,Westfield city
330,WESTFORD,Westford,0,1,17,Middlesex County,4,Developing Suburbs,7,Country Suburb,10,Northern Middlesex Area Council of Government,10,Northern Middlesex,403,Northeastern Massachusetts,,"",76135,Westford town
331,WESTHAMPTON,Westhampton,0,0,15,Hampshire County,5,Rural Towns,8,Rural Town,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",76380,Westhampton town
332,WESTMINSTER,Westminster,0,0,27,Worcester County,4,Developing Suburbs,7,Country Suburb,8,Montachusett Regional Planning Commission,8,Montachusett,402,Central Massachusetts,,"",77010,Westminster town
333,WESTON,Weston,1,1,17,Middlesex County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,357,Metrowest Subregion,77255,Weston town
334,WESTPORT,Westport,0,0,5,Bristol County,4,Developing Suburbs,6,Maturing New England Town,13,Southeastern Regional Planning & Economic Development District,13,Southeastern Massachusetts,430,Southeastern Massachusetts,,"",77570,Westport town
335,WESTWOOD,Westwood,1,1,21,Norfolk County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,362,Three Rivers (TRIC) Subregion,78690,Westwood town
336,WEYMOUTH,Weymouth,1,1,21,Norfolk County,3,Maturing Suburbs,4,Mature Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,360,South Shore (SSC) Subregion,78972,Weymouth Town city
337,WHATELY,Whately,0,0,11,Franklin County,5,Rural Towns,8,Rural Town,4,Franklin County Commission,4,Franklin,405,Western Massachusetts,,"",79110,Whately town
338,WHITMAN,Whitman,0,1,23,Plymouth County,4,Developing Suburbs,6,Maturing New England Town,11,Old Colony Planning Council,11,Old Colony,404,Southeastern Massachusetts,,"",79530,Whitman town
339,WILBRAHAM,Wilbraham,0,0,13,Hampden County,4,Developing Suburbs,6,Maturing New England Town,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",79740,Wilbraham town
340,WILLIAMSBURG,Williamsburg,0,0,15,Hampshire County,5,Rural Towns,8,Rural Town,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",79915,Williamsburg town
341,WILLIAMSTOWN,Williamstown,0,0,3,Berkshire County,4,Developing Suburbs,6,Maturing New England Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",79985,Williamstown town
342,WILMINGTON,Wilmington,1,1,17,Middlesex County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,359,North Suburban (NSPC) Subregion,80230,Wilmington town
343,WINCHENDON,Winchendon,0,0,27,Worcester County,4,Developing Suburbs,7,Country Suburb,8,Montachusett Regional Planning Commission,8,Montachusett,402,Central Massachusetts,,"",80405,Winchendon town
344,WINCHESTER,Winchester,1,1,17,Middlesex County,3,Maturing Suburbs,4,Mature Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,359,North Suburban (NSPC) Subregion,80510,Winchester town
345,WINDSOR,Windsor,0,0,3,Berkshire County,5,Rural Towns,8,Rural Town,1,Berkshire County Regional Planning Commission,1,Berkshire,405,Western Massachusetts,,"",80685,Windsor town
346,WINTHROP,Winthrop,1,1,25,Suffolk County,1,Inner Core,3,Streetcar Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,355,Inner Core (ICC) Subregion,81005,Winthrop Town city
347,WOBURN,Woburn,1,1,17,Middlesex County,2,Regional Urban Centers,2,Sub-Regional Urban Center,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,359,North Suburban (NSPC) Subregion,81035,Woburn city
348,WORCESTER,Worcester,0,0,27,Worcester County,2,Regional Urban Centers,9,Major Regional Urban Center,3,Central Massachusetts Planning Commission,3,Central Massachusetts,402,Central Massachusetts,,"",82000,Worcester city
349,WORTHINGTON,Worthington,0,0,15,Hampshire County,5,Rural Towns,8,Rural Town,12,Pioneer Valley Planning Commission,12,Pioneer Valley,405,Western Massachusetts,,"",82175,Worthington town
350,WRENTHAM,Wrentham,1,1,21,Norfolk County,4,Developing Suburbs,7,Country Suburb,7,Metropolitan Area Planning Council,7,Boston Region,352,MAPC,361,South West (SWAP) Subregion,82315,Wrentham town
351,YARMOUTH,Yarmouth,0,0,1,Barnstable County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,2,Cape Cod Planning & Economic Development Commission,2,Cape Cod,418,Southeastern Massachusetts,,"",82525,Yarmouth town
82,DUXBURY,Duxbury,1,1,23,Plymouth County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Members of both MAPC and OCPC,11,Old Colony,352,MAPC,360,South Shore (SSC) Subregion,17895,Duxbury town
122,HANOVER,Hanover,1,1,23,Plymouth County,4,Developing Suburbs,6,Maturing New England Town,7,Members of both MAPC and OCPC,11,Old Colony,352,MAPC,360,South Shore (SSC) Subregion,28285,Hanover town
231,PEMBROKE,Pembroke,1,1,23,Plymouth County,3,Maturing Suburbs,5,Established Suburb/Cape Cod Town,7,Members of both MAPC and OCPC,11,Old Colony,352,MAPC,360,South Shore (SSC) Subregion,52630,Pembroke town
285,STOUGHTON,Stoughton,1,1,21,Norfolk County,3,Maturing Suburbs,4,Mature Suburb,7,Members of both MAPC and OCPC,11,Old Colony,352,MAPC,362,Three Rivers (TRIC) Subregion,67945,Stoughton town
