,quadkey,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,geometry,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAMELSAD
19055,0302332122012131,41642,4797,56,3,3,"POLYGON ((-71.5924072265625 42.252917783302, -71.5869140625 42.252917783302, -71.5869140625 42.2488517007209, -71.5924072265625 42.2488517007209, -71.5924072265625 42.252917783302))",25,017,00606935,25017,Middlesex County
19451,0302332121230011,232545,123244,9,30,18,"POLYGON ((-71.2628173828125 42.3585439174971, -71.25732421875 42.3585439174971, -71.25732421875 42.3544846510674, -71.2628173828125 42.3544846510674, -71.2628173828125 42.3585439174971))",25,017,00606935,25017,Middlesex County
19940,0302332121312022,143561,14212,11,100,34,"POLYGON ((-71.103515625 42.378836316476, -71.0980224609375 42.378836316476, -71.0980224609375 42.3747783611142, -71.103515625 42.3747783611142, -71.103515625 42.378836316476))",25,017,00606935,25017,Middlesex County
20815,0302332121310220,161603,44273,10,138,36,"POLYGON ((-71.103515625 42.39912215986, -71.0980224609375 42.39912215986, -71.0980224609375 42.3950655156512, -71.103515625 42.3950655156512, -71.103515625 42.39912215986))",25,017,00606935,25017,Middlesex County
21744,0302332102331100,61819,76748,18,5,1,"POLYGON ((-71.38916015625 42.6177914328235, -71.3836669921875 42.6177914328235, -71.3836669921875 42.6137489543149, -71.38916015625 42.6137489543149, -71.38916015625 42.6177914328235))",25,017,00606935,25017,Middlesex County
24012,0302332120333223,163765,47563,9,72,22,"POLYGON ((-71.4056396484375 42.2976273912846, -71.400146484375 42.2976273912846, -71.400146484375 42.2935641921701, -71.4056396484375 42.2935641921701, -71.4056396484375 42.2976273912846))",25,017,00606935,25017,Middlesex County
24818,0302332103201101,297361,17748,16,5,3,"POLYGON ((-71.2957763671875 42.6824353983862, -71.290283203125 42.6824353983862, -71.290283203125 42.6783971188906, -71.2957763671875 42.6783971188906, -71.2957763671875 42.6824353983862))",25,017,00606935,25017,Middlesex County
24964,0302332121030323,208214,107444,6,16,4,"POLYGON ((-71.2518310546875 42.4599403522166, -71.246337890625 42.4599403522166, -71.246337890625 42.4558876419717, -71.2518310546875 42.4558876419717, -71.2518310546875 42.4599403522166))",25,017,00606935,25017,Middlesex County
26865,0302332121130302,134736,40099,11,38,7,"POLYGON ((-71.08154296875 42.4680449858305, -71.0760498046875 42.4680449858305, -71.0760498046875 42.4639928001706, -71.08154296875 42.4639928001706, -71.08154296875 42.4680449858305))",25,017,00606935,25017,Middlesex County
27151,0302332121301231,164767,25769,12,78,37,"POLYGON ((-71.1309814453125 42.39912215986, -71.12548828125 42.39912215986, -71.12548828125 42.3950655156512, -71.1309814453125 42.3950655156512, -71.1309814453125 42.39912215986))",25,017,00606935,25017,Middlesex County
28002,0302332121212121,161634,82820,14,69,17,"POLYGON ((-71.2518310546875 42.382894009614, -71.246337890625 42.382894009614, -71.246337890625 42.378836316476, -71.2518310546875 42.378836316476, -71.2518310546875 42.382894009614))",25,017,00606935,25017,Middlesex County
28678,0302332121213222,159155,54324,12,212,9,"POLYGON ((-71.2353515625 42.36260292172, -71.2298583984375 42.36260292172, -71.2298583984375 42.3585439174971, -71.2353515625 42.3585439174971, -71.2353515625 42.36260292172))",25,017,00606935,25017,Middlesex County
28781,0302332103323310,148819,83533,5,8,5,"POLYGON ((-71.114501953125 42.5692643721938, -71.1090087890625 42.5692643721938, -71.1090087890625 42.5652187449434, -71.114501953125 42.5652187449434, -71.114501953125 42.5692643721938))",25,017,00606935,25017,Middlesex County
29071,0302332121123012,168677,134582,7,125,9,"POLYGON ((-71.136474609375 42.4518346694392, -71.1309814453125 42.4518346694392, -71.1309814453125 42.4477814346224, -71.136474609375 42.4477814346224, -71.136474609375 42.4518346694392))",25,017,00606935,25017,Middlesex County
29886,0302332122103111,118484,50479,8,10,4,"POLYGON ((-71.4605712890625 42.2610491621138, -71.455078125 42.2610491621138, -71.455078125 42.2569836037675, -71.4605712890625 42.2569836037675, -71.4605712890625 42.2610491621138))",25,017,00606935,25017,Middlesex County
32743,0302332103210210,253970,22674,13,15,6,"POLYGON ((-71.268310546875 42.6662807056493, -71.2628173828125 42.6662807056493, -71.2628173828125 42.6622413763275, -71.268310546875 42.6622413763275, -71.268310546875 42.6662807056493))",25,017,00606935,25017,Middlesex County
33070,0302332120211202,32107,17300,12,255,4,"POLYGON ((-71.5869140625 42.403178541828, -71.5814208984375 42.403178541828, -71.5814208984375 42.39912215986, -71.5869140625 42.39912215986, -71.5869140625 42.403178541828))",25,017,00606935,25017,Middlesex County
35662,0302332121231333,136676,39023,11,106,28,"POLYGON ((-71.1968994140625 42.330123546342, -71.19140625 42.330123546342, -71.19140625 42.326062444562, -71.1968994140625 42.326062444562, -71.1968994140625 42.330123546342))",25,017,00606935,25017,Middlesex County
36566,0302332121100200,226280,65525,11,32,3,"POLYGON ((-71.19140625 42.5368920078731, -71.1859130859375 42.5368920078731, -71.1859130859375 42.5328442817131, -71.19140625 42.5328442817131, -71.19140625 42.5368920078731))",25,017,00606935,25017,Middlesex County
37618,0302332120231120,223244,78615,11,47,13,"POLYGON ((-71.56494140625 42.3504251224346, -71.5594482421875 42.3504251224346, -71.5594482421875 42.3463653316019, -71.56494140625 42.3463653316019, -71.56494140625 42.3504251224346))",25,017,00606935,25017,Middlesex County
37638,0302332121301333,182491,16561,12,123,28,"POLYGON ((-71.1090087890625 42.3950655156512, -71.103515625 42.3950655156512, -71.103515625 42.391008609205, -71.1090087890625 42.391008609205, -71.1090087890625 42.3950655156512))",25,017,00606935,25017,Middlesex County
39091,0302332123000033,131033,55463,9,50,15,"POLYGON ((-71.3507080078125 42.2813730219345, -71.34521484375 42.2813730219345, -71.34521484375 42.2773087742371, -71.3507080078125 42.2773087742371, -71.3507080078125 42.2813730219345))",25,017,00606935,25017,Middlesex County
39581,0302332103223330,125502,90554,9,14,7,"POLYGON ((-71.290283203125 42.5611728553181, -71.2847900390625 42.5611728553181, -71.2847900390625 42.5571267033212, -71.290283203125 42.5571267033212, -71.290283203125 42.5611728553181))",25,017,00606935,25017,Middlesex County
41019,0302332121101311,178099,129467,14,17,6,"POLYGON ((-71.1090087890625 42.5368920078731, -71.103515625 42.5368920078731, -71.103515625 42.5328442817131, -71.1090087890625 42.5328442817131, -71.1090087890625 42.5368920078731))",25,017,00606935,25017,Middlesex County
41489,0302332103201233,173890,13514,12,82,19,"POLYGON ((-71.3067626953125 42.6541619303399, -71.30126953125 42.6541619303399, -71.30126953125 42.6501218136802, -71.3067626953125 42.6501218136802, -71.3067626953125 42.6541619303399))",25,017,00606935,25017,Middlesex County
41656,0302332102333321,81150,45104,15,38,6,"POLYGON ((-71.3836669921875 42.5611728553181, -71.378173828125 42.5611728553181, -71.378173828125 42.5571267033212, -71.3836669921875 42.5571267033212, -71.3836669921875 42.5611728553181))",25,017,00606935,25017,Middlesex County
43441,0302332121103121,92397,85378,9,17,2,"POLYGON ((-71.1199951171875 42.5126017157367, -71.114501953125 42.5126017157367, -71.114501953125 42.5085524155286, -71.1199951171875 42.5085524155286, -71.1199951171875 42.5126017157367))",25,017,00606935,25017,Middlesex County
44036,0302332121011202,194201,20042,13,23,5,"POLYGON ((-71.2353515625 42.5328442817131, -71.2298583984375 42.5328442817131, -71.2298583984375 42.5287962932037, -71.2353515625 42.5287962932037, -71.2353515625 42.5328442817131))",25,017,00606935,25017,Middlesex County
44551,0302332122120023,167990,13962,11,92,15,"POLYGON ((-71.5374755859375 42.2163136043448, -71.531982421875 42.2163136043448, -71.531982421875 42.2122451628858, -71.5374755859375 42.2122451628858, -71.5374755859375 42.2163136043448))",25,017,00606935,25017,Middlesex County
45219,0302332103032001,69499,11311,14,48,2,"POLYGON ((-71.2738037109375 42.7147321853946, -71.268310546875 42.7147321853946, -71.268310546875 42.7106960056949, -71.2738037109375 42.7106960056949, -71.2738037109375 42.7147321853946))",25,017,00606935,25017,Middlesex County
46179,0302332121001321,229052,24043,8,4,2,"POLYGON ((-71.2957763671875 42.5287962932037, -71.290283203125 42.5287962932037, -71.290283203125 42.5247480423482, -71.2957763671875 42.5247480423482, -71.2957763671875 42.5287962932037))",25,017,00606935,25017,Middlesex County
46842,0302332122111002,175876,119546,11,59,19,"POLYGON ((-71.4111328125 42.2895007309046, -71.4056396484375 42.2895007309046, -71.4056396484375 42.2854370074915, -71.4111328125 42.2854370074915, -71.4111328125 42.2895007309046))",25,017,00606935,25017,Middlesex County
48075,0302332121231301,143677,38867,10,62,13,"POLYGON ((-71.2078857421875 42.3423052785728, -71.202392578125 42.3423052785728, -71.202392578125 42.3382449633508, -71.2078857421875 42.3382449633508, -71.2078857421875 42.3423052785728))",25,017,00606935,25017,Middlesex County
48097,0302332121211212,222389,20711,11,64,7,"POLYGON ((-71.224365234375 42.403178541828, -71.2188720703125 42.403178541828, -71.2188720703125 42.39912215986, -71.224365234375 42.39912215986, -71.224365234375 42.403178541828))",25,017,00606935,25017,Middlesex County
49201,0302332120312210,155709,36534,11,18,5,"POLYGON ((-71.444091796875 42.3747783611142, -71.4385986328125 42.3747783611142, -71.4385986328125 42.370720143532, -71.444091796875 42.370720143532, -71.444091796875 42.3747783611142))",25,017,00606935,25017,Middlesex County
51070,0302332121311020,209086,18036,12,56,24,"POLYGON ((-71.0595703125 42.4153461142536, -71.0540771484375 42.4153461142536, -71.0540771484375 42.4112905190282, -71.0595703125 42.4112905190282, -71.0595703125 42.4153461142536))",25,017,00606935,25017,Middlesex County
52219,0302332121300301,49113,46232,10,101,7,"POLYGON ((-71.1639404296875 42.4072346615519, -71.158447265625 42.4072346615519, -71.158447265625 42.403178541828, -71.1639404296875 42.403178541828, -71.1639404296875 42.4072346615519))",25,017,00606935,25017,Middlesex County
53284,0302332121312200,141414,16445,15,105,46,"POLYGON ((-71.103515625 42.3747783611142, -71.0980224609375 42.3747783611142, -71.0980224609375 42.370720143532, -71.103515625 42.370720143532, -71.103515625 42.3747783611142))",25,017,00606935,25017,Middlesex County
53294,0302332121301000,131563,90239,9,18,10,"POLYGON ((-71.1474609375 42.4234565179383, -71.1419677734375 42.4234565179383, -71.1419677734375 42.4194014472248, -71.1474609375 42.4194014472248, -71.1474609375 42.4234565179383))",25,017,00606935,25017,Middlesex County
53817,0302332121200212,102250,52982,7,9,3,"POLYGON ((-71.356201171875 42.403178541828, -71.3507080078125 42.403178541828, -71.3507080078125 42.39912215986, -71.356201171875 42.39912215986, -71.356201171875 42.403178541828))",25,017,00606935,25017,Middlesex County
54232,0302332121320202,108441,65664,12,328,18,"POLYGON ((-71.19140625 42.3382449633508, -71.1859130859375 42.3382449633508, -71.1859130859375 42.3341843859394, -71.19140625 42.3341843859394, -71.19140625 42.3382449633508))",25,017,00606935,25017,Middlesex County
54420,0302332120123311,234997,20251,11,8,4,"POLYGON ((-71.4605712890625 42.4396741781494, -71.455078125 42.4396741781494, -71.455078125 42.4356201564998, -71.4605712890625 42.4356201564998, -71.4605712890625 42.4396741781494))",25,017,00606935,25017,Middlesex County
54596,0302332121220311,114152,112995,10,4,2,"POLYGON ((-71.3287353515625 42.3423052785728, -71.3232421875 42.3423052785728, -71.3232421875 42.3382449633508, -71.3287353515625 42.3382449633508, -71.3287353515625 42.3423052785728))",25,017,00606935,25017,Middlesex County
54902,0302332103230230,77408,34348,15,5,1,"POLYGON ((-71.268310546875 42.5935326256499, -71.2628173828125 42.5935326256499, -71.2628173828125 42.5894885727142, -71.268310546875 42.5894885727142, -71.268310546875 42.5935326256499))",25,017,00606935,25017,Middlesex County
55200,0302332121113030,156696,165850,6,23,7,"POLYGON ((-71.048583984375 42.5126017157367, -71.0430908203125 42.5126017157367, -71.0430908203125 42.5085524155286, -71.048583984375 42.5085524155286, -71.048583984375 42.5126017157367))",25,017,00606935,25017,Middlesex County
55799,0302332121212212,173954,68605,9,77,10,"POLYGON ((-71.268310546875 42.370720143532, -71.2628173828125 42.370720143532, -71.2628173828125 42.3666616637327, -71.268310546875 42.3666616637327, -71.268310546875 42.370720143532))",25,017,00606935,25017,Middlesex County
55986,0302332121211020,251922,25355,10,114,13,"POLYGON ((-71.2353515625 42.4153461142536, -71.2298583984375 42.4153461142536, -71.2298583984375 42.4112905190282, -71.2353515625 42.4112905190282, -71.2353515625 42.4153461142536))",25,017,00606935,25017,Middlesex County
57165,0302332122013013,389068,17827,14,9,1,"POLYGON ((-71.5704345703125 42.2569836037675, -71.56494140625 42.2569836037675, -71.56494140625 42.252917783302, -71.5704345703125 42.252917783302, -71.5704345703125 42.2569836037675))",25,017,00606935,25017,Middlesex County
58330,0302332121301022,203165,62770,9,232,24,"POLYGON ((-71.1474609375 42.4112905190282, -71.1419677734375 42.4112905190282, -71.1419677734375 42.4072346615519, -71.1474609375 42.4072346615519, -71.1474609375 42.4112905190282))",25,017,00606935,25017,Middlesex County
58430,0302332122101110,180806,96033,8,51,24,"POLYGON ((-71.466064453125 42.2935641921701, -71.4605712890625 42.2935641921701, -71.4605712890625 42.2895007309046, -71.466064453125 42.2895007309046, -71.466064453125 42.2935641921701))",25,017,00606935,25017,Middlesex County
59232,0302332121310312,56502,18840,20,13,7,"POLYGON ((-71.070556640625 42.403178541828, -71.0650634765625 42.403178541828, -71.0650634765625 42.39912215986, -71.070556640625 42.39912215986, -71.070556640625 42.403178541828))",25,017,00606935,25017,Middlesex County
59496,0302332121132301,135053,60488,10,41,17,"POLYGON ((-71.0760498046875 42.4396741781494, -71.070556640625 42.4396741781494, -71.070556640625 42.4356201564998, -71.0760498046875 42.4356201564998, -71.0760498046875 42.4396741781494))",25,017,00606935,25017,Middlesex County
62091,0302332121301111,76133,22941,11,31,7,"POLYGON ((-71.1090087890625 42.4234565179383, -71.103515625 42.4234565179383, -71.103515625 42.4194014472248, -71.1090087890625 42.4194014472248, -71.1090087890625 42.4234565179383))",25,017,00606935,25017,Middlesex County
62822,0302332121301332,173357,14080,12,184,50,"POLYGON ((-71.114501953125 42.3950655156512, -71.1090087890625 42.3950655156512, -71.1090087890625 42.391008609205, -71.114501953125 42.391008609205, -71.114501953125 42.3950655156512))",25,017,00606935,25017,Middlesex County
64480,0302332121302200,152771,14137,15,90,28,"POLYGON ((-71.19140625 42.3747783611142, -71.1859130859375 42.3747783611142, -71.1859130859375 42.370720143532, -71.19140625 42.370720143532, -71.19140625 42.3747783611142))",25,017,00606935,25017,Middlesex County
67026,0302332120132301,248254,16746,11,25,12,"POLYGON ((-71.4276123046875 42.4396741781494, -71.422119140625 42.4396741781494, -71.422119140625 42.4356201564998, -71.4276123046875 42.4356201564998, -71.4276123046875 42.4396741781494))",25,017,00606935,25017,Middlesex County
67453,0302332121322221,140840,43266,12,37,10,"POLYGON ((-71.1859130859375 42.3016903282445, -71.180419921875 42.3016903282445, -71.180419921875 42.2976273912846, -71.1859130859375 42.2976273912846, -71.1859130859375 42.3016903282445))",25,017,00606935,25017,Middlesex County
69614,0302332103200123,177759,31823,12,5,3,"POLYGON ((-71.3397216796875 42.6703197725191, -71.334228515625 42.6703197725191, -71.334228515625 42.6662807056493, -71.3397216796875 42.6662807056493, -71.3397216796875 42.6703197725191))",25,017,00606935,25017,Middlesex County
71018,0302332102133231,48138,30605,14,3,2,"POLYGON ((-71.3946533203125 42.6905111699824, -71.38916015625 42.6905111699824, -71.38916015625 42.6864734154178, -71.3946533203125 42.6864734154178, -71.3946533203125 42.6905111699824))",25,017,00606935,25017,Middlesex County
72316,0302332120120201,75832,80525,12,8,1,"POLYGON ((-71.5374755859375 42.4720969091929, -71.531982421875 42.4720969091929, -71.531982421875 42.4680449858305, -71.5374755859375 42.4680449858305, -71.5374755859375 42.4720969091929))",25,017,00606935,25017,Middlesex County
72331,0302332121132321,141698,37435,13,115,53,"POLYGON ((-71.0760498046875 42.4315658725792, -71.070556640625 42.4315658725792, -71.070556640625 42.4275113263909, -71.0760498046875 42.4275113263909, -71.0760498046875 42.4315658725792))",25,017,00606935,25017,Middlesex County
