ProviderNumber,ProviderName
39893,"METRONET-AS SC Metronet Telecom S.R.L"
39894,"AUFEMININ AUFEMININ COM"
39897,"FERRERO-POLSKA-AS Ferrero Polska Sp.z o.o."
39898,"RUSLANTK RusLan Telecom"
39899,"ECUREUIL-GESTION-AS Natixis SA"
39900,"NETBYTETELECOM-AS Netbyte Telecom AS's number"
39903,"RMGC-SA ROSIA MONTANA GOLD CORPORATION SA"
39904,"MERIT-AS MERIT GROUP a.s."
39905,"EMAILVISION Emailvision"
39906,"COPROSYS CoProSys a.s."
39907,"RUNSC 'RUN' S.C. Andrzej Janiak, Bohdan Janiak"
39908,"DPTS-KVANT-AS Daughter Company Television Systems 'KVANT' of CJSC 'Atomservice'"
39909,"PULMAN-EDU-AS PULMAN Autonomous System - EDU"
39911,"WEBHOSTONE-AS WebhostOne GmbH"
39912,"I3B-AS i3B - Internetbreitband GmbH"
39913,"COTEWA-AS Manuel Wannemacher"
39914,"NFZ Narodowy Fundusz Zdrowia"
39915,"PREM-AS Premiere Global Services"
39916,"HERMES-AS HERMES XXI PE"
39917,"PKR_AS PKR Technologies Ltd"
39918,"AZALGROUP Azal Group Holding SAL"
39919,"SAVODATEL-AS Voice & Data Telecommunications Co. Ltd"
39920,"RUTDN-AS CJSC 'Digital Transport Networks'"
39921,"UK-RACKSPACE Rackspace Ltd."
39922,"TLCM-AS Atom Telecom Ltd"
39923,"AS-UNIXSOLUTIONS Unix-Solutions BVBA"
39924,"KTM Teleradio Company Cable Television Network Ltd"
39925,"OPTINIUM-AS Optinium Ltd"
39926,"RADIOFLASH Societa Cooperativa Biancaneve S.C."
39927,"ELIGHT-AS E-Light-Telecom"
39928,"ASN-1PLUS1 Broadcasting TV Company 'Studio 1+1'"
39929,"TAXTAM TT HELLENIC POSTBANK S.A."
39930,"EPS-DG-AS EPS Distribution Grup SRL"
39931,"ASIPTEL SARL Franche-Comte Net"
39932,"ERGON Ergon Informatik AG"
39933,"MOORE-EURO-CAP-AS MECM Ltd"
39935,"NSMRT-AS Netsmart (Cyprus) Ltd"
39936,"PERFECTMARKET-ASN - Perfect Market, Inc."
39937,"MMUSA-AS - MediMedia USA, Inc."
39938,"RCW - River Canyon Wireless"
39939,"SKYBEAM-39939 - JAB Wireless, INC."
39940,"POLICE-AND-FIRE - Police and Fire Federal Credit Union"
39941,"PACIFIC-WAVE - Pacific Wave"
39942,"LIU-AS - Lincoln Intermediate Unit 12"
39943,"ST-FRANCIS-COLLEGE - St. Francis College"
39944,"TNA - Telecom North America Inc."
39945,"NUSPIRE - Nuspire Communications"
39946,"CHICKFILA - Chick-Fil-A, Inc"
39947,"TMGHEALTH - TMG Health, Inc"
39948,"INIT-PHX - Phoenix Internet"
39949,"FMI-DR - FM Services Company"
39950,"GTR-AS - Gator Business Solutions Inc."
39951,"FACIL12 - FacilicorpNB Ltd./Ltee"
39952,"SPECTRA-AS - Spectra Logic Corporation"
39953,"HRBL-LAX-INTERNET-BGP - HERBALIFE INTERNATIONAL OF AMERICA, INC."
39954,"GATEWAYTC - Gateway Technical College"
39955,"FMI-PORTAL - Foundation Medicine, Incorporated"
39956,"CCPASN - Community Care Physicians, P.C."
39957,"PWPARTNERS-AS PERELLA WEINBERG PARTNERS LP"
39958,"RAYMOND-BUILDING-SUPPLY-FORTMYERS-1 - Raymond Building Supply, Inc"
39959,"AS-ITERACT-1 - iTeract inc."
39960,"BARNES-AND-NOBLE - Barnes & Noble Inc."
39961,"CCSF - San Francisco Department of Telecommunications and Information Services"
39962,"PRETECS - Pretecs New Media Inc."
39963,"IP-SOLUTIONS - IP SOLUTIONS, INC."
39964,"MTI-AS1 - Mainland Telecom Inc."
39965,"RADIANT-GLOBAL - Radiant Global Logistics Inc."
39966,"GBPHBUMC - General Board of Pensions and Health Benefits"
39967,"WESLEY-CAPITAL-MANAGEMENT - Wesley Capital Management, LLC"
39969,"INTERNETDYNAMO - InternetDynamo Inc."
39970,"ASN-CELLU-4 - Pioneer Cellular"
39971,"BELL-IT-SERVICES - Bell IT Services, Inc."
39973,"INTERNATIONAL-FLAVORS-AND-FRAGRANCES - International Flavors & Fragrances"
39974,"SKYNAP-NET - SkyNAP, Inc."
39975,"UDI-AS - Universal Data, Inc."
39976,"XETEX - Xetex Business Systems, Inc."
39977,"TRANSUNION-ADS-LNX1 - TRANSUNION"
39978,"REED-SMITH-ASN - REED SMITH LLP"
39980,"SMG-KC-INC - SERVICE MANAGEMENT GROUP, INC."
39981,"STONE-POINT-CAPITAL-PUBLIC - Stone Point Capital LLC"
39982,"UNICA-ONDEMAND - Unica Corporation"
39983,"PBGC-HQ-AS - Pension Benefit Guaranty Corp."
39984,"STARZENTERTAINMENT - Starz Entertainment Group LLC"
39985,"RACKENGINES - Market Engines"
39986,"GEORGE-FOX-UNIVERSITY - George Fox University"
39987,"KISD-ORG - Kent Intermediate School District"
39988,"INTELLIGENT-TECHNOLOGY-SOLUTIONS - Intelligent Technology Solutions, Inc"
39989,"WEBSTER-BANK - Webster Bank"
39990,"BCG - Boulder County Government"
39991,"MNW-ASN - Mohler, Nixon & Williams Accountancy Corp"
39992,"FDC-CTS-HOLDINGS - First Data Corporation"
39993,"HUDSONHEALTH-TTN - Hudson Health Plan"
39994,"NBSVOICE32AOA01 - Network Billing Systems, LLC"
39995,"BRIGHTROLL - BrightRoll, Inc."
39996,"PANAVCA-ASN - Panasonic Avionics Corporation"
39997,"GLIC - Guardian Life Insurance Company Of America"
39998,"INFINITY-HOSTING-SOL - Infinity Hosting Solutions LLC"
39999,"POLK-COUNTY-PUBLIC-SCHOOLS - Polk County Public Schools"
40000,"NOBLIS-AUTONOMOUS-SYSTEM - Noblis, Inc."
40001,"VASTCOM-NET-01 - VASTCOM NETWORK INC"
40002,"DAIICHISANKYO - Sankyo Pharma Inc."
40003,"PSI-CU-SOFTWARE - Performance Systems International, Incorporated"
40004,"MOMENTAPHARMA - Momenta Pharmaceuticals, Inc."
40005,"CRAMER-IT - CRAMER IT CONSULTING, INC."
40006,"DIRECTMAIL - DM GROUP, L.C."
40007,"STFX-UNIVERSITY - St. Francis Xavier University"
40008,"FORMICA-EVENDALE - FORMICA CORPORATION"
40009,"BITGRAVITY - BitGravity, Inc."
40010,"CPS-SALEM-NH - Chase Paymentech Solutions, LLC"
40011,"65-79-192-0-SYNIVERSE-CRX - Panhandle Telecommunications Systems, INC."
40012,"CPS-DALLAS-TX - Chase Paymentech Solutions, LLC"
40013,"CARDINAL-LOGISTICS-MANAGEMENT-CORPORATION - Cardinal Logistics Management Corporation"
40014,"PUBLISHING-DATA-MANAGEMENT-INC - Publishing Data Management, Inc."
40015,"MOVECLICKLLC - Yellow Fiber Networks"
40016,"MESIROW - MESIROW FINANCIAL HOLDINGS, INC."
40017,"PPD-RESEARCH-TRIANGLE-PARK-NC - PPDI"
40018,"CCCI - Caribou Coffee Company, Inc"
40019,"AMERICAN-SECURITIES - ICV Capital LLC"
40020,"FARMERS-TELECOMMUNICATIONS-COOPERATIVE-INC - Farmers Telecommunications Cooperative, Inc."
40021,"NORCAL-MUTUAL-INSURANCE-CO - NORCAL Mutual Insurance Company"
40022,"OMCY-OHIO - Omnicity, Inc."
40023,"ARBONNEINTERNATIONAL - Arbonne International, Inc."
40024,"TCMCL-ASN - Tenor Capital Management Company, LP"
40025,"ESSEX-AJ-PROJECTS - ESSEX CORPORATION"
40026,"DCSG-NUM1 - DICK'S SPORTING GOODS INC"
40027,"NETFLIX-ASN - Netflix Streaming Services Inc."
40028,"SPD-NETWORK-1 - SPD NETWORK"
40029,"NOVUS-3 - Novus Entertainment Inc."
40030,"ADICIO - ADICIO Inc."
40031,"SATCOM-SYSTEMS-ASN - Satcom Systems Incorporated"
40032,"QL-ASN-EP2 - Qlogic Corporation"
40033,"QL-ASN-SIG - Qlogic Corporation"
40034,"CONFLUENCE-NETWORK-INC - Confluence Networks Inc"
40035,"HASTINGS-MUTUAL-INSURANCE-CO - Hastings Mutual Insurance Co"
40036,"CYGNETSOFTWARE - CygNet Software"
40037,"LSR-LLP - Labaton Sucharow LLP"
40038,"MORAINEVALLEY-NET - Moraine Valley Community College"
40039,"ALPHA-AND-OMEGA-SEMICONDUCTOR-INCORPORATED - ALPHA AND OMEGA SEMICONDUCTOR INCORPORATED"
40040,"LAITRAM-INTERNET - Laitram L.L.C."
40041,"AS-WIREDRIVE - WIREDRIVE"
40042,"SUFFOLK-COUNTY-GOVERNMENT - Suffolk County Government"
40043,"LIFESPAN - Lifespan Corp."
40044,"BRONSON-HEALTHCARE-GROUP-INC - Bronson Healthcare Group, Inc."
40045,"HOOPER-BW-SAVVIS - Hooper Holmes Inc."
40046,"TRIFICIENT-TECHNOLOGIES - TRIFICIENT BROADBAND TECHNOLOGIES, LLC"
40047,"IU1-KITS - Intermediate Unit 1"
40048,"WEBFONEPARTNERS - webfonepartners.net"
40049,"ESC-2 - Education Service Center, Region 2"
40050,"CANADIAN-FREIGHTWAYS - Canadian Freightways, A Division of TFI Transport 7 L.P."
40051,"DWS-HK - Disney Worldwide Services, Inc."
40052,"EQUINIX-EDMA-NYC-ASN - Equinix, Inc."
40053,"BIOWARECORPEDMONTON - Bioware Corp."
40054,"AVATARA-LLC - Avatara LLC"
40055,"THE-DOUGLAS-STEWART-COMPANY - THE DOUGLAS STEWART COMPANY"
40057,"GAAQUA - Georgia Aquarium, INC."
40058,"GYROCAST - Gyrocast Limited"
40059,"CBCCTS-HQNET - Community Blood Center"
40060,"OMNICITY - Omnicity, Inc."
40061,"UL-ASN-LAX1 - UnitedLayer, LLC"
40062,"ASCENDLEARNING - Ascend Learning, LLC"
40063,"CITATIONSHARES - CitationShares Management, L.L.C."
40064,"JUMPTVINC-ASN-1 - JumpTV, Inc."
40065,"CNSERVERSLLC CNSERVERS LLC"
40066,"FAST-SEARCH-AND-TRANSFER-INC - Microsoft Corporation"
40067,"NEWEGG - Newegg Inc."
40068,"NEOVERA-AS40068 - Neovera, Inc."
40069,"AS-RSPIN - Rsp Infrastructure LLC"
40070,"SBCISD-AS - San Benito Consolidated Independent School District"
40071,"IDIRECT - iDirect"
40072,"NASHFINCH2 - Nash-Finch Company"
40073,"NBA-ASN-USA - NBA Properties, Inc."
40074,"BK-NET-PUB - Burger King Corporation"
40075,"RADIOLOGYLTD-ASN - Radiology LTD"
40076,"DOVETEL - DOVETEL COMMUNICATIONS, LLC."
40077,"LFCU - Langley Federal Credit Union"
40078,"FAIRMONTSTATE - Fairmont State University"
40079,"NFP-INSURANCE-SERVICES-TEXAS - NATIONAL FINANCIAL PARTNERS CORP."
40080,"SOUTH-BEND-MEDICAL-FOUNDATION - South Bend Medical Foundation Inc."
40081,"SOFT-FX-AS - FiTTechnologies LLC"
40082,"APOG-COC - Apogee Telecom Inc."
40083,"LIBERTY-INTERNATIONAL-UNDERWRITERS-PDC - Liberty International Underwriters"
40084,"GLW-BROADBAND - GLW Broadband Inc."
40085,"KODIAKCOMPUTERSERVICES - Kodiak Computer Services, Inc."
40086,"SC-LAW-ENFORCEMENT-DIVISION - South Carolina Law Enforcement Division"
40087,"EMG-ASN-01 - Erie Managment Group, LLC"
40088,"DDB-CHICAGO - DDB CHICAGO"
40089,"BULLHORN-INC-BOSTON - Bullhorn Inc."
40090,"RGC-WIRELESS - RGC Wireless"
40091,"WVVANET - WVVA.net Inc."
40092,"LOOSEFOOT - Loose Foot Computing Limited"
40093,"CTHOUGHT - Creative Thought, Inc."
40094,"CARDIAC-SCIENCE-CORPORATION - Cardiac Science Corporation"
40095,"SRFC177 - STERLING RESOURCE FUNDING CORP."
40096,"HPS-51-ASN - High Point Solutions, Inc."
40097,"PRINTINGFORLESS - Printingforless.com, Inc."
40098,"CASNET - Community Antenna Service, Inc."
40100,"ALURIUM - Alurium Hosting"
40102,"MONTGOMERY-COLLEGE-AS1 - Montgomery College."
40103,"MAJESTIC-STEEL-USA - Majestic Steel USA, Inc."
40104,"DATA-PROCESSING-TOR - Data Processing Inc"
40105,"USINC - Universal Systems, Inc"
40106,"RTA-AS - Regional Transportation Authority"
40108,"LOGNET - LOGNET"
40109,"BEIRNE-MAYNARD-PARSONS-LLP-HOUSTON - Beirne, Maynard & Parsons, L.L.P."
40111,"PARKERFIBERNET-AS-ROUTE - Parker FiberNet, LLC"
40112,"AS-TDCNET - TDCNet"
40113,"SLHS-AS - Magic Valley Regional Medical Center Inc."
40114,"AS-IMPROCOM - IMPROCOM INC"
40115,"FFH-42010 - First Financial Holdings, Inc."
40116,"AS-NYSDI - New York State, Department of Insurance"
40117,"VBHS - Valley Baptist Health System"
40118,"THIRD-POINT-LLC - Third Point LLC"
40119,"NAIT - Northern Alberta Institute of Technology"
40120,"TAC-AMERICAS-AS-01 - TAC Americas, Inc."
40121,"MAXWIRE-001 - MAXWIRE, INC."
40122,"MORTGAGE-INFORMATION-SERVICES-INC - Mortgage Information Services INC"
40123,"SDSNY-2 - SDS Financial Technologies, Inc."
40124,"THOMSON-NELSON - Nelson a division of Thomson Canada Ltd."
40125,"CYBERNET-ENTERTAINMENT - Cybernet Entertainment, LLC"
40126,"AS-MOLSONCOORS - Molson Coors Brewing Company"
40127,"LMANET - Longwood Medical and Academic Area (LMA)"
40128,"MUSFIBERNET - Morristown Utility Systems"
40129,"FREEDOMHEALTH - Sentry Data Systems, Inc."
40130,"KITTELSON-DIGIWEST-PORTLAND - KITTELSON AND ASSOCIATES, INC."
40131,"KITTELSON-DIGIWEST-TUCSON - KITTELSON AND ASSOCIATES, INC."
40132,"KITTELSON-DIGIWEST-BOISE - KITTELSON AND ASSOCIATES, INC."
40133,"KITTELSON-DIGIWEST-BALTIMORE - KITTELSON AND ASSOCIATES, INC."
40134,"KITTELSON-DIGIWEST-ORLANDO - KITTELSON AND ASSOCIATES, INC."
40135,"KITTELSON-DIGIWEST-FORTLAUDERDALE - KITTELSON AND ASSOCIATES, INC."
40136,"EZEBLUEMNTUK Blue Mountain UK"
40137,"AWM-INVESTMENT - AWM Investment Company, Inc."
40139,"JACKSON-TECHNICAL - JACKSON TECHNICAL LLC"
40140,"COGNEX-DU - Cognex Corporation"
40141,"COGNEX-DU - Cognex Corporation"
40142,"BGP1-AMP-TECHNOLOGY - Amp Technology, LLC"
40143,"UTECH-JAMAICA - University of Technology, Jamaica"
40144,"INTERCONTINENTAL-EXCHANGE - IntercontinentalExchange Inc."
40145,"BLD-INT - Builders Insurance Group, Inc."
40146,"VIRTELA-CUST-VILCHI1-NATIONALMARINE Virtela Communications"
40147,"1-SUMMER - Pivot Solutions, Inc."
40149,"UBNET1-AS - University of Bridgeport"
40150,"K12-VA-ASN - K12 Inc."
40151,"ELITE - Old Dominion University"
40152,"SABRETECH - Sabre Technologies, Inc."
40153,"DAM-LLC - DELTEC ASSET MANAGEMENT LLC"
40154,"VRC-AS - Virtual Radiologic Corporation"
40155,"APLLI - APL Limited"
40156,"THEOPT-HOU - The Optimal Link Corporation"
40157,"ADESA-CORP-AS - ADESA Corp"
40158,"NCSD-01 - Department of Homeland Security"
40159,"PRINCETON-REGIONAL-SCHOOLS - Princeton Regional Schools"
40160,"NEUTRAL-TANDEM - NEUTRAL TANDEM INC."
40161,"ATL-HOSTED - Noble Systems Corporation"
40163,"LSNJ-NETWORK - Legal Services of New Jersey"
40164,"CRI-AS1 - Cooperative Resources International, Inc."
40165,"TERAMESH - TeraMESH Networks, LLC."
40166,"DAEMEN-COLLEGE - Daemen College"
40167,"SCHIFFRINBARROWAY - Schiffrin & Barroway, LLP"
40170,"MTR0-01 - Intermetro Communications, Inc."
40171,"SUNPOWERCORP - SunPower Corporation"
40172,"TSA100FW - FAIRWAY GROUP CENTRAL SERVICES"
40173,"IRBS-ASN - IRBS Engineering, Inc."
40174,"COOLACCESS - Cool Access, LLC"
40175,"HEALTHSOUTH - HealthSouth Corporation"
40176,"DATA-SUBSYSTEMS-INC-AS - Data Subsystems Inc"
40177,"TC-ASN - Transcare Corporation"
40178,"VOCOLLECT - Vocollect, Inc."
40179,"HC06 - Hunterdon Central Regional High School"
40180,"VRC-NET - van Ryck Communications LLC"
40181,"ELITESYSTEMS - Elite Systems, LLC"
40182,"EAGECAPITALPARTNERSLP - Eagle Capital Partners, LP"
40184,"LIONMTS-WT1 - LionMTS"
40185,"JUNCT - Junction Networks"
40186,"EMB-FLL - Embraer Aircraft Holding, Inc."
40187,"DMVENTURES - DM VENTURES INC"
40188,"TJN - THEJNET"
40189,"LLO-CALTECH - LIGO Livingston Observatory"
40190,"DE-CO-MPLS-CORE - Windstream Communications Inc"
40191,"AS-PRE2POST-1 - ZEROFAIL"
40192,"GABRIEL-CAPITAL - GABRIEL CAPITAL L.P."
40193,"AS-TRIT - Trit Networks, LLC"
40194,"INHOUSE-ASSOCIATES-LC - Inhouse Associates, L.C."
40195,"LIQUIDNET-02 - LIQUIDNET HOLDINGS INC."
40196,"WILLISNORTHAMERICA - Willis North America Inc"
40197,"NBS-72 - Network Business Systems, Inc."
40198,"MATINETWORKS - MATI"
40199,"COR-NYC - CORSAIR INVESTMENTS LLC"
40200,"ASN-MUNSON-CHARTER-ATT - Munson Healthcare"
40201,"ASN-CSYSTEMS-2 - MSTAR.net LLC"
40202,"EAFP-ASN - EAFP Dealers Association, LLC"
40203,"GROWMARK - GROWMARK, Inc."
40204,"JSU-EDU-NET - Jacksonville State University"
40205,"UNION-MUTUAL-OF-VERMONT-COMPANIES - Union Mutual of Vermont Companies"
40206,"RCGIM - Reseau Collectif de communications electroniques et d'outils des gestion Gaspesie - Iles-de-la-Madeleine"
40208,"GLHOMES - G.L. Homes of Florida Corporation"
40209,"OMERSNY - Omers Private Equity Usa Inc"
40210,"GKNETASN - GALLAGHER & KENNEDY P.A."
40211,"STEINERSTUDIOS - Steiner Studios"
40212,"ECL-ASN - Eminence Capital, LLC."
40213,"NBVP - NORTH BRIDGE VENTURE MANAGEMENT COMPANY, LLC"
40214,"BORDER-FEDERAL-CREDIT-UNION---BEDELL - Border Federal Credit Union"
40215,"CONTRANCORP-DAL - Contran Corporation"
40216,"DOAR-LITIGATION-CONSULTING - DOAR Communications Inc. D/B/A/Doar Litigation Consulting"
40217,"SPG-IX - The St. Paul Group"
40218,"TEKCETERA-BORDER - Tekcetera Inc"
40220,"MATP - Virginia Polytechnic Institute and State Univ."
40221,"FIDELUS - Fidelus Technologies, LLC"
40222,"CREDIT-ONE-AS - Credit One Bank"
40223,"LMSD-ORG - Lower Merion School District"
40224,"SELECTCOM-TELECOM-ASN - Selectcom Telecom"
40226,"AKUSA - Alaska USA Federal Credit Union"
40227,"IPNS-LAB - IP Networked Services Inc."
40228,"INNOVATIVETEK-ASN - Innovative Tek, LLC"
40229,"MAINEHEALTH-MAINE-MEDICAL-CENTER - MaineHealth Maine Medical Center"
40230,"COLUMBUS-TEL-KS - Columbus Telephone Company Incorporated"
40231,"ETHRN1 - Ethr.Net LLC"
40232,"AS-CRAZY8DOMAINS - Crazy8Domains.com Inc."
40233,"SLOM-INC - SLOMIN'S INC."
40234,"RAPIDPARTS - Rapidparts, Inc."
40235,"WEXFORD-CAPITAL-LLC - Wexford Capital LLC"
40236,"NMTCDBAMATCOTOOLS - Matco Tools"
40237,"UNITED-TELEPHONE - United Telephone Company"
40238,"JOSTENS - Jostens"
40239,"TIC-AS - Technology Innovation Center Inc."
40240,"IMMIX1-ASN - Immix Wireless"
40241,"ACTIONNET - Action Hosting Corporation Inc."
40242,"J2-DOC - J2 Global Inc."
40243,"LIVINGSTONINTL - Livingston International Inc."
40244,"TURNKEY-INTERNET - Turnkey Internet Inc."
40245,"WAKE-FOREST-UNIVERSITY - Wake Forest University"
40246,"NMSU - New Mexico State University"
40247,"GILBERT-HEINTZ-RANDOLPH - Gilbert LLP"
40248,"CSL0-AS - County of San Luis Obispo"
40249,"ICAPUSA001 - INSTITUTIONAL CAPITAL, LLC"
40250,"AS-MHS-BGP-AS01 - MEMORIAL HEALTH SYSTEM"
40251,"SAGESO-40251 - Sage Software, Inc."
40252,"CLEVELAND-MUNICIPAL-SCHOOL-DISTRICT - Cleveland Municipal School District"
40253,"CASCADEO-CORPORATION - Cascadeo Corporation"
40254,"4601 - SAN JUAN COLLEGE"
40255,"BRIGADE-CAPITAL-MANAGEMENT - Brigade Capital Management, LLC"
40256,"ACS-HCMS-ASN - Affiliated Computer Services, Inc."
40257,"OIC-HQ - Oregon Ice Cream, LLC"
40258,"CVFCU-MTATHOS - CENTRAL VIRGINIA FEDERAL CREDIT UNION"
40259,"AXIS-GLOBAL-AS - AXIS GLOBAL SYSTEMS LLC"
40260,"TERRA-NETWORKS-MIAMI - Terra Networks Operations Inc."
40261,"AS-MERCED1 - Merced Systems, Inc."
40262,"PANTONE-AS - Pantone Inc."
40263,"FC2-INC - FC2 INC"
40264,"BAY-HOSTING - Bay Hosting"
40265,"CB-MAIN-INTERNET - City Bank"
40266,"SQN-NET - SpeedyQuick Networks Inc"
40267,"PCTI - Passaic County Technical Institute"
40268,"SOLD-CORP - Housevalues, Inc."
40269,"KTPA1440 - Kaplan, Inc."
40270,"EPISD-ASN-1 - The El Paso Independent School District (EPISD)"
40271,"MEVIGO-092006 - Mevigo Inc."
40272,"ALLENINSTITUTE - Allen Institute for Brain Science"
40273,"FRONTPOINT-AS2 - FrontPoint Partners LLC"
40274,"PALISADES-CAPITAL - Palisades Capital Management, LLC."
40275,"SECURITYMETRICS - SecurityMetrics, Inc."
40276,"ASN-RISKMGMT-NJ - Risk Management Solutions, Inc."
40277,"CROUSE-HOSPITAL-AS - Crouse Hospital"
40278,"GRLAW-ASN - Gray, Harris & Robinson, P.A."
40279,"SWGA-NASHVILLE - Southwestern/Great American Inc."
40280,"CDSKIT-NET-216-94-43-0 - Christie Digital Systems Canada, Inc."
40281,"QWKNET - QWK.net Hosting, L.L.C."
40282,"PNE-ASN - PNE"
40284,"GSCBN - Glenwood Springs Community Broadband Network"
40285,"NORTHLAND-CABLE - NORTHLAND CABLE TELEVISION INC."
40286,"OECAL-ASN - One East Capital Advisors, LP"
40287,"REDJACK - RedJack, LLC"
40288,"CFCU-AS - CONGRESSIONAL FEDERAL CREDIT UNION"
40289,"PHX-CGIAM - CGI TECHNOLOGIES AND SOLUTIONS INC."
40290,"COMTECHNOLOGIES - Communications Technologies, Inc."
40291,"BCSU-AS - Broadband Collaborative Solutions (USA), Inc."
40292,"CINTAS - Cintas Corporation"
40293,"BENEDICTINE-UNIVERSITY - BENEDICTINE UNIVERSITY"
40294,"MARATHON-HEALTH - Marathon Health"
40295,"CORNERSTONESOFTWARE - Cornerstone Software, Inc."
40296,"RUBENSTEIN-ASSOCIATES-INC - Rubenstein Associates, Inc."
40297,"EGM-ICT - Air Medical Group Holdings"
40298,"GPDATACENTER - General Pacific, Inc."
40299,"TRIPP-LITE - Tripplite"
40300,"DRF-IXNET-HI - DR Fortress, LLC"
40301,"TMI-AS - Tradeshow Multimedia Inc."
40302,"CORAM-AS-01 - CORAM HEALTHCARE"
40303,"AKSIA - AKSIA RESEARCH & MANAGEMENT LLC"
40304,"DRYTEL - DMTS"
40305,"WB - Viasat Communications Inc."
40306,"WB - Viasat Communications Inc."
40307,"WB - Viasat Communications Inc."
40308,"WB - Viasat Communications Inc."
40309,"WB - Viasat Communications Inc."
40310,"WB - Viasat Communications Inc."
40311,"WB - Viasat Communications Inc."
40312,"WB - Viasat Communications Inc."
40313,"WB - Viasat Communications Inc."
40314,"WB - Viasat Communications Inc."
40315,"WB - Viasat Communications Inc."
40316,"WB - Viasat Communications Inc."
40317,"PEOPLESCOMMUNICATIONS - Peoples Communications Inc."
40318,"FAIRWAY-DUNCAN-DC - Fairway Outdoor Advertising, LLC"
40319,"THOMSON-QUANTITATIVE-ANALYTICS - Thomson Reuters U.S. LLC"
40320,"KROHNE-INC - KROHNE, INC."
40321,"ESB - Emigrant Bank"
40322,"KEEWATIN-CAREER-DEVELOPMENT-CORP - Keewatin Career Development Corporation"
40323,"VAFB - Virginia Farm Bureau Mutual Insurance Company"
40324,"TX11-CELLONEET - CELLULAR ONE OF EAST TEXAS"
40325,"CYPRIUM - Cyprium Investment Partners LLC"
40326,"ECKERD-COLLEGE - Eckerd College"
40327,"GMHC-AS - GAY MEN'S HEALTH CRISIS, INC."
40328,"ACEGROUP - Ace Communications Group"
40329,"REH-PROPERTY - REH Property"
40330,"LSNB - Lone Star National Bank"
40332,"MONTRE-AS - Montreal Exchange"
40333,"AMEXP-AS - American Express Publishing Corporation"
40334,"GPG-POR - Greenwood Publishing Group, Inc."
40335,"WBTSNY-AS - Watchtower Bible and Tract Society of New York, Inc."
40336,"UNISKY-MIA - Jacobi International Inc."
40337,"COVER-ALL - Cover-All Computer Services Corp."
40338,"B-F - Brown-Forman Corporation"
40339,"JUMP-TRADING-LLC - Jump Trading LLC"
40340,"PFCHANG - P. F. Chang's China Bistro, Inc."
40341,"Q9-AS-CAL2 - Q9 Networks Inc."
40342,"EARLYWARNINGSERVICES - Early Warning Services"
40343,"HMC-RIC - Health Management Corporation"
40344,"EECP-1 - Eltman, Eltman & Cooper, P.C."
40345,"IP-COM - IP-Com, Inc."
40346,"ACADIAN-AMBULANCE-SERVICE - Acadian Ambulance Service, Inc."
40347,"EAUCLAIRE-COUNTY - Eau Claire County"
40348,"NUVIO-CORPORATION - NVO Holdings, Inc."
40349,"ISAGENIX - Isagenix International LLC"
40351,"AS-PLDPC - Pennsylvania Legislative Data Processing Center"
40352,"BFM - BF&M Limited"
40353,"LUNEXGROUP - Lunex Group Inc"
40354,"LOCKTONKC-INTERNET - Lockton Companies"
40355,"SUNDANCE-NET - Sundance International LLC"
40356,"ERCNORWALK - ERC DATAPLUS"
40357,"ETMC - East Texas Medical Center"
40358,"TFCU-BLK-1 - Tinker Credit Union, Inc."
40359,"SOUTHEASTERNMILLS-ROME - Southeastern Mills, Inc."
40360,"PANERA - PANERA BREAD COMPANY"
40361,"PROFILESYSTEMSLLC - Profile Systems, LLC"
40362,"CHAPIN-AS - Chapin School"
40363,"AAS-OMAHA-NE - Asset Appraisal Services, Inc."
40364,"SATCOM-DIRECT-INC - Satcom Direct Inc."
40365,"NCG1-PUBLIC - Network Control Group, Inc."
40366,"CDNETWORKSUS-01 - CDNetworks Inc."
40368,"CORESECURE - Coresecure, Inc."
40369,"ETSCORP-VA001 - ETS Corporation"
40370,"BCDTRAVELINET1 - BCD Travel"
40371,"AS40371 - PROS, Inc."
40372,"KAPLAN-LACROSSE - Schweser"
40373,"UMC-NET - University Medical Center, Inc"
40374,"HIDHO - High Density Hosting, Inc."
40375,"MELLON-EXTRANET-A - Mellon Bank"
40376,"MELLON-EXTRANET-B - Mellon Bank"
40377,"DUNCOM - DUNKLIN COMMUNICATIONS LLC"
40378,"BUCYRUSINT - BUCYRUS INTERNATIONAL, INC"
40379,"PIO-1846 - Carroll College"
40380,"SIERRATRADINGPOST - SIERRA TRADING POST, Inc."
40381,"KLWINES - BBCK ENTERPRISES"
40382,"HENNEPIN-COUNTY - Hennepin County"
40383,"COMPTON-COMMUNICATIONS - Compton Communications"
40384,"ZSCALER-DALLAS - ZSCALER, INC."
40385,"SAINT-MARYS-CA-AS - Saint Mary's College of California"
40386,"GLOBAL-SYSTEMS-CONSULTING - Global Systems Consulting"
40387,"UI-ICCN - University of Illinois"
40388,"CODALE - CODALE ELECTRIC SUPPLY INC"
40389,"BLUERIVER-ASN-0 - Blueriver Networking Services, Inc."
40390,"WYNDHAMWW-PHX-2 - Wyndham Worldwide Corporation"
40391,"CHSINC - CHS COOPERATIVES FOUNDATION"
40392,"CROESUS-FINANSOFT - Croesus Finansoft Inc."
40393,"CROSSLINKNETWORKS - InSite Connect, LLC"
40394,"CONVERGYS40394 - Convergys Corp."
