Datetime,user.screen_name,id_str,text,Sentiment,Known_Pumper,Price_Region,Inflection_Point
2021-03-23 12:32:28+00:00,AccesswireNews,1.37434E+18,$WNRS Winners Subsidiary VegasWINNERS Partners With Shellshock For Strategic Marketing And Branding For Sports Enth… https://t.co/GZCOcgXT9F,0,0,0,
2021-03-23 12:48:25+00:00,edgainn,1.37434E+18,$WNRS gearing up for something with the branding and public relations hires @LadeBackk https://t.co/B1VdDNxMxz,1,0,0,
2021-03-23 12:53:30+00:00,vegaswinnersinc,1.37434E+18,$WNRS Subsidiary VegasWINNERS Partners With Shellshock For Strategic Marketing And Branding For Sports Enthusiasts… https://t.co/1i5L39u8Xt,0,0,0,
2021-03-23 12:53:58+00:00,Ezehtim,1.37434E+18,$CLIS we should test .6 high by usa launch or sooner if $WNRS is acquired,1,0,0,
2021-03-23 12:54:26+00:00,traderjmax,1.37434E+18,RT @vegaswinnersinc: $WNRS Subsidiary VegasWINNERS Partners With Shellshock For Strategic Marketing And Branding For Sports Enthusiasts Bra…,0,0,0,
2021-03-23 12:58:43+00:00,sh0wbo,1.37434E+18,"$wnrs

Soon. https://t.co/CCKw39Mym6",1,0,0,
2021-03-23 13:00:47+00:00,edgainn,1.37435E+18,RT @vegaswinnersinc: $WNRS Subsidiary VegasWINNERS Partners With Shellshock For Strategic Marketing And Branding For Sports Enthusiasts Bra…,0,0,0,
2021-03-23 13:01:38+00:00,budfoxfun,1.37435E+18,"MOMO'S BREAKOUT BOARD: $WNRS news
https://t.co/fIbvRy8Gor https://t.co/dKE1Ubn5VS",0,0,0,
2021-03-23 13:03:21+00:00,Nex_Trades,1.37435E+18,$WNRS https://t.co/i14tn4QZ8P,0,0,0,
2021-03-23 13:08:41+00:00,LadeBackk,1.37435E+18,$WNRS going to be big one day https://t.co/8S9tdYniml,1,0,0,
2021-03-23 13:16:09+00:00,CosmicChirp,1.37435E+18,RT @vegaswinnersinc: $WNRS Subsidiary VegasWINNERS Partners With Shellshock For Strategic Marketing And Branding For Sports Enthusiasts Bra…,0,0,0,
2021-03-23 13:32:18+00:00,BullFlexDaily,1.37435E+18,$WNRS took a few for swing https://t.co/v1jcDTinB9,1,0,0,
2021-03-23 13:34:06+00:00,OTCMachina,1.37435E+18,"$WNRS connection to #NFT 🧐

https://t.co/9IwaRlpcw9",1,0,0,
2021-03-23 15:42:25+00:00,CaseyRy84097984,1.37439E+18,@LadeBackk Been in this for 2 months already. LFFFGGGGGG BABY $WNRS $MMMW,1,0,0,
2021-03-23 18:46:12+00:00,resx18,1.37443E+18,"LAS VEGAS, NV / ACCESSWIRE / March 23, 2021 / Winners, Inc. (OTC PINK:WNRS) subsidiary VegasWINNERS Inc., which… https://t.co/tBeaw0EECj",0,0,0,
2021-03-23 18:46:18+00:00,greenprintmomo,1.37443E+18,"$VMHG JUST STARTING HERE $15 COMING 🛥 PARTNERSHIP WITH $MPX SUBSIDIARY 😱 

$5.00 MINIMUM HERE ⚡️🌚⚡️

$TSLA $GRNF… https://t.co/oI1tWo0bDo",1,0,0,
2021-03-23 18:46:29+00:00,resx18,1.37443E+18,"Winners Inc. $WNRS news LAS VEGAS, NV / ACCESSWIRE / March 23, https://t.co/USivIqViKY",0,0,0,
2021-03-23 18:47:11+00:00,Sean95836107,1.37443E+18,"RT @greenprintmomo: $VMHG JUST STARTING HERE $15 COMING 🛥 PARTNERSHIP WITH $MPX SUBSIDIARY 😱 

$5.00 MINIMUM HERE ⚡️🌚⚡️

$TSLA $GRNF $ALPP…",1,0,0,
2021-03-23 18:48:31+00:00,JemalSammy,1.37443E+18,"RT @greenprintmomo: $VMHG JUST STARTING HERE $15 COMING 🛥 PARTNERSHIP WITH $MPX SUBSIDIARY 😱 

$5.00 MINIMUM HERE ⚡️🌚⚡️

$TSLA $GRNF $ALPP…",1,0,0,
2021-03-23 18:50:48+00:00,south40ranch,1.37443E+18,"RT @greenprintmomo: $VMHG JUST STARTING HERE $15 COMING 🛥 PARTNERSHIP WITH $MPX SUBSIDIARY 😱 

$5.00 MINIMUM HERE ⚡️🌚⚡️

$TSLA $GRNF $ALPP…",1,0,0,
2021-03-23 18:53:45+00:00,icewood_blade,1.37443E+18,"RT @greenprintmomo: $VMHG JUST STARTING HERE $15 COMING 🛥 PARTNERSHIP WITH $MPX SUBSIDIARY 😱 

$5.00 MINIMUM HERE ⚡️🌚⚡️

$TSLA $GRNF $ALPP…",1,0,0,
2021-03-23 18:54:57+00:00,prestongranger,1.37443E+18,"RT @greenprintmomo: $VMHG JUST STARTING HERE $15 COMING 🛥 PARTNERSHIP WITH $MPX SUBSIDIARY 😱 

$5.00 MINIMUM HERE ⚡️🌚⚡️

$TSLA $GRNF $ALPP…",1,0,0,
2021-03-23 19:20:34+00:00,greenprintmomo,1.37444E+18,"$VMHG JUST STARTING HERE $15 COMING 🛥 PARTNERSHIP WITH $MPX SUBSIDIARY

$TSLA $GRNF $ALPP $RNWF $SANP $WNRS $ENZC… https://t.co/9C6MC8vNhA",1,0,0,
2021-03-23 19:20:49+00:00,CaptainWeee,1.37444E+18,"RT @greenprintmomo: $VMHG JUST STARTING HERE $15 COMING 🛥 PARTNERSHIP WITH $MPX SUBSIDIARY

$TSLA $GRNF $ALPP $RNWF $SANP $WNRS $ENZC $TSNP…",1,0,0,
2021-03-23 19:21:14+00:00,TTTexas313,1.37444E+18,"RT @greenprintmomo: $VMHG JUST STARTING HERE $15 COMING 🛥 PARTNERSHIP WITH $MPX SUBSIDIARY

$TSLA $GRNF $ALPP $RNWF $SANP $WNRS $ENZC $TSNP…",1,0,0,
2021-03-23 19:21:19+00:00,craig_carmon,1.37444E+18,"RT @greenprintmomo: $VMHG JUST STARTING HERE $15 COMING 🛥 PARTNERSHIP WITH $MPX SUBSIDIARY

$TSLA $GRNF $ALPP $RNWF $SANP $WNRS $ENZC $TSNP…",1,0,0,
2021-03-23 19:21:38+00:00,JemalSammy,1.37444E+18,"RT @greenprintmomo: $VMHG JUST STARTING HERE $15 COMING 🛥 PARTNERSHIP WITH $MPX SUBSIDIARY

$TSLA $GRNF $ALPP $RNWF $SANP $WNRS $ENZC $TSNP…",1,0,0,
2021-03-23 19:22:05+00:00,Zoonall,1.37444E+18,"RT @greenprintmomo: $VMHG JUST STARTING HERE $15 COMING 🛥 PARTNERSHIP WITH $MPX SUBSIDIARY

$TSLA $GRNF $ALPP $RNWF $SANP $WNRS $ENZC $TSNP…",1,0,0,
2021-03-23 19:22:11+00:00,johnjitterbug14,1.37444E+18,"RT @greenprintmomo: $VMHG JUST STARTING HERE $15 COMING 🛥 PARTNERSHIP WITH $MPX SUBSIDIARY

$TSLA $GRNF $ALPP $RNWF $SANP $WNRS $ENZC $TSNP…",1,0,0,
2021-03-23 19:22:51+00:00,Shauna92118487,1.37444E+18,"RT @greenprintmomo: $VMHG JUST STARTING HERE $15 COMING 🛥 PARTNERSHIP WITH $MPX SUBSIDIARY

$TSLA $GRNF $ALPP $RNWF $SANP $WNRS $ENZC $TSNP…",1,0,0,
2021-03-23 19:23:10+00:00,such_a_Kevin,1.37444E+18,@LadeBackk Let’s go $WNRS!,1,0,0,
2021-03-23 19:23:27+00:00,LadeBackk,1.37444E+18,RT @such_a_Kevin: @LadeBackk Let’s go $WNRS!,1,0,0,
2021-03-23 19:24:18+00:00,JohnnyHosso,1.37444E+18,RT @such_a_Kevin: @LadeBackk Let’s go $WNRS!,1,0,0,
2021-03-23 19:25:02+00:00,YgUSVvGTR6P13OK,1.37444E+18,"RT @greenprintmomo: $VMHG JUST STARTING HERE $15 COMING 🛥 PARTNERSHIP WITH $MPX SUBSIDIARY

$TSLA $GRNF $ALPP $RNWF $SANP $WNRS $ENZC $TSNP…",1,0,0,
2021-03-23 20:05:21+00:00,warrior16win,1.37445E+18,"RT @greenprintmomo: $VMHG JUST STARTING HERE $15 COMING 🛥 PARTNERSHIP WITH $MPX SUBSIDIARY

$TSLA $GRNF $ALPP $RNWF $SANP $WNRS $ENZC $TSNP…",1,0,0,
2021-03-23 22:28:53+00:00,EmuStocks,1.37449E+18,$WNRS Price action coiling up pretty tight here... Website and social media updates nearly daily and retaining some… https://t.co/jWOguukUBr,0,0,0,
2021-03-23 23:12:27+00:00,LadeBackk,1.3745E+18,$WNRS I mention this ticker every few weeks but I won’t beg you to buy. What I will do is keep my block of shares f… https://t.co/ucr74xtpza,0,0,0,
2021-03-23 23:13:05+00:00,EmuStocks,1.3745E+18,RT @LadeBackk: $WNRS I mention this ticker every few weeks but I won’t beg you to buy. What I will do is keep my block of shares for if/whe…,0,0,0,
2021-03-23 23:13:23+00:00,Jcazz17,1.3745E+18,RT @LadeBackk: $WNRS I mention this ticker every few weeks but I won’t beg you to buy. What I will do is keep my block of shares for if/whe…,0,0,0,
2021-03-23 23:17:01+00:00,Johnstown12,1.3745E+18,"@LadeBackk $WNRS,nly negative with this ticker imo, is they keep adding shares to the float, whether it's paying bi… https://t.co/vGJXICluF0",-1,0,0,
2021-03-23 23:50:58+00:00,1wallstgatsby,1.37451E+18,If you like $wnrs stop sleeping on $clis 👀👀 especially if you like NFTs https://t.co/VsDAq7Sks4,1,0,0,
2021-03-23 23:58:35+00:00,SchoolTrade4,1.37451E+18,"RT @S_AnglinIV: $CLIS summary 

Has the option to purchase 96.5 % of $WNRS at .011 cents 
 
Vegas winners is valued at .27 cents per share…",0,0,0,
2021-03-24 01:02:41+00:00,edgainn,1.37453E+18,RT @LadeBackk: $WNRS I mention this ticker every few weeks but I won’t beg you to buy. What I will do is keep my block of shares for if/whe…,0,0,0,
2021-03-24 01:26:02+00:00,icewood_blade,1.37453E+18,"RT @greenprintmomo: $VMHG JUST STARTING HERE $15 COMING 🛥 PARTNERSHIP WITH $MPX SUBSIDIARY

$TSLA $GRNF $ALPP $RNWF $SANP $WNRS $ENZC $TSNP…",0,0,0,
2021-03-24 02:09:09+00:00,codonnell1377,1.37454E+18,RT @LadeBackk: $WNRS I mention this ticker every few weeks but I won’t beg you to buy. What I will do is keep my block of shares for if/whe…,0,0,0,
2021-03-24 02:10:37+00:00,1wallstgatsby,1.37454E+18,Love all the NFT stock action AH. Wait till folks start looking at $clis with Nifter &amp; $wnrs Super hot sector right now,1,0,0,
2021-03-24 02:21:24+00:00,gracelrivera_,1.37455E+18,RT @1wallstgatsby: Love all the NFT stock action AH. Wait till folks start looking at $clis with Nifter &amp; $wnrs Super hot sector right now,1,0,0,
2021-03-24 02:36:07+00:00,GeniusTrader777,1.37455E+18,$WNRS https://t.co/je2MdVgxm6,0,0,0,
2021-03-24 03:11:06+00:00,JaviSnts,1.37456E+18,RT @LadeBackk: $WNRS I mention this ticker every few weeks but I won’t beg you to buy. What I will do is keep my block of shares for if/whe…,0,0,0,
2021-03-24 03:13:11+00:00,GeniusTrader777,1.37456E+18,"⭐️WATCHLIST FOR WEDNESDAY, MARCH 24, 2021⭐️

LISTED IN ORDER FROM LOWEST TO HIGHEST PPS

$GDET $FERN $USEI $AZFL… https://t.co/GVn6RXLmcT",0,0,0,
