Datetime,user.screen_name,id_str,text,Sentiment,Known_Pumper,Price_Region,Inflection_Point
2021-03-23 12:04:54+00:00,vasquez_randi,1374331315693182978a,@AngryRed316 $CERPQ Just Waiting for 8K to Drop This Will Confirm What We Already Know 💣,1,0,-1,
2021-03-23 12:06:16+00:00,vasquez_randi,1374331662604062720a,RT @PowellKeif: $cerpq 😚🥲😋😛🤩🥰,1,0,-1,
2021-03-23 12:15:37+00:00,JoeDTrader,1374334013532336131a,$cerpq we’re talking just days to go til’ the final reveal. I’m stoked🤑🤑🤑 https://t.co/xV3sjK3b6o,1,1,-1,
2021-03-23 13:28:48+00:00,JacerJulian,1374352431992041472a,RT @vasquez_randi: @AngryRed316 $CERPQ Just Waiting for 8K to Drop This Will Confirm What We Already Know 💣,0,0,-1,
2021-03-23 13:28:57+00:00,JacerJulian,1374352470319591429a,RT @JoeDTrader: $cerpq we’re talking just days to go til’ the final reveal. I’m stoked🤑🤑🤑 https://t.co/xV3sjK3b6o,1,0,-1,
2021-03-23 13:33:01+00:00,ZZach1958,1374353492236771334a,"Pennies to Dollars
$cerpq Merged huge beast, $200-worth stocks trade in dimes
$ihai 1.9 million float, reinstatemen… https://t.co/rMhmAw55sW",1,0,-1,
2021-03-23 13:36:32+00:00,JacerJulian,1374354375645138944a,"RT @ZZach1958: Pennies to Dollars
$cerpq Merged huge beast, $200-worth stocks trade in dimes
$ihai 1.9 million float, reinstatement done, m…",1,0,-1,
2021-03-23 13:43:55+00:00,CharlesMorriz,1374356235760308227a,RT @JoeDTrader: $cerpq we’re talking just days to go til’ the final reveal. I’m stoked🤑🤑🤑 https://t.co/xV3sjK3b6o,1,0,-1,
2021-03-23 14:13:29+00:00,Clay2411,1374363676036136966a,$CERPQ https://t.co/DoomOu47Z8,0,0,-1,
2021-03-23 14:14:01+00:00,Aronphl,1374363810773889030a,RT @Clay2411: $CERPQ,0,0,-1,
2021-03-23 14:16:53+00:00,JacerJulian,1374364531955093509a,RT @Clay2411: $CERPQ,0,0,-1,
2021-03-23 14:26:25+00:00,vasquez_randi,1374366932967784448a,$CERPQ 💎💎💣💣🚀🚀🔒 https://t.co/qk0h41VqGt,-1,0,-1,
2021-03-23 14:26:34+00:00,vasquez_randi,1374366970464903169a,RT @JoeDTrader: $cerpq we’re talking just days to go til’ the final reveal. I’m stoked🤑🤑🤑 https://t.co/xV3sjK3b6o,1,0,-1,
2021-03-23 14:28:17+00:00,JacerJulian,1374367401668538375a,RT @vasquez_randi: $CERPQ 💎💎💣💣🚀🚀🔒,1,0,-1,
2021-03-23 14:33:20+00:00,LV_train,1374368671464894465a,"$cerpq the longer she trades sideways, the higher that bish will rise! #holdforgold",1,0,-1,
2021-03-23 14:37:27+00:00,Mapleki31497944,1374369705683685386a,"RT @AngryRed316: Red day. My main longs ALL had pullback today $CAVR, $ILUS, $MJLB and $CERPQ. Was able to come out positive in dah trading…",-1,0,-1,
2021-03-23 15:38:09+00:00,JoeDTrader,1374384985193336843a,RT @vasquez_randi: $CERPQ 💎💎💣💣🚀🚀🔒,1,1,-1,
2021-03-23 15:39:28+00:00,Artoriousness,1374385315297722388a,Be an awesome week to have $CERPQ n $VMHG blast off eh 🔥🥳🎉🚀🛸 https://t.co/2sCrYyOP9C,1,0,-1,
2021-03-23 15:47:11+00:00,Kshitij98081418,1374387254471262219a,$CERPQ even when I’m at work I add more of this baby cause Ik for sure guaranteed that ima quit my mf job cause of… https://t.co/fJ0lRwlxsh,1,1,-1,
