Datetime,user.screen_name,id_str,text,Sentiment,Known_Pumper,Price_Region,Inflection_Point
2021-03-23 13:33:51+00:00,augustafriends,1374353702551715846a,$DPLN $YVR $SDH my top three rest of the week,1,0,0,
2021-03-23 13:35:30+00:00,Dfree_Trades,1374354115275452417a,Added more $LGHL at $4.63 &amp; starter position in $DPLN @ $10.66,1,0,0,
2021-03-23 13:40:27+00:00,beach_trades,1374355364158828549a,"$PHUN big add as $DPLN Dolphin Entertainment can Launch Non-Fungible Tokens, ...... now look at $PHUN whom has… https://t.co/8aEyv69A4O",1,0,0,
2021-03-23 13:43:48+00:00,Isolate11984211,1374356206165360644a,"RT @beach_trades: $PHUN big add as $DPLN Dolphin Entertainment can Launch Non-Fungible Tokens, ...... now look at $PHUN whom has #blockhain…",1,0,0,
2021-03-23 13:48:23+00:00,stocks2the,1374357358688735235a,RT @Dfree_Trades: Added more $LGHL at $4.63 &amp; starter position in $DPLN @ $10.66,1,0,0,
2021-03-23 13:59:28+00:00,RandyLangworthy,1374360147154337792a,New highs $DPLN jumped in the am.,1,0,0,
2021-03-23 14:00:39+00:00,RandyLangworthy,1374360446862516227a,$DPLN halted 14.76,1,0,0,
2021-03-23 14:07:42+00:00,SniperTrading1,1374362219773825031a,$DPLN out 15.03 Missy HT #stocks https://t.co/Z62PY0S9x5,1,0,0,
2021-03-23 14:24:40+00:00,club_cenn,1374366490074357760a,$DPLN yesss now back to 15 https://t.co/1BRK1AsRAq,1,0,0,
2021-03-23 14:28:43+00:00,sKalyvopoulos,1374367508543664132a,"$GIGM low float stock in NFT
At $20 soon 🚀

$YVR $TKAT $DPLN $HOTH $BNTC $BBIG $PONGF $ZKIN",1,0,0,
2021-03-23 14:31:13+00:00,KevPosada_,1374368140323401730a,"Had to pick up some $DPLN at $12..... 

might be another $TKAT",1,0,0,
2021-03-23 14:46:33+00:00,Mikalche,1374371997916884995a,@dxguy2001 @TheRoaringKitty LOL.  In since $4.26  so I am not worried.  $YVR $DPLN $WKEY,1,0,0,
2021-03-23 14:54:41+00:00,HammerstoneMar3,1374374046297591829a,"While some like co's like $DPLN, $WKEY, $ZKIN have made official #NFT PR's to jump on the bandwagon, other co's lik… https://t.co/7uNhGAADSR",1,0,0,
2021-03-23 14:57:53+00:00,LavanPath,1374374851713007625a,"RT @HammerstoneMar3: While some like co's like $DPLN, $WKEY, $ZKIN have made official #NFT PR's to jump on the bandwagon, other co's like $…",1,0,0,
2021-03-23 15:03:14+00:00,Gambiste1,1374376197069533191a,"RT @HammerstoneMar3: While some like co's like $DPLN, $WKEY, $ZKIN have made official #NFT PR's to jump on the bandwagon, other co's like $…",1,0,0,
