TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;25;015;8208.01;1004;2
Census Block;25;015;8208.01;1007;2
Census Block;25;015;8208.01;1008;1,2
Census Block;25;015;8208.01;1009;2
Census Block;25;015;8208.01;1010;1,2
Census Block;25;015;8208.01;1015;1
Census Block;25;015;8208.01;1016;1
Census Block;25;015;8208.01;1017;1
Census Block;25;015;8208.01;1023;1
Census Block;25;015;8208.01;1024;1
Census Block;25;015;8208.01;1025;1
Census Block;25;015;8208.01;1026;1
Census Block;25;015;8208.01;1027;1
Census Block;25;015;8208.01;1028;1
Census Block;25;015;8208.01;1029;1
Census Block;25;015;8208.01;1030;1
Census Block;25;015;8208.01;1031;1
Census Block;25;015;8208.01;1038;1
Census Block;25;015;8208.01;1039;1
Census Block;25;015;8208.01;1040;1
Census Block;25;015;8208.01;1041;1
Census Block;25;015;8208.01;1048;1
Census Block;25;015;8208.01;2001;1,3
Census Block;25;015;8208.01;2002;1,3
Census Block;25;015;8208.01;2003;1,3
Census Block;25;015;8208.01;2004;1
Census Block;25;015;8208.01;2005;1,3
Census Block;25;015;8208.01;2006;3
Census Block;25;015;8208.01;2007;3
Census Block;25;015;8208.01;2008;3
Census Block;25;015;8208.01;2009;3
Census Block;25;015;8208.01;3000;1
Census Block;25;015;8208.01;3001;1
Census Block;25;015;8208.01;3002;1
Census Block;25;015;8208.01;3003;1
Census Block;25;015;8208.01;3004;1
Census Block;25;015;8208.01;3005;1
Census Block;25;015;8208.01;3006;1
Census Block;25;015;8208.01;3007;1
Census Block;25;015;8208.01;3008;1
Census Block;25;015;8208.01;3009;1
Census Block;25;015;8208.01;3010;1
Census Block;25;015;8208.01;3011;1
Census Block;25;015;8208.01;3012;1
Census Block;25;015;8208.01;3013;1
Census Block;25;015;8208.01;3014;1
Census Block;25;015;8208.01;3015;1
Census Block;25;015;8208.01;3016;1
Census Block;25;015;8208.01;3017;1
Census Block;25;015;8208.01;3018;1
Census Block;25;015;8208.01;3019;1
Census Block;25;015;8208.01;3020;1
Census Block;25;015;8208.01;3021;1
Census Block;25;015;8208.01;3022;1
Census Block;25;015;8208.01;3023;1
Census Block;25;015;8208.01;3024;1
Census Block;25;015;8208.01;3025;1
Census Block;25;015;8208.01;3026;1
Census Block;25;015;8208.01;3027;1
Census Block;25;015;8208.01;4000;1
Census Block;25;015;8208.01;4001;1,3
Census Block;25;015;8208.01;4002;1,3
Census Block;25;015;8208.01;4003;1,3
Census Block;25;015;8208.01;4004;1,3
Census Block;25;015;8208.01;4005;1,3
Census Block;25;015;8208.01;4006;1,3
Census Block;25;015;8208.01;4007;3
Census Block;25;015;8208.01;4008;3
Census Block;25;015;8208.02;1000;3
Census Block;25;015;8208.02;1001;3
Census Block;25;015;8208.02;1002;3
Census Block;25;015;8208.02;1003;3
Census Block;25;015;8208.02;1004;3
Census Block;25;015;8208.02;1005;3
Census Block;25;015;8208.02;1006;3
