,id,name,address,lat,lon,zip
27,350074,Dearborn Middle School,60 Washington Street,42.3068594480048,-71.08164115278629,2119
28,350375,Edison K-8 School,60 Glenmont Road,42.3455886654351,-71.16019064451021,2135
29,350729,Epiphany School,154 Centre Street,42.293123647742,-71.0657866178567,2124
30,350657,TechBoston Academy,9 Peacevale Road,42.2854473632159,-71.0760415555276,2124
31,350541,Another Course To College,612 Metropolitan Avenue,42.265238622136394,-71.1178106284914,2136
32,350377,Higginson/Lewis K-8 School,131 Walnut Avenue,42.320948320639204,-71.0863095857781,2119
33,350724,Commonwealth School,151 Commonwealth Avenue,42.3523686376889,-71.07815063292671,2116
34,350658,West Roxbury Academy,1205 VFW Parkway,42.2817367428108,-71.1763324293197,2132
35,350156,James Otis School,218 Marion Street,42.375278659022996,-71.0338906188311,2128
36,350540,Fenway High School,67 Alleghany Street,42.330626585303605,-71.09918400446321,2215
37,350015,Higginson School,160 Harrishof Street,42.3177035415737,-71.0920989312113,2119
38,350896,Mesivta High School,34 Sparhawk Street,42.35134765630389,-71.1515776502752,2135
39,4280305,Edward Brooke Charter School,190 Cummins Highway,42.281896624266,-71.12199058491609,2131
40,350575,John D O'Bryant School of Mathematics and Science,55 Malcolm X Blvd,42.331013992315995,-71.0879304722982,2120
41,350180,John Winthrop School,35 Brookford Street,42.318202621886,-71.0756266160979,2125
42,350258,William H Ohrenberger School,175 West Boundary Road,42.260758631189,-71.149610642363,2132
43,350326,Gardner Pilot Academy,30 Athol Street,42.3607686630341,-71.13411061678251,2134
44,350231,Michael J Perkins School,50 Burke Street,42.33131865824421,-71.0505406039671,2127
45,350380,Young Achievers School,20 Outlook Road,42.282314629948004,-71.0950023694235,2126
46,350184,Joseph P Manning School,130 Louders Lane,42.3055886547075,-71.1314906500139,2130
47,350370,William Monroe Trotter School,135 Humboldt Avenue,42.3157400287279,-71.08784108538991,2121
48,350485,James P Timilty Middle School,205 Roxbury Street,42.330398649170206,-71.09097060367691,2119
49,350229,Maurice J Tobin School,40 Smith Street,42.3330186579718,-71.0982906225746,2120
50,350702,Advent School,17 Brimmer Street,42.358228645938794,-71.0720406342852,2108
51,4690505,MATCH Charter Public High School,1001 Commonwealth Avenue,42.3522112873947,-71.1209653921956,2215
52,350172,John D Philbrick School,40 Philbrick Street,42.285408632125296,-71.1177406209909,2131
53,350240,Richard J Murphy School,1 Worrell Street,42.29421275544279,-71.04920448108349,2122
54,350052,Charles Sumner School,15 Basile Street,42.2864586346368,-71.1268406320537,2131
55,350008,Dr. Catherine Ellison-Rosa Parks Early Ed. School,108 Babson Street,42.271788648054205,-71.09189060645471,2126
56,350820,Pope John Paul II Academy (Mattapan),120 Babson Street,42.2708786258556,-71.0922906230653,2126
57,350862,St. John Elementary School,9 Moon Street,42.3638986559943,-71.05267063204191,2113
58,350096,Eliot Elementary School,16 Charter Street,42.3661086603242,-71.0533705966553,2113
59,350445,Washington Irving Middle School,105 Cummins Highway,42.2836386432994,-71.1249306450232,2131
60,350135,Henry Grew School,40 Gordon Avenue,42.256768617694995,-71.1273206409398,2136
61,350116,Franklin D Roosevelt School,95 Needham Road,42.243214447457206,-71.1241842511033,2136
62,350795,New Beginnings Academy,14 Everett Street,42.257298626468895,-71.12169063645591,2136
63,350545,Boston Latin Academy,205 Townsend Street,42.316158633369206,-71.08450061860121,2121
64,350004,Lyon K-8 School,50 Beechcroft Street,42.3510786565951,-71.1615006656437,2135
65,350328,Thomas J Kenny School,19 Oakton Avenue,42.2865502291341,-71.0531915753895,2122
66,350537,Madison Park Technical Vocational High School,75 Malcolm X Blvd,42.331917679187605,-71.0908801346841,2120
67,350036,Carter Developmental Center,396 Northampton Street,42.3405597409138,-71.0838400123767,2118
68,350535,The English High School,144 McBride Street,42.306008644506896,-71.1096006379733,2130
69,350009,East Boston Early Childhood Center,135 Gove Street,42.3696760048172,-71.0341199819357,2128
70,4160305,Boston Preparatory Charter Public School,885 River Street,42.26213064390421,-71.1105378234428,2136
71,350166,John F Kennedy School,7 Bolster Street,42.321785321185004,-71.105839420842,2130
72,350298,Roger Clap School,35 Harvest Street,42.32317616664611,-71.0581913661962,2125
73,350020,Curley K-8 School,493 Centre Street,42.3185086307104,-71.112950625111,2130
74,350690,Snowden International School at Copley,150 Newbury Street,42.350578644430705,-71.07797063871101,2116
75,350013,Jackson/Mann K-8 School,40 Armington Street,42.3520586554651,-71.13770064300108,2134
76,350950,British International School of Boston,416 Pond Street,42.3065778502885,-71.1300914561564,2130
77,350072,David A Ellis School,302 Walnut Avenue,42.3163342979717,-71.09289163885691,2119
78,350716,Cathedral High School,74 Union Park Street,42.3409368908369,-71.06849961180009,2118
79,350080,Donald McKay School,122 Cottage Street,42.36924801774621,-71.03422065611191,2128
80,4810550,Boston Renaissance Charter Public School,1415 Hyde Park Avenue,42.250515642882796,-71.126389633402,2136
81,4380505,Codman Academy Charter Public School,637 Washington Street,42.2893731352099,-71.0720148931987,2124
82,350100,Ellis Mendell School,164 School Street,42.3165586538828,-71.1016106285994,2119
83,350286,Josiah Quincy School,885 Washington Street,42.347978647599604,-71.0649206032728,2111
84,350750,Horace Mann School for the Deaf,40 Armington Street,42.3520586554651,-71.13770064300108,2134
85,350366,William E Russell School,750 Columbia Road,42.3203823953327,-71.0595494158023,2125
86,350810,Sacred Heart Elementary School,1035 Canterbury Street,42.2783186012868,-71.12220998082691,2131
87,350834,St. Brendan Elementary School,29 Rita Road,42.2818497153252,-71.05112941143041,2124
88,350785,Neighborhood School,34 Peter Parley Road,42.3109089147208,-71.1008682069962,2130
89,350808,Roxbury Latin School,101 St Theresa Avenue,42.276109621392,-71.157910971357,2132
90,350886,St. Patrick Elementary School,131 Mount Pleasant Avenue,42.3248356923705,-71.0762294836666,2119
91,490875,Cristo Rey Boston High School,100 Savin Hill Avenue,42.312138646262795,-71.0540406019903,2125
92,350581,Community Academy of Science and Health,11 Charles Street,42.3007978603416,-71.0617704960823,2122
93,350430,Clarence R Edwards Middle School,28 Walker Street,42.3790803293762,-71.0672312666479,2129
94,350003,Baldwin Early Learning Center,121 Corey Road,42.3420386538225,-71.1405106551982,2135
95,350910,The Winsor School,103 Pilgrim Road,42.3409186406509,-71.1071006298377,2215
96,350262,Lyndon School,20 Mount Vernon Street,42.282998644277605,-71.15837063663321,2132
97,350346,Warren Prescott K-8 School,50 School Street,42.3779986613529,-71.0644305986005,2129
98,350138,Holmes Elementary School,40 School Street,42.296788496812795,-71.0756002887876,2124
99,350894,St. Theresa of Avila Elementary School,40 Saint Theresa Avenue,42.2779913185709,-71.1578816747274,2132
100,350183,Joseph Lee School,155 Talbot Avenue,42.2920250712267,-71.08051788187458,2124
101,350844,St. Columbkille Partnership School,25 Arlington Street,42.352268637654795,-71.1530506641603,2135
102,350182,Joseph J Hurley School,70 Worcester Street,42.33886701435029,-71.07775016001409,2118
103,350505,Brighton High School,25 Warren Street,42.349088648336604,-71.1454906605845,2135
104,350760,Kingsley Montessori School,30 Fairfield Street,42.350318667763,-71.0823106376178,2116
105,350257,Orchard Gardens School,906 Albany Street,42.3302751781303,-71.07790903686059,2119
106,350914,St. Joseph Preparatory High School,617 Cambridge Street,42.3521177364477,-71.1425310572794,2135
107,350122,George H Conley School,450 Poplar Street,42.2747986388989,-71.12705062343692,2131
108,350215,Manassah E Bradley School,110 Beachview Road,42.391621219760204,-71.0050497239923,2128
109,350813,Boston University Academy,1 University Road,42.3511696597758,-71.1097826400205,2215
110,350515,Charlestown High School,240 Medford Street,42.380118649084004,-71.0610706007035,2129
111,350390,Blackstone School,380 Shawmut Avenue,42.340737541898605,-71.0724610760465,2118
112,350200,Harvard-Kent School,50 Bunker Hill Street,42.376623935637795,-71.0575469295661,2129
113,350746,Holy Name Elementary School,535 West Roxbury Parkway,42.288006336959995,-71.14845137813171,2132
114,350705,Berea SDA Academy,800 Morton Street,42.28261864363729,-71.08780061436491,2126
115,350822,Pope John Paul II Academy (Neponset),239 Neponset Avenue,42.290807500267896,-71.049299660617,2122
116,350360,William Ellery Channing School,35 Sunnyside Street,42.25162862596579,-71.13332064062179,2136
117,350154,James J Chittick School,154 Ruskindale Road,42.2672559757133,-71.1047821152265,2126
118,350794,Newman School,247 Marlborough Street,42.3521906598954,-71.08207261669891,2116
119,350732,East Boston Central Catholic School,69 London Street,42.371648332612295,-71.04008946324679,2128
120,350811,Shaloh House Day School,29 Chestnut Hill Avenue,42.347868650557295,-71.1544006506405,2135
121,350778,Mother Caroline Academy,515 Blue Hill Avenue,42.307548632448004,-71.0842706397898,2021
122,350378,Mildred Avenue K-8 School,5 Mildred Avenue,42.2760551945349,-71.0911987140978,2126
123,350227,Mather School,1 Parish Street,42.3083965065303,-71.06101729367259,2122
124,350179,John W McCormack School,315 Mount Vernon Street,42.318028640552,-71.04350059546259,2125
125,2070860,Bais Yaakov of Boston School,198 Strathmore Road,42.3401186497476,-71.15474062399441,2135
126,350805,Park Street School,67 Brimmer Street,42.3563686672588,-71.0717006242991,2108
127,4630205,KIPP Academy Boston Charter School,37 Babson Street,42.2747363570092,-71.092463286262,2126
128,350718,Catholic Memorial School,235 Baker Street,42.2778241899762,-71.16635931696571,2132
129,350951,Meridian Academy,54 Brookside Avenue,42.3129957293709,-71.1033911149478,2130
130,350088,Edward Everett School,71 Pleasant Street,42.3136876025528,-71.059769789432,2125
131,350383,Lilla G Frederick Middle School,270 Columbia Road,42.3090569656805,-71.07540682175859,2121
132,350507,Boston International High School,100 Maxwell Street,42.2814186514781,-71.08091060885549,2124
133,35050405,UP Academy Charter School of Dorchester,35 Westville Street,42.2997765551944,-71.0711796767597,2124
134,350691,Rafael Hernandez School,61 School Street,42.3139378534632,-71.0981202442956,2119
135,350268,Paul A Dever School,325 Mount Vernon Street,42.3176286422885,-71.0427406108664,2125
136,350012,Boston Teachers Union School,25 Walk Hill Street,42.294638626560705,-71.1159406051312,2130
137,350525,Jeremiah E Burke High School,60 Washington Street,42.3068594480048,-71.08164115278629,2121
138,35040505,City on a Hill Charter Public School II,2181 Washington Street,42.3313629131472,-71.0827096123146,2119
139,350656,Mario Umana Academy,312 Border Street,42.378385759106294,-71.0404576504546,2128
140,350302,Samuel Adams School,165 Webster Street,42.3655629897093,-71.0348903328754,2128
141,350518,Community Academy,25 Glen Road,42.308928640153106,-71.1034906084511,2130
142,4370505,City on a Hill Charter Public School,58 Circuit Street,42.323891269669396,-71.0877962328927,2119
143,350749,Italian Home For Children,1125 Centre Street,42.3031986545037,-71.1276306203028,2130
144,350890,St. Peter Academy School,371 West Fourth Street,42.3366786561259,-71.0498606019764,2127
145,350181,Joseph P Tynan School,650 E. Fourth Street,42.3348955044681,-71.0385082344875,2127
146,350141,Hugh Roe O'Donnell School,33 Trenton Street,42.3780885950143,-71.03801074245341,2128
147,4430205,Brooke Charter School Mattapan,150 American Legion Highway,42.2947092158619,-71.0924910138441,2124
148,350001,Lee Academy,25 Dunbar Avenue,42.2867486492012,-71.0727205954814,2124
149,350243,Nathan Hale School,51 Cedar Street,42.325517293863896,-71.0910820727229,2119
150,350146,James Condon Elementary School,200 D Street,42.3380258639027,-71.0521512430631,2127
151,350543,Egleston Community High School,80 School Street,42.3141286366385,-71.099290617609,2119
152,350565,Quincy Upper School,152 Arlington Street,42.3484082848916,-71.06905028208209,2116
153,350255,Oliver Hazard Perry School,745 East 7th Street,42.33212073975079,-71.03019877674379,2127
154,350710,Boston College High School,150 Morrissey Blvd,42.3165786605748,-71.0468805987952,2125
155,350066,Dante Alighieri Montessori School,37 Gove Street,42.3714086653021,-71.03770060752329,2128
156,350376,King K-8 School,77 Lawrence Avenue,42.3112996451959,-71.0761966368032,2121
157,350726,Crittenton Women's Union,10 Perthshire Road,42.3532313622594,-71.166109650011,2135
158,350655,Lyon Upper 9-12 School,95 Beechcroft Street,42.3521286628989,-71.16076063782971,2135
159,350266,Dr. William Henderson Lower School,1669 Dorchester Avenue,42.2939667159374,-71.0622206496188,2122
160,350522,Excel High School,95 G Street,42.3328686553357,-71.0448906141267,2127
161,4800405,UP Academy Charter School of Boston,215 Dorchester Street,42.333573692453704,-71.0504296833763,2127
162,350548,Boston Adult Academy,20 Church Street,42.3486867129782,-71.06811736722359,2116
163,350801,Malik Academy,100 Malcolm X Blvd,42.3309140591352,-71.0933736411242,2120
164,4070405,Dudley Street Neighborhood Charter School,6 Shirley Street,42.323528663321,-71.0728805949525,2119
165,350382,Mission Hill School,20 Child Street,42.3072686503899,-71.1142906494634,2130
166,350016,Mattapan Early Elementary School,100 Hebron Street,42.2758152865357,-71.1040894647375,2126
167,350278,Phineas Bates School,426 Beech Street,42.2777686264374,-71.13533061558779,2131
168,4170205,Bridge Boston Charter School,2 McLellan Street,42.301297105682295,-71.0853807630843,2021
169,350709,Pope John Paul II Academy (Columbia Road),790 Columbia Road,42.320598791472996,-71.0578671198973,2125
170,4100205,Excel Academy Charter School,58 Moore Street,42.382728651087206,-71.0188006129401,2128
171,350758,Kennedy Day School,30 Warren Street,42.350070532942205,-71.14355190466608,2135
172,350768,Manville School,53 Parker Hill Avenue,42.330980754767,-71.11012191482449,2120
173,350782,Nativity Prep School,39 Lamartine Street,42.3216186362435,-71.101870634172,2130
174,4490305,Boston Collegiate Charter School,11 Mayhew Street,42.32164863428329,-71.06081063336501,2125
175,350304,Samuel W Mason School,150 Norfolk Avenue,42.3261340605719,-71.0712549455872,2119
176,350308,Sarah Greenwood School,186 Glenway Street,42.2969666513784,-71.0802116036614,2121
177,350363,William McKinley School,90 Warren Avenue,42.3443686511334,-71.073520601033,2116
178,350077,Dennis C Haley School,570 American Legion Highway,42.2867586549924,-71.1077206329897,2131
179,460865,Boston Trinity Academy,17 Hale Street,42.2588064074044,-71.12889152457501,2136
180,350812,Paige Academy,28 Highland Avenue,42.3287486558708,-71.0930806094104,2119
181,350237,Mozart School,236 Beech Street,42.28122862381021,-71.1410506575313,2131
182,4520505,Edward M Kennedy Academy for Health Careers,360 Huntington Avenue,42.3400565567751,-71.0888922219483,2115
183,350895,Kennedy Hope Academy,30 Warren Street,42.350070532942205,-71.14355190466608,2135
184,350014,Pauline Agassiz Shaw Elementary School,429 Norfolk Street,42.2821209125989,-71.0868403483372,2124
185,4110305,Boston Green Academy Horace Mann Charter School,20 Warren Street,42.3503186637191,-71.1454706373145,2135
186,350558,Boston Community Leadership Academy,655 Metropolitan Avenue,42.262858643274704,-71.1178606411238,2136
187,350549,Margarita Muniz Academy,20 Child Street,42.3072686503899,-71.1142906494634,2130
188,350374,Winship Elementary School,54 Dighton Street,42.347601677711204,-71.15534862012649,2135
189,350972,Little House Alternative,275 East Cottage Street,42.3183257323724,-71.05729307385549,2125
190,350891,Yeshiva Ohr Yisrael High School for Boys,325 Reservoir Road,42.331218648680206,-71.15643063385279,2467
191,350542,New Mission High School,655 Metropolitan Avenue,42.262858643274704,-71.1178606411238,2136
192,350759,Kids Are People School,530 Commonwealth Avenue,42.3485076470942,-71.09632760160758,2215
193,350947,Parkside Christian Academy/Cross Factor Academy,322 Centre Street,42.3224686596997,-71.10508064581259,2124
194,350755,Boston Collaborative High School,60 Hawthorne St,42.2832845686299,-71.1256193365163,2131
195,350725,Compass School,294 Bowdoin Street,42.3076086541395,-71.0659605936301,2122
196,4390050,Conservatory Lab Charter School,2120 Dorchester Avenue,42.2773874770633,-71.0657260053005,2124
