Age_yrs,Education_level,Income_level,Gender,Random_twin_split,P-SDQ_Emo,P-SDQ_Conduct,P-SDQ_Hyper,P-SDQ_Peer,P-SDQ_Procosial,P-SDQ_Total_Problems,P-EATQ_Aggression,C-EATQ_Aggression,C_IBSbully,C_IBSvictim,C_IBSfight,Bully_Fight,Bully_Victim,C_IBS_Total,coop1,coop_rt1,coop2,coop_rt2,coop3,coop_rt3,coop4,coop_rt4,coop5,coop_rt5,coop6,coop_rt6,coop7,coop_rt7,coop8,coop_rt8,coop9,coop_rt9,coop10,coop_rt10,Strategy
15,9,9,1,1,2,4,2,1,3,9,23,21,3,1,0,3,4,4,CC,16.97,CC,3.8500000000000014,CD,3.5700000000000003,CC,3.8200000000000003,CC,3.789999999999999,CC,3.6400000000000006,CD,3.479999999999997,CC,4.5,CC,3.8900000000000006,CC,4.890000000000001,full cooperation
14,7,6,2,1,1,0,0,0,10,1,10,32,0,0,0,0,0,0,DC,12.29,DC,7.890000000000001,DD,5.48,DC,7.2499999999999964,DC,5.020000000000003,DC,4.350000000000001,DD,3.6599999999999966,DC,4.039999999999999,DC,5.300000000000004,DC,5.049999999999997,draw blood
15,6,3,2,1,3,3,0,3,10,9,13,26,2,0,1,3,2,3,CC,7.92,CC,4.18,CD,3.9399999999999995,DC,7.109999999999999,CC,4.020000000000003,CC,4.27,CD,4.419999999999998,DC,3.8400000000000034,CC,5.619999999999997,CC,5.329999999999998,tit-for-tat
15,6,6,1,1,0,1,1,1,9,3,23,20,0,0,0,0,0,0,CC,8.69,DC,4.280000000000001,CD,4.249999999999998,CC,3.620000000000001,DC,4.559999999999999,CC,4.890000000000001,CD,4.009999999999998,DC,3.6600000000000037,CC,3.6999999999999957,CC,6.420000000000002,draw blood
16,4,6,1,1,0,1,1,2,10,4,10,37,2,0,0,2,2,2,DC,11.01,DC,3.8200000000000003,DD,3.99,DC,3.8500000000000014,DC,3.9599999999999973,DC,3.710000000000001,DD,3.7600000000000016,DC,3.6199999999999974,DC,3.5900000000000034,DC,5.07,draw blood
14,9,8,2,1,0,0,0,0,10,0,11,28,0,0,0,0,0,0,DC,11.62,DC,6.880000000000001,DD,4.66,DC,4.43,DC,4.919999999999998,DC,4.960000000000001,DD,4.840000000000003,DC,4.329999999999998,DC,4.579999999999998,DC,4.109999999999999,draw blood
14,7,4,2,1,4,0,0,0,10,4,19,29,1,0,0,1,1,1,DC,9.4,CC,6.299999999999999,DD,4.740000000000002,DC,5.539999999999999,CC,5.789999999999999,DC,3.2799999999999976,DD,3.760000000000005,DC,3.4099999999999966,DC,3.6499999999999986,DC,3.520000000000003,draw blood
12,9,10,2,1,4,1,3,1,10,9,17,26,0,2,0,0,2,2,CC,12.42,CC,5.1,CD,3.9499999999999993,DC,8.830000000000002,DC,5.260000000000002,DC,5.059999999999995,DD,4.480000000000004,CC,14.32,CC,4.719999999999999,CC,4.760000000000005,other
16,6,5,1,1,1,3,3,0,7,7,17,33,3,0,1,4,3,4,DC,12.42,CC,5.630000000000001,CD,5.739999999999998,CC,5.66,DC,4.629999999999999,DC,4.93,DD,5.359999999999999,DC,4.030000000000001,DC,3.8599999999999994,DC,7.050000000000004,draw blood
13,7,7,1,1,0,1,4,2,10,7,10,20,1,2,0,1,3,3,CC,8.42,CC,3.630000000000001,CD,4.300000000000001,CC,3.719999999999999,CC,3.5799999999999983,CC,3.6799999999999997,CD,4.370000000000001,CC,3.7600000000000016,CC,3.710000000000001,CC,3.8299999999999983,full cooperation
14,7,9,2,1,3,2,4,0,7,9,18,30,4,1,0,4,5,5,DC,8.85,CC,3.630000000000001,DD,3.8099999999999987,CC,4.289999999999999,CC,3.8900000000000006,CC,4.580000000000002,DD,3.5299999999999976,CC,3.5900000000000034,DC,3.469999999999999,DC,4.009999999999998,draw blood
13,7,3,2,1,1,2,5,0,10,8,18,20,2,3,0,2,5,5,DC,9.27,CC,4.970000000000001,CD,4.1800000000000015,DC,5.389999999999997,CC,4.990000000000002,CC,5.59,CD,3.990000000000002,DC,5.109999999999999,DC,4.519999999999996,CC,7.640000000000001,draw blood
15,7,6,1,1,2,2,8,8,6,20,18,28,2,2,0,2,4,4,CC,10.86,CC,4.83,CD,3.639999999999999,DC,4.770000000000003,CC,5.209999999999997,CC,4.210000000000004,CD,3.8899999999999935,DC,4.310000000000002,CC,4.410000000000004,CC,4.5,tit-for-tat
15,7,9,1,1,1,0,0,0,10,1,13,23,2,0,0,2,2,2,CC,13.01,CC,3.880000000000001,CD,3.9899999999999984,DC,6.68,CC,5.849999999999998,CC,6.960000000000001,CD,3.6099999999999994,CC,4.270000000000003,CC,4.439999999999998,CC,5.960000000000001,other
14,9,3,1,1,3,0,5,1,5,9,23,31,25,16,8,33,41,49,CC,9.64,CC,3.67,CD,3.679999999999998,DC,3.9400000000000013,CC,4.350000000000001,CC,3.75,CD,3.8999999999999986,DC,3.5799999999999983,CC,6.57,DC,5.910000000000004,other
13,9,9,2,1,0,0,0,3,6,3,10,19,0,0,0,0,0,0,DC,12.02,CC,6.109999999999999,DD,5.449999999999999,CC,5.690000000000001,DC,4.430000000000003,CC,4.559999999999995,DD,5.050000000000004,CC,4.969999999999999,DC,7.310000000000002,CC,10.009999999999991,draw blood
16,7,10,1,1,2,2,9,6,6,19,20,27,1,0,0,1,1,1,CC,10.93,DC,8.530000000000001,CD,6.75,DC,4.43,CC,5.890000000000001,DC,5.969999999999999,CD,5.020000000000003,DC,8.629999999999995,CC,4.359999999999999,DC,5.699999999999996,draw blood
14,7,7,2,1,1,1,1,1,10,4,14,30,0,0,0,0,0,0,CC,14.19,DC,5.26,CD,5.25,DC,5.07,CC,4.48,CC,7.68,CD,6.630000000000003,DC,4.719999999999999,DC,6.439999999999998,CC,8.400000000000006,draw blood
14,6,6,2,1,2,0,5,0,10,7,9,22,0,0,0,0,0,0,DC,9.71,DC,7.279999999999998,DD,8.64,DC,8.7,DC,12.530000000000001,CC,10.189999999999998,DD,8.210000000000008,CC,8.949999999999989,DC,11.550000000000011,DC,8.759999999999991,draw blood
15,7,7,2,1,0,0,0,0,9,0,16,20,1,0,1,2,1,2,CC,10.76,CC,3.83,CD,3.5700000000000003,DC,4.98,CC,4.300000000000001,CC,4.109999999999999,CD,3.6999999999999993,DC,3.5700000000000003,CC,4.839999999999996,CC,5.82,tit-for-tat
15,8,7,1,1,0,1,5,0,9,6,20,21,0,2,1,1,2,3,CC,9.79,CC,3.9300000000000015,CD,3.8499999999999996,DC,3.75,DC,4.460000000000001,DC,5.219999999999999,DD,4.420000000000002,DC,4.269999999999996,DC,4.640000000000001,DC,4.950000000000003,full grudge
16,9,8,1,1,2,1,0,3,5,6,24,37,7,5,0,7,12,12,DC,8.96,DC,4.109999999999999,DD,4.0,DC,4.739999999999998,DC,4.68,DC,4.050000000000001,DD,4.579999999999998,DC,4.390000000000001,DC,4.649999999999999,DC,5.100000000000001,draw blood
11,7,6,2,1,5,4,3,2,7,14,16,18,0,7,0,0,7,7,DC,8.25,CC,4.539999999999999,DD,7.41,DC,4.34,DC,4.400000000000002,CC,3.91,DD,3.9099999999999966,CC,4.740000000000002,DC,4.380000000000003,DC,4.419999999999995,draw blood
15,9,9,2,1,1,0,2,1,10,4,10,25,1,0,1,2,1,2,CC,8.76,CC,3.76,CD,3.75,DC,3.75,DC,4.129999999999999,DC,4.030000000000001,DD,3.6400000000000006,CC,4.299999999999997,DC,6.660000000000004,DC,4.490000000000002,other
16,6,6,1,1,2,0,0,1,8,3,15,29,3,1,0,3,4,4,CC,10.33,CC,3.59,CD,3.8199999999999985,CC,3.5500000000000007,CC,5.449999999999999,DC,3.75,DD,4.0000000000000036,DC,3.9499999999999957,DC,3.6799999999999997,DC,4.470000000000006,other
15,9,8,2,1,5,2,0,0,8,7,21,27,3,4,0,3,7,7,DC,11.54,DC,6.449999999999999,DD,7.360000000000003,CC,4.93,CC,7.119999999999997,CC,5.420000000000002,CD,5.219999999999999,DC,5.939999999999998,CC,5.0,CC,8.100000000000001,draw blood
16,9,10,2,1,3,0,0,1,5,4,11,25,0,0,0,0,0,0,CC,8.89,CC,3.6499999999999986,CD,3.990000000000002,DC,3.8299999999999983,CC,3.8599999999999994,CC,4.32,CD,4.230000000000004,DC,3.719999999999999,CC,3.989999999999995,DC,4.07,other
