City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Johnson/ Weld,Stein/ Baraka,Mcmullin/ Johnson,Kotlikoff/ Leamer,Feegbeh/ O'Brien,Moorehead/ Lilly,Schoenke/ Mitchel,All Others,No Preference,Blanks,Total Votes Cast,,
Sturbridge,-,1,904.00,765.00,94.00,29.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,16.00,1843.00,,
Sturbridge,-,2,872.00,861.00,117.00,30.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,32.00,1946.00,,
Sturbridge,-,3,758.00,789.00,109.00,30.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,13.00,1733.00,,
Sudbury,-,1,1111.00,396.00,85.00,10.00,4.00,0.00,0.00,0.00,0.00,38.00,0.00,22.00,1666.00,,
Sudbury,-,1A,381.00,144.00,32.00,5.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,10.00,594.00,,
Sudbury,-,2,1364.00,461.00,80.00,23.00,12.00,0.00,0.00,0.00,0.00,44.00,0.00,26.00,2010.00,,
Sudbury,-,3,1527.00,578.00,99.00,20.00,4.00,1.00,0.00,0.00,0.00,40.00,0.00,18.00,2287.00,,
Sudbury,-,4,1574.00,444.00,98.00,16.00,6.00,1.00,0.00,0.00,0.00,60.00,0.00,73.00,2272.00,,
Sudbury,-,5,1445.00,487.00,79.00,12.00,6.00,0.00,0.00,0.00,0.00,51.00,0.00,31.00,2111.00,,
Sunderland,-,1,1353.00,387.00,82.00,62.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,33.00,1948.00,,
Sutton,-,1,789.00,1017.00,108.00,19.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,33.00,2003.00,,
Sutton,-,2,706.00,982.00,105.00,22.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,19.00,1874.00,,
Sutton,-,3,817.00,882.00,100.00,20.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,19.00,1871.00,,
Swampscott,-,1,784.00,506.00,33.00,15.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,20.00,1369.00,,
Swampscott,-,2,1008.00,413.00,63.00,22.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,25.00,1566.00,,
Swampscott,-,3,842.00,375.00,50.00,25.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,25.00,1327.00,,
Swampscott,-,4,1038.00,399.00,53.00,14.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,45.00,1565.00,,
Swampscott,-,5,890.00,436.00,67.00,20.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,30.00,1472.00,,
Swampscott,-,6,992.00,457.00,70.00,4.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,48.00,1586.00,,
Swansea,-,1,793.00,945.00,54.00,16.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,24.00,1853.00,,
Swansea,-,2,841.00,791.00,64.00,24.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,24.00,1766.00,,
Swansea,-,3,797.00,800.00,53.00,20.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,18.00,1711.00,,
Swansea,-,4,763.00,905.00,49.00,25.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,14.00,1776.00,,
Swansea,-,5,734.00,910.00,65.00,18.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,15.00,1767.00,,
Taunton,1,A,720.00,495.00,71.00,25.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,18.00,1346.00,,
Taunton,1,B,798.00,793.00,71.00,18.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,22.00,1728.00,,
Taunton,2,A,624.00,289.00,44.00,13.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,8.00,998.00,,
Taunton,2,B,699.00,431.00,48.00,19.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,17.00,1233.00,,
Taunton,3,A,785.00,521.00,47.00,22.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,26.00,1420.00,,
Taunton,3,B,929.00,737.00,80.00,29.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,21.00,1824.00,,
Taunton,4,A,736.00,833.00,84.00,33.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,31.00,1753.00,,
Taunton,4,B,777.00,652.00,72.00,22.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,20.00,1578.00,,
Taunton,5,A,705.00,458.00,60.00,30.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,15.00,1279.00,,
Taunton,5,B,694.00,393.00,46.00,25.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,25.00,1206.00,,
Taunton,6,A,582.00,414.00,42.00,13.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,6.00,1074.00,,
Taunton,6,B,860.00,584.00,62.00,18.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,17.00,1563.00,,
Taunton,7,A,876.00,733.00,68.00,26.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,37.00,1767.00,,
Taunton,7,B,817.00,922.00,93.00,25.00,0.00,0.00,0.00,0.00,0.00,38.00,0.00,24.00,1919.00,,
Taunton,8,A,856.00,836.00,72.00,18.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,33.00,1841.00,,
Taunton,8,B,907.00,882.00,82.00,26.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,30.00,1951.00,,
Templeton,-,A,550.00,768.00,105.00,16.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,24.00,1490.00,,
Templeton,-,B,502.00,708.00,96.00,25.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,11.00,1366.00,,
Templeton,-,C,469.00,592.00,71.00,18.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,23.00,1202.00,,
Tewksbury,-,1,911.00,971.00,89.00,26.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,25.00,2063.00,,
Tewksbury,-,1A,930.00,1117.00,101.00,22.00,0.00,0.00,0.00,0.00,0.00,51.00,0.00,31.00,2252.00,,
Tewksbury,-,2,894.00,1023.00,97.00,24.00,0.00,0.00,0.00,0.00,0.00,47.00,0.00,28.00,2113.00,,
Tewksbury,-,2A,784.00,983.00,84.00,32.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,26.00,1941.00,,
Tewksbury,-,3,1060.00,1171.00,109.00,20.00,0.00,0.00,0.00,0.00,0.00,39.00,0.00,32.00,2431.00,,
Tewksbury,-,3A,1072.00,1142.00,116.00,12.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,28.00,2405.00,,
Tewksbury,-,4,956.00,1029.00,121.00,19.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,32.00,2201.00,,
Tewksbury,-,4A,995.00,996.00,126.00,28.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,21.00,2202.00,,
Tisbury,-,1,1942.00,476.00,72.00,83.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,45.00,2654.00,,
Tolland,-,1,101.00,190.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,5.00,319.00,,
Topsfield,-,1,2100.00,1566.00,214.00,34.00,15.00,0.00,0.00,0.00,0.00,85.00,0.00,200.00,4214.00,,
Townsend,-,1,645.00,884.00,137.00,29.00,5.00,0.00,0.00,0.00,0.00,26.00,0.00,27.00,1753.00,,
Townsend,-,2,699.00,803.00,124.00,22.00,1.00,0.00,0.00,0.00,0.00,29.00,0.00,21.00,1699.00,,
Townsend,-,3,738.00,863.00,100.00,25.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,29.00,1778.00,,
Truro,-,1,1095.00,361.00,62.00,33.00,1.00,0.00,0.00,0.00,0.00,17.00,0.00,20.00,1589.00,,
Tyngsborough,-,1,700.00,791.00,87.00,14.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,22.00,1636.00,,
Tyngsborough,-,2,739.00,822.00,89.00,29.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,37.00,1717.00,,
Tyngsborough,-,3,777.00,765.00,95.00,28.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,25.00,1717.00,,
Tyngsborough,-,4,845.00,789.00,93.00,8.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,17.00,1775.00,,
Tyringham,-,1,201.00,70.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,6.00,299.00,,
Upton,-,1,1214.00,914.00,155.00,25.00,2.00,0.00,0.00,0.00,0.00,53.00,0.00,35.00,2398.00,,
Upton,-,2,1082.00,904.00,172.00,31.00,6.00,0.00,0.00,0.00,0.00,57.00,0.00,26.00,2278.00,,
Uxbridge,-,1,801.00,997.00,129.00,22.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,22.00,2005.00,,
Uxbridge,-,2,872.00,814.00,108.00,27.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,25.00,1881.00,,
Uxbridge,-,3,741.00,940.00,108.00,22.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,39.00,1881.00,,
Uxbridge,-,4,852.00,947.00,147.00,22.00,0.00,0.00,0.00,0.00,0.00,51.00,0.00,12.00,2031.00,,
Wakefield,-,1,1185.00,1082.00,104.00,27.00,1.00,0.00,0.00,0.00,0.00,51.00,0.00,43.00,2493.00,,
Wakefield,-,2,1032.00,764.00,90.00,24.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,34.00,1994.00,,
Wakefield,-,3,1123.00,869.00,92.00,19.00,0.00,0.00,0.00,0.00,0.00,52.00,0.00,35.00,2190.00,,
Wakefield,-,4,1297.00,870.00,89.00,20.00,0.00,0.00,0.00,0.00,0.00,54.00,0.00,29.00,2359.00,,
Wakefield,-,5,1262.00,860.00,80.00,28.00,0.00,0.00,0.00,0.00,0.00,62.00,0.00,39.00,2331.00,,
Wakefield,-,6,1279.00,788.00,112.00,24.00,0.00,0.00,0.00,0.00,0.00,47.00,0.00,38.00,2288.00,,
Wakefield,-,7,1116.00,827.00,110.00,18.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,44.00,2163.00,,
Wales,-,1,365.00,550.00,52.00,21.00,3.00,0.00,0.00,0.00,0.00,22.00,0.00,4.00,1017.00,,
Walpole,-,1,938.00,694.00,68.00,21.00,6.00,0.00,0.00,0.00,0.00,32.00,0.00,23.00,1782.00,,
Walpole,-,2,936.00,831.00,94.00,14.00,5.00,0.00,0.00,0.00,0.00,47.00,0.00,41.00,1968.00,,
Walpole,-,3,957.00,808.00,91.00,26.00,7.00,0.00,0.00,0.00,0.00,37.00,0.00,36.00,1962.00,,
Walpole,-,4,936.00,610.00,85.00,21.00,2.00,0.00,0.00,0.00,0.00,48.00,0.00,29.00,1731.00,,
Walpole,-,5,778.00,683.00,79.00,7.00,3.00,0.00,0.00,0.00,0.00,27.00,0.00,33.00,1610.00,,
Walpole,-,6,972.00,788.00,103.00,18.00,1.00,0.00,0.00,0.00,0.00,35.00,0.00,34.00,1951.00,,
Walpole,-,7,907.00,809.00,114.00,13.00,2.00,0.00,0.00,0.00,0.00,35.00,0.00,57.00,1937.00,,
Walpole,-,8,846.00,823.00,121.00,15.00,5.00,0.00,0.00,0.00,0.00,37.00,0.00,40.00,1887.00,,
Waltham,1,1,1113.00,599.00,75.00,22.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,20.00,1862.00,,
Waltham,1,2,1243.00,728.00,67.00,17.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,4.00,2065.00,,
Waltham,2,1,1206.00,567.00,74.00,14.00,0.00,0.00,0.00,0.00,0.00,43.00,0.00,3.00,1907.00,,
Waltham,2,2,963.00,329.00,58.00,24.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,5.00,1392.00,,
Waltham,3,1,1055.00,835.00,52.00,24.00,0.00,0.00,0.00,0.00,0.00,42.00,0.00,6.00,2014.00,,
Waltham,3,2,1120.00,624.00,62.00,27.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,9.00,1866.00,,
Waltham,4,1,1143.00,698.00,73.00,24.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,15.00,1998.00,,
Waltham,4,2,285.00,151.00,13.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,454.00,,
Waltham,5,1,1182.00,476.00,69.00,23.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,7.00,1766.00,,
Waltham,5,2,1013.00,317.00,32.00,25.00,3.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,1400.00,,
Waltham,6,1,1055.00,377.00,58.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1514.00,,
Waltham,6,2,664.00,230.00,33.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,939.00,,
Waltham,7,1,1055.00,506.00,68.00,26.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,4.00,1689.00,,
Waltham,7,2,496.00,105.00,20.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.00,,
Waltham,8,1,1034.00,267.00,53.00,26.00,3.00,0.00,0.00,0.00,0.00,14.00,0.00,26.00,1423.00,,
Waltham,8,2,1042.00,341.00,66.00,24.00,7.00,0.00,0.00,0.00,0.00,2.00,0.00,40.00,1522.00,,
Waltham,9,1,853.00,199.00,43.00,17.00,2.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,1118.00,,
Waltham,9,2,833.00,243.00,46.00,27.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,5.00,1169.00,,
Ware,-,A,616.00,520.00,82.00,29.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,22.00,1302.00,,
Ware,-,B,541.00,733.00,67.00,24.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,39.00,1424.00,,
Ware,-,C,696.00,936.00,94.00,24.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,31.00,1810.00,,
Wareham,-,1,912.00,784.00,85.00,16.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,23.00,1847.00,,
Wareham,-,2,981.00,788.00,81.00,35.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,28.00,1948.00,,
Wareham,-,3,962.00,865.00,83.00,25.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,31.00,1999.00,,
Wareham,-,4,854.00,868.00,75.00,35.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,21.00,1880.00,,
Wareham,-,5,942.00,959.00,97.00,35.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,25.00,2094.00,,
Wareham,-,6,784.00,840.00,79.00,30.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,12.00,1765.00,,
Warren,-,A,653.00,948.00,101.00,28.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,21.00,1771.00,,
Warren,-,B,251.00,318.00,41.00,11.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,12.00,641.00,,
Warwick,-,1,271.00,142.00,25.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,474.00,,
Washington,-,1,217.00,89.00,9.00,5.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,1.00,327.00,,
Watertown,-,1,883.00,297.00,27.00,25.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,14.00,1264.00,,
Watertown,-,2,1058.00,306.00,47.00,29.00,0.00,0.00,0.00,0.00,0.00,39.00,0.00,12.00,1491.00,,
Watertown,-,3,1208.00,291.00,50.00,33.00,0.00,0.00,0.00,0.00,0.00,42.00,0.00,14.00,1638.00,,
Watertown,-,4,1345.00,264.00,54.00,21.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,13.00,1737.00,,
Watertown,-,5,1063.00,263.00,42.00,31.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,9.00,1435.00,,
Watertown,-,6,1035.00,293.00,50.00,28.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,22.00,1455.00,,
Watertown,-,7,1160.00,374.00,56.00,24.00,0.00,0.00,0.00,0.00,0.00,47.00,0.00,22.00,1683.00,,
Watertown,-,8,1168.00,379.00,63.00,25.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,19.00,1688.00,,
Watertown,-,9,999.00,270.00,57.00,28.00,0.00,0.00,0.00,0.00,0.00,42.00,0.00,14.00,1410.00,,
Watertown,-,10,1377.00,498.00,73.00,36.00,0.00,0.00,0.00,0.00,0.00,38.00,0.00,27.00,2049.00,,
Watertown,-,11,929.00,402.00,50.00,18.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,18.00,1439.00,,
Watertown,-,12,941.00,304.00,60.00,25.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,17.00,1379.00,,
Wayland,-,1,1626.00,418.00,92.00,19.00,1.00,0.00,0.00,0.00,0.00,48.00,0.00,29.00,2233.00,,
Wayland,-,2,1436.00,432.00,92.00,34.00,5.00,0.00,0.00,0.00,0.00,31.00,0.00,23.00,2053.00,,
Wayland,-,3,1471.00,382.00,77.00,22.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,34.00,2030.00,,
Wayland,-,4,1581.00,452.00,113.00,23.00,17.00,0.00,0.00,0.00,0.00,56.00,0.00,50.00,2292.00,,
Webster,-,1,586.00,593.00,66.00,31.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,19.00,1324.00,,
Webster,-,2,482.00,447.00,56.00,16.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,7.00,1020.00,,
Webster,-,3,553.00,638.00,85.00,13.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,20.00,1331.00,,
Webster,-,4,783.00,1141.00,107.00,16.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,26.00,2096.00,,
Webster,-,5,715.00,756.00,92.00,27.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,29.00,1640.00,,
Wellesley,-,A,1465.00,428.00,82.00,15.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,33.00,2071.00,,
Wellesley,-,B,1600.00,482.00,87.00,18.00,0.00,0.00,0.00,0.00,0.00,38.00,0.00,54.00,2279.00,,
Wellesley,-,C,1290.00,594.00,104.00,11.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,104.00,2126.00,,
Wellesley,-,D,1679.00,433.00,90.00,11.00,0.00,0.00,0.00,0.00,0.00,43.00,0.00,51.00,2307.00,,
Wellesley,-,E,1340.00,427.00,90.00,19.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,35.00,1951.00,,
Wellesley,-,F,903.00,256.00,90.00,13.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,32.00,1334.00,,
Wellesley,-,G,935.00,136.00,26.00,8.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,27.00,1146.00,,
Wellesley,-,H,1356.00,479.00,97.00,26.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,57.00,2052.00,,
Wellfleet,-,1,1554.00,515.00,73.00,73.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,48.00,2282.00,,
Wendell,-,1,402.00,104.00,21.00,48.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,7.00,591.00,,
Wenham,-,1,1368.00,774.00,192.00,24.00,15.00,0.00,0.00,0.00,0.00,53.00,0.00,52.00,2478.00,,
W. Boylston,-,1,932.00,771.00,98.00,17.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,33.00,1886.00,,
W. Boylston,-,2,1204.00,1067.00,135.00,39.00,0.00,0.00,0.00,0.00,0.00,64.00,0.00,27.00,2536.00,,
W. Bridgewater,-,1,799.00,1122.00,125.00,24.00,3.00,0.00,0.00,0.00,0.00,30.00,0.00,39.00,2142.00,,
W. Bridgewater,-,2,824.00,1028.00,102.00,27.00,7.00,0.00,0.00,0.00,0.00,33.00,0.00,48.00,2069.00,,
W. Brookfield,-,1,869.00,1008.00,111.00,40.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,25.00,2097.00,,
W. Newbury,-,1,1620.00,1020.00,188.00,26.00,9.00,0.00,0.00,0.00,0.00,69.00,0.00,56.00,2988.00,,
W. Springfield,-,1,458.00,246.00,36.00,29.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,8.00,786.00,,
W. Springfield,-,2,576.00,373.00,49.00,24.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,13.00,1052.00,,
W. Springfield,-,3,675.00,584.00,66.00,14.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,32.00,1389.00,,
W. Springfield,-,4,776.00,674.00,91.00,39.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,34.00,1634.00,,
W. Springfield,-,5,929.00,1044.00,95.00,41.00,6.00,0.00,0.00,0.00,0.00,30.00,0.00,40.00,2185.00,,
W. Springfield,-,6,858.00,993.00,96.00,19.00,1.00,0.00,0.00,0.00,0.00,24.00,0.00,25.00,2016.00,,
W. Springfield,-,7,807.00,1082.00,94.00,22.00,3.00,0.00,0.00,0.00,0.00,35.00,0.00,33.00,2076.00,,
W. Springfield,-,8,632.00,541.00,62.00,20.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,23.00,1290.00,,
W. Stockbridge,-,1,659.00,178.00,28.00,16.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,901.00,,
W. Tisbury,-,1,1688.00,329.00,70.00,49.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,21.00,2192.00,,
Westborough,-,1,852.00,399.00,69.00,16.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,38.00,1401.00,,
Westborough,-,2,974.00,437.00,64.00,25.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,41.00,1565.00,,
Westborough,-,3,1257.00,523.00,113.00,40.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,30.00,1983.00,,
Westborough,-,4,1517.00,676.00,109.00,30.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,54.00,2415.00,,
Westborough,-,5,1423.00,717.00,131.00,27.00,0.00,0.00,0.00,0.00,0.00,49.00,0.00,65.00,2412.00,,
Westfield,1,A,786.00,961.00,89.00,20.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,37.00,1926.00,,
Westfield,1,B,667.00,868.00,78.00,19.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,27.00,1678.00,,
Westfield,2,A,531.00,343.00,59.00,32.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,18.00,998.00,,
Westfield,2,B,655.00,616.00,84.00,38.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,36.00,1446.00,,
Westfield,3,A,512.00,351.00,73.00,29.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,23.00,1017.00,,
Westfield,3,B,700.00,681.00,107.00,35.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,32.00,1585.00,,
Westfield,4,A,595.00,442.00,60.00,19.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,17.00,1149.00,,
Westfield,4,B,893.00,1022.00,105.00,29.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,48.00,2129.00,,
Westfield,5,A,830.00,1035.00,106.00,41.00,0.00,0.00,0.00,0.00,0.00,38.00,0.00,38.00,2088.00,,
Westfield,5,B,753.00,1076.00,109.00,22.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,36.00,2031.00,,
Westfield,6,A,670.00,942.00,105.00,37.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,31.00,1822.00,,
Westfield,6,B,633.00,684.00,59.00,16.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,19.00,1437.00,,
Westford,-,1,1497.00,792.00,146.00,21.00,7.00,0.00,0.00,0.00,0.00,58.00,0.00,50.00,2571.00,,
Westford,-,2,1334.00,815.00,155.00,33.00,10.00,0.00,0.00,0.00,0.00,47.00,0.00,27.00,2421.00,,
Westford,-,3,1266.00,854.00,147.00,27.00,9.00,0.00,0.00,0.00,0.00,54.00,0.00,31.00,2388.00,,
Westford,-,4,1352.00,677.00,127.00,32.00,0.00,0.00,0.00,0.00,0.00,54.00,0.00,31.00,2273.00,,
Westford,-,5,1242.00,813.00,143.00,23.00,3.00,1.00,0.00,0.00,0.00,38.00,0.00,28.00,2291.00,,
Westford,-,6,1163.00,755.00,106.00,24.00,0.00,0.00,6.00,0.00,0.00,42.00,0.00,31.00,2127.00,,
Westhampton,-,1,629.00,408.00,46.00,27.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,14.00,1136.00,,
Westminster,-,1,964.00,1077.00,142.00,35.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,29.00,2287.00,,
Westminster,-,2,994.00,1088.00,134.00,33.00,8.00,1.00,0.00,0.00,0.00,40.00,0.00,38.00,2336.00,,
Weston,-,1,1210.00,377.00,99.00,11.00,0.00,0.00,0.00,0.00,0.00,46.00,0.00,30.00,1773.00,,
Weston,-,2,1110.00,418.00,83.00,20.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,29.00,1697.00,,
Weston,-,3,997.00,391.00,80.00,16.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,25.00,1549.00,,
Weston,-,4,1051.00,462.00,70.00,10.00,0.00,0.00,0.00,0.00,0.00,54.00,0.00,30.00,1677.00,,
Westport,-,A,795.00,829.00,42.00,15.00,5.00,0.00,0.00,0.00,0.00,17.00,0.00,36.00,1739.00,,
Westport,-,B,1006.00,935.00,72.00,14.00,1.00,0.00,0.00,0.00,0.00,16.00,0.00,46.00,2090.00,,
Westport,-,C,735.00,799.00,59.00,23.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,1665.00,,
Westport,-,D,800.00,752.00,60.00,15.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,35.00,1667.00,,
Westport,-,E,1047.00,970.00,73.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,2182.00,,
Westwood,-,1,1410.00,789.00,125.00,25.00,5.00,0.00,0.00,0.00,0.00,42.00,0.00,53.00,2449.00,,
Westwood,-,2,1400.00,809.00,122.00,18.00,7.00,0.00,0.00,0.00,0.00,43.00,0.00,44.00,2443.00,,
Westwood,-,3,1381.00,731.00,120.00,22.00,6.00,0.00,0.00,0.00,0.00,49.00,0.00,61.00,2370.00,,
Westwood,-,4,1128.00,889.00,93.00,28.00,1.00,0.00,0.00,0.00,0.00,44.00,0.00,49.00,2232.00,,
Weymouth,-,1,848.00,640.00,60.00,19.00,0.00,0.00,0.00,0.00,0.00,38.00,0.00,17.00,1622.00,,
Weymouth,-,2,931.00,747.00,68.00,19.00,10.00,0.00,0.00,0.00,0.00,42.00,0.00,35.00,1852.00,,
Weymouth,-,3,850.00,829.00,78.00,31.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,27.00,1860.00,,
Weymouth,-,4,837.00,695.00,75.00,18.00,1.00,0.00,0.00,0.00,0.00,24.00,0.00,19.00,1669.00,,
Weymouth,-,5,843.00,495.00,60.00,27.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,17.00,1455.00,,
Weymouth,-,6,960.00,692.00,68.00,20.00,5.00,0.00,0.00,0.00,0.00,32.00,0.00,20.00,1797.00,,
Weymouth,-,7,834.00,619.00,65.00,17.00,1.00,0.00,0.00,0.00,0.00,22.00,0.00,14.00,1572.00,,
Weymouth,-,8,870.00,618.00,67.00,25.00,1.00,0.00,0.00,0.00,0.00,30.00,0.00,12.00,1623.00,,
Weymouth,-,9,921.00,758.00,77.00,12.00,2.00,0.00,0.00,0.00,0.00,27.00,0.00,14.00,1811.00,,
Weymouth,-,10,684.00,493.00,39.00,13.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,1269.00,,
