City/Town,Ward,Pct,Baker and Polito,Gonzalez and Palfrey,All Others,Blanks,Total Votes Cast
Newton,8,3,878.00,564.00,5.00,25.00,1472.00
Newton,8,4,558.00,316.00,2.00,21.00,897.00
Norfolk,-,1,892.00,222.00,5.00,24.00,1143.00
Norfolk,-,2,1677.00,487.00,6.00,81.00,2251.00
Norfolk,-,3,1480.00,396.00,4.00,41.00,1921.00
N. Adams,1,1,535.00,398.00,1.00,30.00,964.00
N. Adams,2,2,393.00,398.00,2.00,15.00,808.00
N. Adams,3,3,287.00,402.00,1.00,10.00,700.00
N. Adams,4,4,562.00,423.00,2.00,26.00,1013.00
N. Adams,5,5,414.00,413.00,0.00,37.00,864.00
N. Andover,-,1,1062.00,380.00,0.00,49.00,1491.00
N. Andover,-,2,1281.00,405.00,0.00,45.00,1731.00
N. Andover,-,3,1139.00,356.00,0.00,47.00,1542.00
N. Andover,-,4,1429.00,454.00,0.00,63.00,1946.00
N. Andover,-,5,891.00,294.00,0.00,16.00,1201.00
N. Andover,-,6,1502.00,308.00,0.00,64.00,1874.00
N. Andover,-,7,1298.00,389.00,0.00,55.00,1742.00
N. Andover,-,8,1461.00,338.00,0.00,62.00,1861.00
N. Attleborough,-,1,716.00,308.00,3.00,25.00,1052.00
N. Attleborough,-,2,1017.00,328.00,0.00,30.00,1375.00
N. Attleborough,-,3,1137.00,305.00,1.00,42.00,1485.00
N. Attleborough,-,4,715.00,286.00,3.00,26.00,1030.00
N. Attleborough,-,5,838.00,295.00,3.00,42.00,1178.00
N. Attleborough,-,6,1112.00,320.00,1.00,36.00,1469.00
N. Attleborough,-,7,1261.00,312.00,3.00,44.00,1620.00
N. Attleborough,-,8,1136.00,297.00,1.00,33.00,1467.00
N. Attleborough,-,9,999.00,311.00,2.00,43.00,1355.00
N. Brookfield,-,1,1632.00,369.00,9.00,52.00,2062.00
N. Reading,-,1,1505.00,340.00,7.00,69.00,1921.00
N. Reading,-,2,1271.00,360.00,4.00,71.00,1706.00
N. Reading,-,3,1448.00,380.00,8.00,66.00,1902.00
N. Reading,-,4,1537.00,365.00,1.00,81.00,1984.00
Northampton,1,A,242.00,593.00,3.00,10.00,848.00
Northampton,1,B,491.00,757.00,1.00,29.00,1278.00
Northampton,2,A,290.00,873.00,0.00,24.00,1187.00
Northampton,2,B,186.00,518.00,0.00,12.00,716.00
Northampton,3,A,304.00,891.00,2.00,18.00,1215.00
Northampton,3,B,293.00,805.00,1.00,20.00,1119.00
Northampton,4,A,208.00,625.00,0.00,20.00,853.00
Northampton,4,B,271.00,779.00,1.00,20.00,1071.00
Northampton,5,A,369.00,606.00,2.00,17.00,994.00
Northampton,5,B,369.00,724.00,0.00,22.00,1115.00
Northampton,6,A,563.00,506.00,0.00,21.00,1090.00
Northampton,6,B,584.00,668.00,0.00,24.00,1276.00
Northampton,7,A,493.00,709.00,1.00,21.00,1224.00
Northampton,7,B,561.00,667.00,2.00,23.00,1253.00
Northborough,-,1,1392.00,517.00,4.00,37.00,1950.00
Northborough,-,2,1387.00,443.00,4.00,33.00,1867.00
Northborough,-,3,1428.00,458.00,9.00,53.00,1948.00
Northborough,-,4,1435.00,495.00,8.00,49.00,1987.00
Northbridge,-,1,1369.00,281.00,4.00,43.00,1697.00
Northbridge,-,2,1368.00,308.00,4.00,38.00,1718.00
Northbridge,-,3,1175.00,259.00,2.00,47.00,1483.00
Northbridge,-,4,1783.00,305.00,0.00,63.00,2151.00
Northfield,-,1,919.00,565.00,3.00,21.00,1508.00
Norton,-,1,1281.00,391.00,4.00,52.00,1728.00
Norton,-,2,1273.00,369.00,3.00,55.00,1700.00
Norton,-,3,1135.00,406.00,5.00,52.00,1598.00
Norton,-,4,1363.00,407.00,8.00,42.00,1820.00
Norton,-,5,773.00,228.00,7.00,19.00,1027.00
Norwell,-,1,1452.00,365.00,5.00,83.00,1905.00
Norwell,-,2,1578.00,378.00,8.00,91.00,2055.00
Norwell,-,3,1504.00,411.00,11.00,57.00,1983.00
Norwood,-,1,1113.00,458.00,7.00,63.00,1641.00
Norwood,-,2,999.00,402.00,10.00,47.00,1458.00
Norwood,-,3,1053.00,425.00,3.00,57.00,1538.00
Norwood,-,4,1240.00,408.00,6.00,64.00,1718.00
Norwood,-,5,709.00,410.00,4.00,32.00,1155.00
Norwood,-,6,740.00,307.00,3.00,30.00,1080.00
Norwood,-,7,897.00,388.00,6.00,45.00,1336.00
Norwood,-,8,1105.00,452.00,7.00,43.00,1607.00
Norwood,-,9,1191.00,367.00,17.00,47.00,1622.00
Oak Bluffs,-,1,1493.00,1019.00,0.00,58.00,2570.00
Oakham,-,1,761.00,168.00,1.00,33.00,963.00
Orange,-,1,955.00,344.00,0.00,30.00,1329.00
Orange,-,2,955.00,355.00,0.00,26.00,1336.00
Orleans,-,1,2851.00,1159.00,3.00,92.00,4105.00
Otis,-,1,450.00,271.00,2.00,14.00,737.00
Oxford,-,1,1122.00,255.00,4.00,36.00,1417.00
Oxford,-,2,1051.00,254.00,7.00,22.00,1334.00
Oxford,-,3,1147.00,276.00,4.00,35.00,1462.00
Oxford,-,4,1020.00,253.00,6.00,23.00,1302.00
Palmer,-,1,868.00,234.00,5.00,39.00,1146.00
Palmer,-,1A,124.00,26.00,1.00,4.00,155.00
Palmer,-,2,1003.00,244.00,6.00,38.00,1291.00
Palmer,-,3,736.00,243.00,8.00,30.00,1017.00
Palmer,-,4,830.00,230.00,3.00,41.00,1104.00
Paxton,-,1,1747.00,509.00,8.00,44.00,2308.00
Peabody,1,1,983.00,257.00,11.00,45.00,1296.00
Peabody,1,2,1125.00,268.00,9.00,61.00,1463.00
Peabody,1,3,1193.00,293.00,11.00,63.00,1560.00
Peabody,2,1,546.00,273.00,5.00,19.00,843.00
Peabody,2,2,545.00,272.00,3.00,19.00,839.00
Peabody,2,3,785.00,282.00,5.00,45.00,1117.00
Peabody,3,1,416.00,217.00,2.00,25.00,660.00
Peabody,3,2,670.00,274.00,4.00,26.00,974.00
Peabody,3,3,847.00,288.00,5.00,38.00,1178.00
Peabody,4,1,889.00,298.00,7.00,48.00,1242.00
Peabody,4,2,867.00,272.00,4.00,32.00,1175.00
Peabody,4,3,575.00,155.00,3.00,22.00,755.00
Peabody,4,3A,985.00,257.00,0.00,34.00,1276.00
Peabody,5,1,1132.00,255.00,7.00,55.00,1449.00
Peabody,5,2,827.00,230.00,4.00,39.00,1100.00
Peabody,5,3,960.00,316.00,5.00,48.00,1329.00
Peabody,6,1,1163.00,274.00,10.00,78.00,1525.00
Peabody,6,2,1098.00,245.00,7.00,71.00,1421.00
Peabody,6,3,1155.00,238.00,12.00,56.00,1461.00
Pelham,-,1,309.00,479.00,1.00,13.00,802.00
Pembroke,-,1,1452.00,366.00,10.00,61.00,1889.00
Pembroke,-,2,1238.00,369.00,12.00,54.00,1673.00
Pembroke,-,3,1321.00,377.00,12.00,62.00,1772.00
Pembroke,-,4,1382.00,350.00,16.00,54.00,1802.00
Pembroke,-,5,1313.00,298.00,8.00,77.00,1696.00
Pepperell,-,1,1346.00,334.00,10.00,46.00,1736.00
Pepperell,-,2,1423.00,433.00,8.00,69.00,1933.00
Pepperell,-,3,1405.00,396.00,4.00,45.00,1850.00
Peru,-,1,265.00,152.00,0.00,14.00,431.00
Petersham,-,1,488.00,223.00,0.00,23.00,734.00
Phillipston,-,1,659.00,168.00,2.00,15.00,844.00
Pittsfield,1,A,437.00,434.00,1.00,28.00,900.00
Pittsfield,1,B,678.00,512.00,2.00,32.00,1224.00
Pittsfield,2,A,200.00,356.00,0.00,13.00,569.00
Pittsfield,2,B,677.00,567.00,1.00,39.00,1284.00
Pittsfield,3,A,738.00,662.00,1.00,53.00,1454.00
Pittsfield,3,B,861.00,619.00,0.00,61.00,1541.00
Pittsfield,4,A,780.00,671.00,2.00,46.00,1499.00
Pittsfield,4,B,1074.00,663.00,0.00,46.00,1783.00
Pittsfield,5,A,518.00,593.00,1.00,39.00,1151.00
Pittsfield,5,B,668.00,553.00,4.00,46.00,1271.00
Pittsfield,6,A,686.00,557.00,1.00,39.00,1283.00
Pittsfield,6,B,425.00,379.00,2.00,24.00,830.00
Pittsfield,7,A,304.00,389.00,1.00,24.00,718.00
Pittsfield,7,B,709.00,562.00,1.00,45.00,1317.00
Plainfield,-,1,173.00,200.00,1.00,4.00,378.00
Plainville,-,1,1106.00,304.00,4.00,40.00,1454.00
Plainville,-,2,1025.00,320.00,4.00,29.00,1378.00
Plainville,-,3,1013.00,275.00,1.00,31.00,1320.00
Plymouth,-,1,954.00,393.00,4.00,35.00,1386.00
Plymouth,-,2,1406.00,435.00,9.00,56.00,1906.00
Plymouth,-,3,978.00,401.00,3.00,45.00,1427.00
Plymouth,-,4,1183.00,400.00,3.00,42.00,1628.00
Plymouth,-,5,1484.00,391.00,7.00,72.00,1954.00
Plymouth,-,6,1384.00,450.00,7.00,57.00,1898.00
Plymouth,-,7,1259.00,433.00,12.00,63.00,1767.00
Plymouth,-,8,1444.00,451.00,8.00,71.00,1974.00
Plymouth,-,9,1101.00,327.00,6.00,48.00,1482.00
Plymouth,-,10,940.00,242.00,5.00,37.00,1224.00
Plymouth,-,11,1600.00,367.00,7.00,64.00,2038.00
Plymouth,-,12,1433.00,428.00,5.00,46.00,1912.00
Plymouth,-,13,1405.00,354.00,12.00,53.00,1824.00
Plymouth,-,14,1409.00,376.00,16.00,57.00,1858.00
Plymouth,-,15,2983.00,760.00,8.00,108.00,3859.00
Plympton,-,1,1154.00,328.00,5.00,54.00,1541.00
Princeton,-,1,1473.00,527.00,11.00,49.00,2060.00
Provincetown,-,1,833.00,1277.00,2.00,28.00,2140.00
Quincy,1,1,694.00,336.00,7.00,49.00,1086.00
Quincy,1,2,471.00,286.00,3.00,68.00,828.00
Quincy,1,3,683.00,476.00,5.00,43.00,1207.00
Quincy,1,4,1117.00,373.00,8.00,60.00,1558.00
Quincy,1,5,1124.00,433.00,11.00,63.00,1631.00
Quincy,2,1,713.00,348.00,5.00,39.00,1105.00
Quincy,2,2,579.00,340.00,4.00,29.00,952.00
Quincy,2,3,274.00,159.00,2.00,15.00,450.00
Quincy,2,3A,213.00,43.00,0.00,15.00,271.00
Quincy,2,4,520.00,361.00,3.00,21.00,905.00
Quincy,2,5,762.00,387.00,5.00,38.00,1192.00
Quincy,3,1,889.00,490.00,3.00,39.00,1421.00
Quincy,3,2,706.00,399.00,6.00,41.00,1152.00
Quincy,3,3,439.00,270.00,7.00,23.00,739.00
Quincy,3,4,887.00,368.00,7.00,59.00,1321.00
Quincy,3,5,414.00,285.00,4.00,24.00,727.00
Quincy,4,1,692.00,416.00,9.00,30.00,1147.00
Quincy,4,2,892.00,431.00,7.00,47.00,1377.00
Quincy,4,3,990.00,365.00,4.00,47.00,1406.00
Quincy,4,4,496.00,392.00,2.00,20.00,910.00
Quincy,4,5,659.00,356.00,4.00,29.00,1048.00
Quincy,5,1,603.00,433.00,3.00,36.00,1075.00
Quincy,5,2,576.00,426.00,1.00,32.00,1035.00
Quincy,5,3,796.00,454.00,10.00,42.00,1302.00
Quincy,5,4,812.00,369.00,4.00,44.00,1229.00
Quincy,5,5,646.00,377.00,4.00,54.00,1081.00
Quincy,6,1,624.00,335.00,5.00,22.00,986.00
Quincy,6,2,442.00,300.00,2.00,20.00,764.00
Quincy,6,3,1055.00,375.00,4.00,51.00,1485.00
Quincy,6,4,557.00,344.00,5.00,27.00,933.00
Quincy,6,5,1258.00,435.00,10.00,73.00,1776.00
Randolph,-,1,567.00,458.00,4.00,21.00,1050.00
Randolph,-,2,446.00,390.00,2.00,20.00,858.00
Randolph,-,3,483.00,492.00,0.00,31.00,1006.00
Randolph,-,4,574.00,475.00,4.00,28.00,1081.00
Randolph,-,5,498.00,394.00,1.00,28.00,921.00
Randolph,-,6,463.00,421.00,1.00,21.00,906.00
Randolph,-,7,522.00,432.00,5.00,23.00,982.00
Randolph,-,8,562.00,458.00,4.00,22.00,1046.00
Randolph,-,9,522.00,450.00,2.00,10.00,984.00
Randolph,-,10,529.00,476.00,2.00,25.00,1032.00
Randolph,-,11,627.00,417.00,5.00,20.00,1069.00
Randolph,-,12,640.00,454.00,4.00,26.00,1124.00
Raynham,-,1,1052.00,295.00,0.00,48.00,1395.00
Raynham,-,1A,140.00,32.00,0.00,11.00,183.00
Raynham,-,2,995.00,232.00,0.00,57.00,1284.00
Raynham,-,2A,203.00,48.00,0.00,17.00,268.00
Raynham,-,3,1262.00,334.00,0.00,73.00,1669.00
Raynham,-,4,1099.00,277.00,6.00,36.00,1418.00
Reading,-,1,1389.00,415.00,8.00,51.00,1863.00
Reading,-,2,1103.00,413.00,3.00,43.00,1562.00
Reading,-,3,1480.00,448.00,6.00,70.00,2004.00
Reading,-,4,1214.00,411.00,4.00,58.00,1687.00
Reading,-,5,1072.00,464.00,6.00,44.00,1586.00
Reading,-,6,977.00,350.00,4.00,51.00,1382.00
Reading,-,7,1267.00,424.00,6.00,53.00,1750.00
Reading,-,8,1220.00,339.00,6.00,45.00,1610.00
Rehoboth,-,1,1273.00,419.00,0.00,48.00,1740.00
Rehoboth,-,2,1226.00,433.00,0.00,46.00,1705.00
Rehoboth,-,3,1360.00,443.00,0.00,25.00,1828.00
Revere,1,1,507.00,317.00,6.00,27.00,857.00
Revere,1,2,443.00,303.00,1.00,23.00,770.00
Revere,1,3,438.00,254.00,3.00,23.00,718.00
Revere,2,1,285.00,264.00,0.00,17.00,566.00
Revere,2,2,324.00,313.00,1.00,17.00,655.00
Revere,2,3,87.00,162.00,0.00,8.00,257.00
Revere,2,3A,65.00,43.00,0.00,3.00,111.00
Revere,3,1,480.00,259.00,6.00,25.00,770.00
Revere,3,2,403.00,295.00,3.00,28.00,729.00
Revere,3,3,413.00,266.00,5.00,25.00,709.00
Revere,4,1,495.00,263.00,2.00,37.00,797.00
Revere,4,2,428.00,244.00,1.00,33.00,706.00
Revere,4,3,594.00,262.00,3.00,22.00,881.00
Revere,5,1,513.00,192.00,5.00,34.00,744.00
Revere,5,1A,404.00,132.00,2.00,17.00,555.00
Revere,5,2,282.00,130.00,1.00,17.00,430.00
Revere,5,2A,174.00,114.00,1.00,12.00,301.00
Revere,5,3,472.00,307.00,6.00,27.00,812.00
Revere,6,1,709.00,226.00,5.00,44.00,984.00
Revere,6,2,696.00,283.00,7.00,43.00,1029.00
Revere,6,3,392.00,242.00,2.00,24.00,660.00
Richmond,-,1,462.00,386.00,2.00,19.00,869.00
Rochester,-,1,2111.00,584.00,19.00,106.00,2820.00
Rockland,-,1,1040.00,317.00,3.00,41.00,1401.00
Rockland,-,2,1124.00,307.00,10.00,50.00,1491.00
Rockland,-,3,742.00,224.00,7.00,35.00,1008.00
Rockland,-,4,852.00,312.00,9.00,38.00,1211.00
Rockland,-,5,883.00,169.00,4.00,43.00,1099.00
Rockland,-,6,1095.00,293.00,11.00,51.00,1450.00
Rockport,-,1,695.00,341.00,2.00,32.00,1070.00
Rockport,-,2,1011.00,449.00,5.00,30.00,1495.00
Rockport,-,3,1236.00,517.00,5.00,37.00,1795.00
Rowe,-,1,123.00,69.00,0.00,4.00,196.00
Rowley,-,1,2413.00,709.00,19.00,130.00,3271.00
Royalston,-,1,226.00,99.00,3.00,3.00,331.00
Royalston,-,2,168.00,54.00,0.00,11.00,233.00
Russell,-,1,553.00,115.00,3.00,23.00,694.00
Rutland,-,1,1064.00,279.00,11.00,30.00,1384.00
Rutland,-,2,1127.00,235.00,9.00,50.00,1421.00
Rutland,-,3,1032.00,248.00,4.00,35.00,1319.00
Salem,1,1,938.00,663.00,7.00,48.00,1656.00
Salem,1,2,214.00,470.00,0.00,22.00,706.00
Salem,2,1,818.00,709.00,0.00,35.00,1562.00
Salem,2,2,861.00,825.00,5.00,37.00,1728.00
Salem,3,1,656.00,479.00,3.00,40.00,1178.00
Salem,3,2,798.00,377.00,3.00,41.00,1219.00
Salem,4,1,818.00,449.00,5.00,39.00,1311.00
Salem,4,2,998.00,347.00,5.00,35.00,1385.00
Salem,5,1,761.00,599.00,1.00,33.00,1394.00
Salem,5,2,572.00,571.00,1.00,28.00,1172.00
Salem,6,1,896.00,556.00,2.00,39.00,1493.00
Salem,6,2,764.00,547.00,1.00,44.00,1356.00
Salem,7,1,729.00,691.00,4.00,50.00,1474.00
Salem,7,2,910.00,377.00,7.00,33.00,1327.00
Salisbury,-,1,1109.00,313.00,4.00,42.00,1468.00
Salisbury,-,2,1026.00,272.00,3.00,36.00,1337.00
Salisbury,-,3,940.00,209.00,5.00,33.00,1187.00
Sandisfield,-,1,189.00,175.00,1.00,9.00,374.00
Sandwich,-,1,1470.00,529.00,6.00,77.00,2082.00
Sandwich,-,2,1529.00,440.00,10.00,74.00,2053.00
Sandwich,-,3,1326.00,386.00,5.00,47.00,1764.00
Sandwich,-,4,1391.00,379.00,6.00,52.00,1828.00
Sandwich,-,5,1239.00,366.00,1.00,69.00,1675.00
Sandwich,-,6,1227.00,321.00,11.00,70.00,1629.00
Saugus,-,1,784.00,246.00,0.00,46.00,1076.00
Saugus,-,2,758.00,224.00,0.00,55.00,1037.00
Saugus,-,3,793.00,285.00,0.00,55.00,1133.00
Saugus,-,4,743.00,203.00,0.00,48.00,994.00
Saugus,-,5,1023.00,231.00,0.00,63.00,1317.00
Saugus,-,6,795.00,265.00,0.00,55.00,1115.00
Saugus,-,7,954.00,223.00,0.00,81.00,1258.00
Saugus,-,8,862.00,239.00,0.00,72.00,1173.00
Saugus,-,9,960.00,234.00,0.00,71.00,1265.00
Saugus,-,10,702.00,266.00,0.00,37.00,1005.00
Savoy,-,1,160.00,104.00,0.00,39.00,303.00
Scituate,-,1,1340.00,429.00,8.00,57.00,1834.00
Scituate,-,2,1368.00,375.00,6.00,60.00,1809.00
Scituate,-,3,1310.00,399.00,5.00,39.00,1753.00
Scituate,-,4,1380.00,382.00,8.00,69.00,1839.00
Scituate,-,5,1247.00,409.00,2.00,58.00,1716.00
Scituate,-,6,1220.00,425.00,4.00,60.00,1709.00
Seekonk,-,1,1017.00,351.00,2.00,20.00,1390.00
Seekonk,-,2,1256.00,455.00,3.00,34.00,1748.00
Seekonk,-,3,1059.00,462.00,4.00,14.00,1539.00
Seekonk,-,4,1033.00,375.00,5.00,17.00,1430.00
Sharon,-,1,1080.00,702.00,3.00,48.00,1833.00
Sharon,-,2,1119.00,531.00,5.00,30.00,1685.00
Sharon,-,3,1228.00,598.00,6.00,34.00,1866.00
Sharon,-,4,1104.00,638.00,5.00,35.00,1782.00
Sharon,-,5,1032.00,551.00,5.00,39.00,1627.00
Sheffield,-,1,795.00,797.00,0.00,26.00,1618.00
Shelburne,-,1,475.00,504.00,3.00,40.00,1022.00
Sherborn,-,1,1670.00,690.00,1.00,51.00,2412.00
Shirley,-,1,2030.00,679.00,12.00,87.00,2808.00
Shrewsbury,-,1,1529.00,400.00,4.00,46.00,1979.00
Shrewsbury,-,2,1123.00,356.00,3.00,35.00,1517.00
Shrewsbury,-,3,936.00,301.00,0.00,32.00,1269.00
Shrewsbury,-,4,1200.00,340.00,0.00,24.00,1564.00
Shrewsbury,-,5,1121.00,338.00,0.00,30.00,1489.00
Shrewsbury,-,6,1319.00,393.00,0.00,38.00,1750.00
Shrewsbury,-,7,1577.00,412.00,2.00,34.00,2025.00
Shrewsbury,-,8,1552.00,378.00,0.00,36.00,1966.00
Shrewsbury,-,9,817.00,292.00,0.00,23.00,1132.00
Shrewsbury,-,10,1219.00,383.00,0.00,30.00,1632.00
Shutesbury,-,1,358.00,767.00,0.00,22.00,1147.00
Somerset,-,1,1132.00,393.00,2.00,39.00,1566.00
Somerset,-,2,1179.00,393.00,1.00,56.00,1629.00
Somerset,-,3,1108.00,472.00,0.00,42.00,1622.00
Somerset,-,4,1035.00,355.00,0.00,30.00,1420.00
Somerset,-,5,933.00,350.00,0.00,38.00,1321.00
Somerville,1,1,435.00,614.00,3.00,24.00,1076.00
Somerville,1,2,723.00,902.00,5.00,43.00,1673.00
Somerville,1,3,451.00,624.00,8.00,20.00,1103.00
Somerville,2,1,495.00,1126.00,3.00,34.00,1658.00
Somerville,2,2,553.00,1376.00,6.00,26.00,1961.00
Somerville,2,3,548.00,1300.00,6.00,36.00,1890.00
Somerville,3,1,493.00,1160.00,3.00,28.00,1684.00
Somerville,3,2,553.00,1146.00,2.00,19.00,1720.00
Somerville,3,3,663.00,1359.00,3.00,34.00,2059.00
Somerville,4,1,496.00,534.00,3.00,24.00,1057.00
Somerville,4,2,446.00,825.00,4.00,22.00,1297.00
Somerville,4,3,548.00,978.00,1.00,28.00,1555.00
Somerville,5,1,635.00,1126.00,11.00,35.00,1807.00
Somerville,5,2,697.00,1316.00,4.00,39.00,2056.00
Somerville,5,3,675.00,1435.00,3.00,32.00,2145.00
Somerville,6,1,703.00,1539.00,6.00,39.00,2287.00
Somerville,6,2,715.00,1356.00,5.00,43.00,2119.00
Somerville,6,3,401.00,723.00,1.00,18.00,1143.00
Somerville,7,1,745.00,1272.00,7.00,38.00,2062.00
Somerville,7,2,526.00,1012.00,2.00,25.00,1565.00
Somerville,7,3,721.00,919.00,4.00,35.00,1679.00
S. Hadley,-,A,1037.00,497.00,4.00,35.00,1573.00
S. Hadley,-,B,1194.00,526.00,3.00,30.00,1753.00
S. Hadley,-,C,1173.00,452.00,8.00,47.00,1680.00
S. Hadley,-,D,623.00,413.00,6.00,29.00,1071.00
S. Hadley,-,E,1238.00,470.00,5.00,47.00,1760.00
Southampton,-,1,2414.00,746.00,0.00,104.00,3264.00
Southborough,-,1,1320.00,426.00,6.00,38.00,1790.00
Southborough,-,2,1165.00,465.00,1.00,28.00,1659.00
Southborough,-,3,1228.00,456.00,7.00,39.00,1730.00
Southbridge,-,1,643.00,288.00,3.00,20.00,954.00
Southbridge,-,2,544.00,231.00,3.00,14.00,792.00
Southbridge,-,3,730.00,244.00,0.00,17.00,991.00
Southbridge,-,4,1022.00,274.00,7.00,37.00,1340.00
Southbridge,-,5,394.00,238.00,4.00,14.00,650.00
Southwick,-,1,1337.00,217.00,5.00,32.00,1591.00
Southwick,-,2,996.00,241.00,4.00,35.00,1276.00
Southwick,-,3,1154.00,237.00,6.00,47.00,1444.00
Spencer,-,1,894.00,206.00,2.00,20.00,1122.00
Spencer,-,2,781.00,217.00,7.00,29.00,1034.00
Spencer,-,3,952.00,216.00,5.00,38.00,1211.00
Spencer,-,4,952.00,218.00,6.00,25.00,1201.00
Springfield,1,A,101.00,219.00,2.00,17.00,339.00
Springfield,1,B,179.00,305.00,0.00,12.00,496.00
Springfield,1,C,89.00,196.00,1.00,14.00,300.00
Springfield,1,D,153.00,265.00,0.00,13.00,431.00
Springfield,1,E,156.00,312.00,1.00,16.00,485.00
Springfield,1,F,159.00,219.00,3.00,21.00,402.00
Springfield,1,G,208.00,218.00,1.00,11.00,438.00
Springfield,1,H,179.00,234.00,0.00,14.00,427.00
Springfield,2,A,205.00,198.00,1.00,11.00,415.00
Springfield,2,B,475.00,337.00,3.00,22.00,837.00
Springfield,2,C,226.00,233.00,0.00,8.00,467.00
Springfield,2,D,368.00,299.00,1.00,20.00,688.00
Springfield,2,E,434.00,251.00,1.00,19.00,705.00
Springfield,2,F,354.00,299.00,3.00,16.00,672.00
Springfield,2,G,539.00,274.00,5.00,19.00,837.00
Springfield,2,H,387.00,289.00,2.00,16.00,694.00
Springfield,3,A,128.00,209.00,0.00,14.00,351.00
Springfield,3,B,116.00,211.00,0.00,5.00,332.00
Springfield,3,C,87.00,148.00,1.00,21.00,257.00
Springfield,3,D,126.00,204.00,1.00,17.00,348.00
Springfield,3,E,111.00,171.00,3.00,10.00,295.00
Springfield,3,F,122.00,189.00,2.00,18.00,331.00
Springfield,3,G,110.00,141.00,0.00,7.00,258.00
Springfield,3,H,183.00,192.00,1.00,8.00,384.00
Springfield,4,A,275.00,297.00,1.00,9.00,582.00
Springfield,4,B,212.00,282.00,1.00,16.00,511.00
Springfield,4,C,131.00,244.00,0.00,10.00,385.00
Springfield,4,D,137.00,253.00,1.00,12.00,403.00
Springfield,4,E,126.00,211.00,1.00,11.00,349.00
Springfield,4,F,64.00,102.00,1.00,1.00,168.00
Springfield,4,G,231.00,320.00,1.00,26.00,578.00
Springfield,4,H,181.00,275.00,1.00,14.00,471.00
Springfield,5,A,261.00,258.00,1.00,18.00,538.00
Springfield,5,B,352.00,335.00,4.00,18.00,709.00
Springfield,5,C,351.00,211.00,0.00,14.00,576.00
Springfield,5,D,612.00,262.00,6.00,34.00,914.00
Springfield,5,E,406.00,375.00,4.00,23.00,808.00
Springfield,5,F,511.00,302.00,2.00,26.00,841.00
Springfield,5,G,683.00,294.00,4.00,32.00,1013.00
Springfield,5,H,513.00,243.00,4.00,16.00,776.00
Springfield,6,A,240.00,245.00,5.00,16.00,506.00
Springfield,6,B,455.00,311.00,3.00,24.00,793.00
Springfield,6,C,371.00,250.00,0.00,15.00,636.00
Springfield,6,D,655.00,273.00,5.00,27.00,960.00
Springfield,6,E,210.00,206.00,0.00,13.00,429.00
Springfield,6,F,247.00,263.00,3.00,10.00,523.00
Springfield,6,G,341.00,254.00,0.00,12.00,607.00
Springfield,6,H,487.00,340.00,5.00,21.00,853.00
Springfield,7,A,554.00,271.00,4.00,24.00,853.00
Springfield,7,B,779.00,290.00,5.00,35.00,1109.00
Springfield,7,C,712.00,291.00,3.00,41.00,1047.00
Springfield,7,D,615.00,266.00,5.00,33.00,919.00
Springfield,7,E,342.00,249.00,2.00,14.00,607.00
Springfield,7,F,693.00,289.00,1.00,40.00,1023.00
Springfield,7,G,812.00,246.00,11.00,33.00,1102.00
Springfield,7,H,344.00,134.00,0.00,17.00,495.00
Springfield,8,A,397.00,237.00,4.00,16.00,654.00
Springfield,8,B,367.00,268.00,3.00,14.00,652.00
Springfield,8,C,298.00,317.00,4.00,16.00,635.00
Springfield,8,D,171.00,192.00,0.00,16.00,379.00
Springfield,8,E,214.00,176.00,1.00,10.00,401.00
Springfield,8,F,378.00,274.00,1.00,13.00,666.00
Springfield,8,G,436.00,275.00,2.00,29.00,742.00
Springfield,8,H,313.00,274.00,0.00,10.00,597.00
Sterling,-,1,1633.00,387.00,6.00,51.00,2077.00
Sterling,-,2,1781.00,405.00,8.00,61.00,2255.00
Stockbridge,-,1,551.00,546.00,2.00,31.00,1130.00
Stoneham,-,1,1006.00,426.00,0.00,58.00,1490.00
Stoneham,-,2,1125.00,485.00,0.00,57.00,1667.00
Stoneham,-,3,1378.00,383.00,0.00,75.00,1836.00
Stoneham,-,4,1021.00,345.00,0.00,75.00,1441.00
Stoneham,-,5,1157.00,340.00,0.00,80.00,1577.00
Stoneham,-,6,1208.00,372.00,0.00,55.00,1635.00
Stoneham,-,7,1042.00,404.00,0.00,60.00,1506.00
Stoughton,-,1,1078.00,511.00,1.00,36.00,1626.00
Stoughton,-,2,933.00,427.00,0.00,45.00,1405.00
Stoughton,-,3,1048.00,398.00,3.00,46.00,1495.00
Stoughton,-,4,1283.00,408.00,7.00,66.00,1764.00
Stoughton,-,5,839.00,349.00,3.00,55.00,1246.00
Stoughton,-,6,945.00,364.00,1.00,41.00,1351.00
Stoughton,-,7,826.00,378.00,3.00,34.00,1241.00
Stoughton,-,8,686.00,359.00,8.00,35.00,1088.00
Stow,-,1,1438.00,615.00,4.00,47.00,2104.00
Stow,-,2,1318.00,589.00,2.00,56.00,1965.00
Sturbridge,-,1,1164.00,338.00,8.00,21.00,1531.00
Sturbridge,-,2,1331.00,320.00,0.00,33.00,1684.00
Sturbridge,-,3,1109.00,304.00,0.00,26.00,1439.00
Sudbury,-,1,1020.00,398.00,5.00,30.00,1453.00
Sudbury,-,1A,368.00,135.00,0.00,5.00,508.00
Sudbury,-,2,1168.00,625.00,2.00,28.00,1823.00
