City/Town,Ward,Pct,Republican,Democratic,Falchuk/ Jennings,Lively/ Saunders,Mccormick/ Post,All Others,Blanks,Total Votes Cast
New Bedford,4,F,85.00,334.00,6.00,9.00,2.00,0.00,8.00,444.00
New Bedford,5,A,78.00,240.00,3.00,10.00,2.00,1.00,8.00,342.00
New Bedford,5,B,156.00,434.00,11.00,8.00,5.00,0.00,11.00,625.00
New Bedford,5,C,170.00,305.00,7.00,13.00,9.00,0.00,5.00,509.00
New Bedford,5,D,194.00,459.00,17.00,20.00,6.00,0.00,16.00,712.00
New Bedford,5,E,320.00,500.00,15.00,22.00,4.00,3.00,27.00,891.00
New Bedford,5,F,299.00,496.00,11.00,22.00,5.00,2.00,17.00,852.00
New Bedford,6,A,240.00,336.00,11.00,20.00,4.00,1.00,14.00,626.00
New Bedford,6,B,169.00,335.00,10.00,21.00,6.00,0.00,15.00,556.00
New Bedford,6,C,45.00,150.00,4.00,10.00,3.00,0.00,9.00,221.00
New Bedford,6,D,31.00,127.00,5.00,6.00,3.00,1.00,10.00,183.00
New Bedford,6,E,66.00,196.00,8.00,7.00,5.00,1.00,11.00,294.00
New Bedford,6,F,85.00,256.00,7.00,8.00,4.00,0.00,16.00,376.00
New Braintree,-,1,253.00,159.00,16.00,2.00,7.00,0.00,1.00,438.00
New Marlborough,-,1,194.00,333.00,7.00,11.00,4.00,0.00,8.00,557.00
New Salem,-,1,190.00,230.00,30.00,8.00,3.00,0.00,1.00,462.00
Newbury,-,1,856.00,765.00,38.00,6.00,10.00,0.00,11.00,1686.00
Newbury,-,2,1022.00,582.00,42.00,14.00,6.00,3.00,13.00,1682.00
Newburyport,1,1,484.00,583.00,32.00,5.00,6.00,0.00,12.00,1122.00
Newburyport,2,1,536.00,737.00,27.00,8.00,8.00,0.00,22.00,1338.00
Newburyport,3,1,612.00,697.00,33.00,10.00,5.00,0.00,23.00,1380.00
Newburyport,4,1,768.00,712.00,48.00,4.00,7.00,0.00,21.00,1560.00
Newburyport,5,1,684.00,434.00,22.00,8.00,5.00,0.00,13.00,1166.00
Newburyport,6,1,746.00,547.00,40.00,8.00,4.00,0.00,13.00,1358.00
Newburyport,1,P,195.00,152.00,5.00,1.00,3.00,0.00,5.00,361.00
Newton,1,1,344.00,459.00,35.00,3.00,8.00,0.00,8.00,857.00
Newton,1,2,330.00,597.00,36.00,2.00,0.00,0.00,5.00,970.00
Newton,1,3,259.00,602.00,41.00,7.00,5.00,0.00,10.00,924.00
Newton,1,4,418.00,452.00,32.00,2.00,4.00,1.00,12.00,921.00
Newton,2,1,375.00,645.00,37.00,5.00,5.00,1.00,3.00,1071.00
Newton,2,2,281.00,467.00,22.00,4.00,3.00,0.00,7.00,784.00
Newton,2,3,414.00,784.00,32.00,2.00,5.00,3.00,10.00,1250.00
Newton,2,4,391.00,822.00,35.00,1.00,2.00,4.00,7.00,1262.00
Newton,3,1,417.00,689.00,46.00,9.00,3.00,2.00,13.00,1179.00
Newton,3,2,441.00,649.00,52.00,1.00,1.00,0.00,6.00,1150.00
Newton,3,3,397.00,605.00,67.00,2.00,4.00,1.00,11.00,1087.00
Newton,3,4,409.00,597.00,52.00,6.00,5.00,0.00,8.00,1077.00
Newton,4,1,354.00,548.00,111.00,3.00,2.00,0.00,9.00,1027.00
Newton,4,2,289.00,623.00,32.00,2.00,4.00,3.00,5.00,958.00
Newton,4,3,256.00,440.00,25.00,3.00,3.00,0.00,5.00,732.00
Newton,4,4,326.00,531.00,103.00,2.00,5.00,1.00,7.00,975.00
Newton,5,1,330.00,521.00,35.00,5.00,2.00,0.00,9.00,902.00
Newton,5,2,284.00,705.00,32.00,5.00,3.00,0.00,5.00,1034.00
Newton,5,3,507.00,789.00,59.00,3.00,10.00,6.00,6.00,1380.00
Newton,5,4,498.00,792.00,51.00,2.00,5.00,1.00,11.00,1360.00
Newton,6,1,353.00,558.00,35.00,2.00,5.00,0.00,6.00,959.00
Newton,6,2,339.00,757.00,37.00,3.00,7.00,1.00,13.00,1157.00
Newton,6,3,304.00,868.00,37.00,2.00,7.00,2.00,13.00,1233.00
Newton,6,4,409.00,850.00,40.00,4.00,1.00,0.00,17.00,1321.00
Newton,7,1,457.00,505.00,30.00,2.00,1.00,1.00,2.00,998.00
Newton,7,2,502.00,757.00,58.00,1.00,2.00,0.00,4.00,1324.00
Newton,7,3,129.00,207.00,12.00,0.00,1.00,1.00,1.00,351.00
Newton,7,4,265.00,271.00,24.00,0.00,1.00,0.00,3.00,564.00
Newton,8,1,589.00,525.00,66.00,1.00,5.00,0.00,9.00,1195.00
Newton,8,2,581.00,481.00,40.00,2.00,2.00,2.00,7.00,1115.00
Newton,8,3,541.00,595.00,43.00,2.00,2.00,0.00,6.00,1189.00
Newton,8,4,300.00,377.00,22.00,2.00,3.00,0.00,9.00,713.00
Norfolk,-,1,616.00,254.00,33.00,6.00,6.00,0.00,8.00,923.00
Norfolk,-,2,1187.00,560.00,64.00,9.00,9.00,1.00,17.00,1847.00
Norfolk,-,3,986.00,433.00,39.00,10.00,13.00,3.00,6.00,1490.00
N. Adams,1,1,185.00,508.00,10.00,10.00,5.00,0.00,8.00,726.00
N. Adams,2,2,151.00,427.00,10.00,6.00,5.00,0.00,2.00,601.00
N. Adams,3,3,87.00,365.00,10.00,13.00,3.00,0.00,11.00,489.00
N. Adams,4,4,233.00,605.00,13.00,15.00,5.00,0.00,13.00,884.00
N. Adams,5,5,136.00,485.00,17.00,8.00,5.00,0.00,9.00,660.00
N. Andover,-,1,658.00,453.00,36.00,14.00,7.00,1.00,14.00,1183.00
N. Andover,-,2,823.00,488.00,34.00,12.00,13.00,1.00,10.00,1381.00
N. Andover,-,3,709.00,478.00,26.00,14.00,7.00,0.00,10.00,1244.00
N. Andover,-,4,958.00,553.00,20.00,6.00,7.00,1.00,8.00,1553.00
N. Andover,-,5,608.00,295.00,21.00,3.00,7.00,0.00,7.00,941.00
N. Andover,-,6,1129.00,421.00,25.00,5.00,3.00,0.00,8.00,1591.00
N. Andover,-,7,815.00,448.00,18.00,6.00,5.00,0.00,7.00,1299.00
N. Andover,-,8,955.00,417.00,36.00,11.00,10.00,1.00,6.00,1436.00
N. Attleborough,-,1,407.00,282.00,24.00,9.00,10.00,0.00,16.00,748.00
N. Attleborough,-,2,634.00,341.00,27.00,6.00,13.00,1.00,14.00,1036.00
N. Attleborough,-,3,788.00,344.00,30.00,13.00,12.00,0.00,18.00,1205.00
N. Attleborough,-,4,396.00,290.00,25.00,13.00,9.00,0.00,9.00,742.00
N. Attleborough,-,5,554.00,319.00,28.00,10.00,6.00,0.00,15.00,932.00
N. Attleborough,-,6,753.00,339.00,24.00,6.00,12.00,0.00,9.00,1143.00
N. Attleborough,-,7,861.00,401.00,42.00,5.00,8.00,0.00,10.00,1327.00
N. Attleborough,-,8,789.00,343.00,18.00,3.00,6.00,0.00,12.00,1171.00
N. Attleborough,-,9,632.00,345.00,22.00,12.00,9.00,0.00,10.00,1030.00
N. Brookfield,-,1,1103.00,546.00,73.00,15.00,22.00,0.00,31.00,1790.00
N. Reading,-,1,1096.00,486.00,37.00,4.00,3.00,0.00,13.00,1639.00
N. Reading,-,2,846.00,477.00,37.00,14.00,5.00,1.00,19.00,1399.00
N. Reading,-,3,1016.00,493.00,38.00,7.00,7.00,0.00,16.00,1577.00
N. Reading,-,4,1053.00,529.00,41.00,11.00,6.00,2.00,14.00,1656.00
Northampton,1,A,103.00,440.00,41.00,8.00,3.00,1.00,11.00,607.00
Northampton,1,B,207.00,790.00,42.00,12.00,4.00,0.00,17.00,1072.00
Northampton,2,A,108.00,787.00,31.00,1.00,5.00,0.00,11.00,943.00
Northampton,2,B,55.00,376.00,23.00,1.00,1.00,1.00,9.00,466.00
Northampton,3,A,116.00,661.00,44.00,1.00,2.00,3.00,20.00,847.00
Northampton,3,B,101.00,565.00,57.00,6.00,8.00,0.00,18.00,755.00
Northampton,4,A,64.00,445.00,27.00,4.00,2.00,0.00,14.00,556.00
Northampton,4,B,108.00,662.00,42.00,6.00,5.00,3.00,8.00,834.00
Northampton,5,A,138.00,587.00,33.00,8.00,9.00,1.00,17.00,793.00
Northampton,5,B,147.00,673.00,33.00,5.00,1.00,0.00,20.00,879.00
Northampton,6,A,326.00,564.00,58.00,15.00,11.00,2.00,19.00,995.00
Northampton,6,B,288.00,674.00,43.00,3.00,4.00,0.00,15.00,1027.00
Northampton,7,A,227.00,685.00,64.00,13.00,3.00,0.00,16.00,1008.00
Northampton,7,B,240.00,617.00,69.00,9.00,8.00,0.00,23.00,966.00
Northborough,-,1,913.00,596.00,38.00,15.00,10.00,1.00,17.00,1590.00
Northborough,-,2,851.00,550.00,46.00,14.00,5.00,2.00,17.00,1485.00
Northborough,-,3,909.00,593.00,46.00,14.00,8.00,2.00,21.00,1593.00
Northborough,-,4,994.00,564.00,54.00,6.00,8.00,0.00,13.00,1639.00
Northbridge,-,1,850.00,432.00,46.00,24.00,16.00,0.00,29.00,1397.00
Northbridge,-,2,858.00,388.00,31.00,7.00,5.00,2.00,36.00,1327.00
Northbridge,-,3,745.00,378.00,29.00,14.00,9.00,1.00,18.00,1194.00
Northbridge,-,4,1083.00,413.00,57.00,14.00,13.00,2.00,15.00,1597.00
Northfield,-,1,454.00,606.00,79.00,17.00,11.00,0.00,13.00,1180.00
Norton,-,1,785.00,447.00,37.00,21.00,12.00,0.00,20.00,1322.00
Norton,-,2,812.00,427.00,33.00,17.00,8.00,0.00,12.00,1309.00
Norton,-,3,662.00,531.00,44.00,10.00,12.00,0.00,18.00,1277.00
Norton,-,4,830.00,487.00,30.00,11.00,6.00,0.00,13.00,1377.00
Norton,-,5,468.00,282.00,21.00,8.00,5.00,2.00,16.00,802.00
Norwell,-,1,958.00,486.00,40.00,11.00,7.00,0.00,11.00,1513.00
Norwell,-,2,1121.00,455.00,42.00,4.00,9.00,0.00,7.00,1638.00
Norwell,-,3,1081.00,509.00,48.00,5.00,15.00,1.00,10.00,1669.00
Norwood,-,1,667.00,506.00,43.00,11.00,3.00,1.00,23.00,1254.00
Norwood,-,2,624.00,490.00,27.00,10.00,5.00,1.00,8.00,1165.00
Norwood,-,3,654.00,529.00,36.00,8.00,13.00,2.00,10.00,1252.00
Norwood,-,4,884.00,583.00,47.00,7.00,14.00,0.00,11.00,1546.00
Norwood,-,5,373.00,388.00,25.00,5.00,3.00,0.00,4.00,798.00
Norwood,-,6,479.00,340.00,37.00,5.00,6.00,1.00,12.00,880.00
Norwood,-,7,569.00,479.00,28.00,5.00,6.00,1.00,7.00,1095.00
Norwood,-,8,620.00,609.00,44.00,12.00,14.00,2.00,20.00,1321.00
Norwood,-,9,807.00,481.00,23.00,8.00,4.00,2.00,16.00,1341.00
Oak Bluffs,-,1,677.00,1037.00,57.00,10.00,17.00,2.00,19.00,1819.00
Oakham,-,1,540.00,248.00,38.00,5.00,5.00,0.00,5.00,841.00
Orange,-,1,616.00,426.00,60.00,20.00,17.00,4.00,12.00,1155.00
Orange,-,2,596.00,479.00,56.00,23.00,18.00,2.00,17.00,1191.00
Orleans,-,1,1689.00,1662.00,74.00,14.00,23.00,0.00,26.00,3488.00
Otis,-,1,256.00,281.00,20.00,12.00,9.00,0.00,10.00,588.00
Oxford,-,1,746.00,380.00,38.00,9.00,10.00,0.00,13.00,1196.00
Oxford,-,2,682.00,335.00,24.00,12.00,9.00,1.00,7.00,1070.00
Oxford,-,3,690.00,368.00,61.00,16.00,14.00,1.00,13.00,1163.00
Oxford,-,4,660.00,344.00,51.00,6.00,11.00,0.00,14.00,1086.00
Palmer,-,1,550.00,309.00,89.00,17.00,16.00,1.00,15.00,997.00
Palmer,-,1A,51.00,46.00,13.00,3.00,6.00,0.00,5.00,124.00
Palmer,-,2,674.00,339.00,79.00,19.00,22.00,1.00,20.00,1154.00
Palmer,-,3,436.00,321.00,78.00,34.00,15.00,1.00,19.00,904.00
Palmer,-,4,519.00,325.00,80.00,28.00,24.00,0.00,22.00,998.00
Paxton,-,1,1181.00,617.00,56.00,19.00,12.00,5.00,11.00,1901.00
Peabody,1,1,617.00,467.00,25.00,8.00,11.00,1.00,23.00,1152.00
Peabody,1,2,766.00,487.00,46.00,9.00,9.00,2.00,13.00,1332.00
Peabody,1,3,683.00,471.00,37.00,7.00,10.00,1.00,11.00,1220.00
Peabody,2,1,277.00,341.00,31.00,8.00,7.00,2.00,8.00,674.00
Peabody,2,2,287.00,340.00,16.00,9.00,3.00,2.00,10.00,667.00
Peabody,2,3,534.00,392.00,34.00,11.00,9.00,0.00,15.00,995.00
Peabody,3,1,225.00,337.00,15.00,9.00,3.00,1.00,9.00,599.00
Peabody,3,2,386.00,395.00,32.00,13.00,16.00,2.00,13.00,857.00
Peabody,3,3,527.00,418.00,36.00,13.00,3.00,2.00,14.00,1013.00
Peabody,4,1,543.00,456.00,33.00,13.00,11.00,0.00,11.00,1067.00
Peabody,4,2,534.00,358.00,20.00,8.00,1.00,1.00,8.00,930.00
Peabody,4,3,343.00,281.00,17.00,4.00,6.00,0.00,4.00,655.00
Peabody,4,3A,542.00,578.00,40.00,8.00,6.00,0.00,14.00,1188.00
Peabody,5,1,750.00,458.00,38.00,6.00,9.00,3.00,14.00,1278.00
Peabody,5,2,544.00,371.00,27.00,8.00,11.00,0.00,11.00,972.00
Peabody,5,3,553.00,437.00,28.00,2.00,4.00,0.00,10.00,1034.00
Peabody,6,1,846.00,420.00,38.00,8.00,7.00,0.00,8.00,1327.00
Peabody,6,2,778.00,430.00,27.00,6.00,13.00,1.00,11.00,1266.00
Peabody,6,3,789.00,446.00,37.00,8.00,6.00,1.00,10.00,1297.00
Pelham,-,1,132.00,508.00,18.00,7.00,4.00,0.00,7.00,676.00
Pembroke,-,1,977.00,515.00,41.00,8.00,7.00,0.00,16.00,1564.00
Pembroke,-,2,799.00,490.00,40.00,6.00,15.00,0.00,16.00,1366.00
Pembroke,-,3,820.00,484.00,51.00,22.00,21.00,0.00,10.00,1408.00
Pembroke,-,4,920.00,517.00,43.00,14.00,18.00,0.00,14.00,1526.00
Pembroke,-,5,915.00,415.00,35.00,9.00,13.00,0.00,13.00,1400.00
Pepperell,-,1,902.00,474.00,44.00,22.00,12.00,1.00,6.00,1461.00
Pepperell,-,2,943.00,558.00,53.00,10.00,9.00,2.00,14.00,1589.00
Pepperell,-,3,935.00,525.00,39.00,18.00,5.00,0.00,11.00,1533.00
Peru,-,1,104.00,141.00,31.00,7.00,1.00,0.00,3.00,287.00
Petersham,-,1,299.00,284.00,27.00,22.00,4.00,1.00,10.00,647.00
Phillipston,-,1,410.00,236.00,18.00,12.00,7.00,0.00,6.00,689.00
Pittsfield,1,A,153.00,398.00,22.00,12.00,8.00,0.00,11.00,604.00
Pittsfield,1,B,240.00,546.00,28.00,10.00,7.00,0.00,13.00,844.00
Pittsfield,2,A,56.00,236.00,12.00,13.00,5.00,0.00,4.00,326.00
Pittsfield,2,B,206.00,543.00,35.00,21.00,13.00,0.00,13.00,831.00
Pittsfield,3,A,241.00,682.00,25.00,16.00,9.00,0.00,14.00,987.00
Pittsfield,3,B,305.00,721.00,26.00,18.00,6.00,2.00,8.00,1086.00
Pittsfield,4,A,318.00,668.00,35.00,15.00,6.00,1.00,17.00,1060.00
Pittsfield,4,B,461.00,790.00,38.00,15.00,5.00,1.00,6.00,1316.00
Pittsfield,5,A,197.00,575.00,21.00,16.00,10.00,0.00,11.00,830.00
Pittsfield,5,B,244.00,561.00,25.00,14.00,8.00,0.00,16.00,868.00
Pittsfield,6,A,244.00,621.00,32.00,14.00,12.00,1.00,12.00,936.00
Pittsfield,6,B,154.00,364.00,10.00,11.00,4.00,0.00,14.00,557.00
Pittsfield,7,A,111.00,295.00,32.00,11.00,5.00,1.00,10.00,465.00
Pittsfield,7,B,225.00,559.00,39.00,20.00,5.00,0.00,11.00,859.00
Plainfield,-,1,85.00,213.00,11.00,7.00,3.00,0.00,5.00,324.00
Plainville,-,1,676.00,364.00,42.00,7.00,12.00,1.00,28.00,1130.00
Plainville,-,2,676.00,352.00,26.00,23.00,10.00,1.00,24.00,1112.00
Plainville,-,3,720.00,350.00,51.00,10.00,13.00,0.00,18.00,1162.00
Plymouth,-,1,508.00,421.00,32.00,11.00,16.00,0.00,10.00,998.00
Plymouth,-,2,654.00,538.00,54.00,10.00,19.00,2.00,11.00,1288.00
Plymouth,-,3,521.00,494.00,41.00,7.00,12.00,0.00,14.00,1089.00
Plymouth,-,4,690.00,511.00,43.00,9.00,8.00,2.00,11.00,1274.00
Plymouth,-,5,974.00,553.00,61.00,4.00,10.00,1.00,15.00,1618.00
Plymouth,-,6,778.00,630.00,64.00,12.00,14.00,1.00,14.00,1513.00
Plymouth,-,7,756.00,554.00,43.00,9.00,9.00,5.00,14.00,1390.00
Plymouth,-,8,949.00,569.00,39.00,9.00,16.00,1.00,12.00,1595.00
Plymouth,-,9,631.00,381.00,36.00,8.00,16.00,1.00,10.00,1083.00
Plymouth,-,10,580.00,372.00,34.00,7.00,6.00,0.00,9.00,1008.00
Plymouth,-,11,996.00,636.00,59.00,6.00,12.00,2.00,23.00,1734.00
Plymouth,-,12,834.00,456.00,56.00,18.00,14.00,2.00,9.00,1389.00
Plymouth,-,13,808.00,551.00,46.00,10.00,12.00,0.00,7.00,1434.00
Plymouth,-,14,899.00,454.00,35.00,8.00,9.00,0.00,7.00,1412.00
Plymouth,-,15,1723.00,959.00,51.00,12.00,14.00,2.00,9.00,2770.00
Plympton,-,1,757.00,440.00,60.00,8.00,12.00,1.00,13.00,1291.00
Princeton,-,1,1062.00,605.00,74.00,11.00,9.00,0.00,18.00,1779.00
Provincetown,-,1,219.00,1357.00,46.00,9.00,8.00,1.00,12.00,1652.00
Quincy,1,1,446.00,374.00,28.00,6.00,10.00,2.00,12.00,878.00
Quincy,1,2,258.00,422.00,16.00,3.00,6.00,2.00,10.00,717.00
Quincy,1,3,444.00,439.00,26.00,10.00,6.00,0.00,12.00,937.00
Quincy,1,4,742.00,527.00,36.00,6.00,10.00,2.00,16.00,1339.00
Quincy,1,5,725.00,584.00,50.00,10.00,11.00,1.00,12.00,1393.00
Quincy,2,1,443.00,401.00,37.00,7.00,6.00,0.00,9.00,903.00
Quincy,2,2,397.00,457.00,33.00,7.00,9.00,0.00,7.00,910.00
Quincy,2,3,159.00,211.00,17.00,1.00,7.00,0.00,3.00,398.00
Quincy,2,3A,72.00,63.00,7.00,1.00,4.00,0.00,1.00,148.00
Quincy,2,4,315.00,319.00,24.00,5.00,14.00,1.00,6.00,684.00
Quincy,2,5,470.00,451.00,35.00,5.00,9.00,0.00,10.00,980.00
Quincy,3,1,486.00,441.00,36.00,8.00,4.00,1.00,12.00,988.00
Quincy,3,2,457.00,439.00,45.00,8.00,6.00,0.00,9.00,964.00
Quincy,3,3,259.00,292.00,33.00,3.00,5.00,2.00,8.00,602.00
Quincy,3,4,638.00,444.00,32.00,9.00,3.00,0.00,7.00,1133.00
Quincy,3,5,249.00,306.00,18.00,6.00,10.00,0.00,7.00,596.00
Quincy,4,1,422.00,368.00,25.00,5.00,2.00,1.00,7.00,830.00
Quincy,4,2,541.00,468.00,34.00,4.00,5.00,4.00,7.00,1063.00
Quincy,4,3,628.00,386.00,36.00,7.00,4.00,0.00,10.00,1071.00
Quincy,4,4,256.00,305.00,21.00,3.00,1.00,1.00,5.00,592.00
Quincy,4,5,358.00,335.00,41.00,10.00,6.00,1.00,8.00,759.00
Quincy,5,1,308.00,355.00,28.00,5.00,4.00,2.00,9.00,711.00
Quincy,5,2,333.00,460.00,34.00,7.00,12.00,1.00,18.00,865.00
Quincy,5,3,504.00,468.00,29.00,10.00,6.00,1.00,13.00,1031.00
Quincy,5,4,462.00,360.00,47.00,1.00,5.00,1.00,10.00,886.00
Quincy,5,5,506.00,467.00,32.00,2.00,8.00,0.00,13.00,1028.00
Quincy,6,1,358.00,389.00,33.00,3.00,4.00,3.00,4.00,794.00
Quincy,6,2,281.00,295.00,12.00,3.00,8.00,2.00,5.00,606.00
Quincy,6,3,623.00,477.00,21.00,1.00,7.00,0.00,8.00,1137.00
Quincy,6,4,345.00,407.00,31.00,4.00,6.00,0.00,5.00,798.00
Quincy,6,5,919.00,545.00,48.00,4.00,7.00,1.00,14.00,1538.00
Randolph,-,1,268.00,493.00,20.00,12.00,8.00,2.00,10.00,813.00
Randolph,-,2,183.00,490.00,15.00,3.00,3.00,2.00,4.00,700.00
Randolph,-,3,235.00,447.00,24.00,4.00,2.00,1.00,12.00,725.00
Randolph,-,4,286.00,532.00,15.00,3.00,5.00,0.00,11.00,852.00
Randolph,-,5,277.00,432.00,19.00,3.00,6.00,0.00,8.00,745.00
Randolph,-,6,218.00,434.00,20.00,5.00,8.00,1.00,6.00,692.00
Randolph,-,7,268.00,498.00,27.00,5.00,2.00,1.00,2.00,803.00
Randolph,-,8,226.00,580.00,22.00,5.00,2.00,1.00,14.00,850.00
Randolph,-,9,213.00,487.00,21.00,4.00,3.00,1.00,3.00,732.00
Randolph,-,10,276.00,483.00,20.00,4.00,5.00,1.00,10.00,799.00
Randolph,-,11,308.00,484.00,34.00,15.00,5.00,0.00,7.00,853.00
Randolph,-,12,332.00,474.00,24.00,9.00,8.00,1.00,12.00,860.00
Raynham,-,1,667.00,352.00,30.00,7.00,9.00,1.00,14.00,1080.00
Raynham,-,1A,100.00,73.00,6.00,1.00,0.00,0.00,2.00,182.00
Raynham,-,2,695.00,330.00,47.00,9.00,9.00,2.00,10.00,1102.00
Raynham,-,2A,156.00,55.00,4.00,3.00,2.00,0.00,3.00,223.00
Raynham,-,3,689.00,391.00,28.00,21.00,14.00,0.00,24.00,1167.00
Raynham,-,4,672.00,394.00,37.00,9.00,8.00,1.00,15.00,1136.00
Reading,-,1,988.00,567.00,34.00,7.00,11.00,1.00,9.00,1617.00
Reading,-,2,678.00,535.00,37.00,12.00,7.00,0.00,10.00,1279.00
Reading,-,3,779.00,539.00,31.00,3.00,7.00,0.00,9.00,1368.00
Reading,-,4,752.00,509.00,30.00,4.00,5.00,0.00,14.00,1314.00
Reading,-,5,607.00,561.00,38.00,6.00,4.00,0.00,18.00,1234.00
Reading,-,6,592.00,462.00,31.00,1.00,6.00,0.00,4.00,1096.00
Reading,-,7,792.00,613.00,40.00,5.00,4.00,0.00,15.00,1469.00
Reading,-,8,876.00,498.00,21.00,8.00,2.00,0.00,9.00,1414.00
Rehoboth,-,1,752.00,349.00,34.00,26.00,16.00,0.00,22.00,1199.00
Rehoboth,-,2,802.00,475.00,26.00,20.00,18.00,0.00,20.00,1361.00
Rehoboth,-,3,768.00,459.00,17.00,18.00,16.00,0.00,22.00,1300.00
Revere,1,1,315.00,363.00,26.00,8.00,4.00,0.00,23.00,739.00
Revere,1,2,236.00,341.00,24.00,3.00,5.00,2.00,16.00,627.00
Revere,1,3,269.00,310.00,24.00,6.00,5.00,0.00,8.00,622.00
Revere,2,1,170.00,216.00,18.00,2.00,6.00,0.00,7.00,419.00
Revere,2,2,141.00,223.00,21.00,3.00,1.00,1.00,7.00,397.00
Revere,2,3,38.00,114.00,6.00,2.00,1.00,0.00,7.00,168.00
Revere,2,3A,41.00,41.00,1.00,1.00,0.00,0.00,2.00,86.00
Revere,3,1,299.00,298.00,10.00,2.00,7.00,0.00,10.00,626.00
Revere,3,2,228.00,294.00,17.00,2.00,5.00,1.00,18.00,565.00
Revere,3,3,259.00,316.00,14.00,1.00,6.00,1.00,15.00,612.00
Revere,4,1,335.00,308.00,14.00,5.00,9.00,4.00,16.00,691.00
Revere,4,2,288.00,301.00,17.00,2.00,4.00,0.00,13.00,625.00
Revere,4,3,364.00,341.00,22.00,8.00,12.00,1.00,15.00,763.00
Revere,5,1,362.00,276.00,19.00,4.00,7.00,3.00,13.00,684.00
Revere,5,1A,204.00,227.00,18.00,5.00,3.00,0.00,12.00,469.00
Revere,5,2,169.00,185.00,12.00,1.00,3.00,0.00,4.00,374.00
Revere,5,2A,93.00,146.00,10.00,2.00,4.00,0.00,17.00,272.00
Revere,5,3,309.00,316.00,17.00,7.00,3.00,3.00,19.00,674.00
Revere,6,1,475.00,323.00,19.00,2.00,8.00,0.00,18.00,845.00
Revere,6,2,515.00,350.00,18.00,2.00,5.00,0.00,23.00,913.00
Revere,6,3,202.00,258.00,16.00,2.00,7.00,2.00,9.00,496.00
Richmond,-,1,181.00,442.00,13.00,10.00,4.00,0.00,2.00,652.00
Rochester,-,1,1349.00,741.00,75.00,34.00,24.00,2.00,21.00,2246.00
Rockland,-,1,595.00,406.00,52.00,10.00,15.00,0.00,12.00,1090.00
Rockland,-,2,655.00,494.00,52.00,17.00,18.00,2.00,8.00,1246.00
Rockland,-,3,398.00,296.00,27.00,5.00,12.00,3.00,12.00,753.00
Rockland,-,4,434.00,339.00,32.00,12.00,6.00,2.00,11.00,836.00
Rockland,-,5,629.00,406.00,51.00,11.00,9.00,0.00,10.00,1116.00
Rockland,-,6,645.00,394.00,29.00,9.00,5.00,3.00,9.00,1094.00
Rockport,-,1,409.00,491.00,31.00,8.00,9.00,0.00,13.00,961.00
Rockport,-,2,549.00,611.00,38.00,9.00,8.00,0.00,14.00,1229.00
Rockport,-,3,686.00,743.00,58.00,4.00,7.00,0.00,19.00,1517.00
Rowe,-,1,77.00,60.00,5.00,3.00,0.00,0.00,8.00,153.00
Rowley,-,1,1698.00,854.00,81.00,25.00,21.00,1.00,22.00,2702.00
Royalston,-,1,150.00,135.00,13.00,13.00,5.00,0.00,6.00,322.00
Royalston,-,2,103.00,88.00,12.00,8.00,5.00,0.00,5.00,221.00
Russell,-,1,339.00,139.00,45.00,16.00,7.00,0.00,18.00,564.00
Rutland,-,1,656.00,321.00,49.00,12.00,9.00,0.00,8.00,1055.00
Rutland,-,2,733.00,322.00,27.00,8.00,10.00,1.00,4.00,1105.00
Rutland,-,3,667.00,372.00,31.00,12.00,9.00,1.00,8.00,1100.00
Salem,1,1,528.00,638.00,57.00,12.00,10.00,2.00,13.00,1260.00
Salem,1,2,55.00,360.00,9.00,1.00,2.00,0.00,6.00,433.00
Salem,2,1,397.00,675.00,30.00,6.00,9.00,1.00,13.00,1131.00
Salem,2,2,415.00,739.00,45.00,7.00,3.00,0.00,10.00,1219.00
Salem,3,1,313.00,438.00,22.00,6.00,7.00,0.00,11.00,797.00
Salem,3,2,428.00,433.00,32.00,6.00,3.00,0.00,15.00,917.00
Salem,4,1,446.00,444.00,27.00,15.00,9.00,2.00,18.00,961.00
Salem,4,2,567.00,405.00,32.00,13.00,15.00,2.00,10.00,1044.00
Salem,5,1,429.00,586.00,43.00,15.00,15.00,0.00,15.00,1103.00
Salem,5,2,241.00,421.00,26.00,7.00,4.00,0.00,11.00,710.00
Salem,6,1,488.00,553.00,39.00,14.00,10.00,1.00,19.00,1124.00
Salem,6,2,352.00,463.00,29.00,7.00,9.00,1.00,19.00,880.00
Salem,7,1,375.00,406.00,23.00,7.00,6.00,0.00,12.00,829.00
Salem,7,2,494.00,491.00,18.00,7.00,4.00,0.00,7.00,1021.00
Salisbury,-,1,514.00,418.00,42.00,5.00,10.00,0.00,12.00,1001.00
Salisbury,-,2,603.00,435.00,27.00,8.00,9.00,0.00,6.00,1088.00
Salisbury,-,3,547.00,340.00,28.00,16.00,3.00,0.00,15.00,949.00
Sandisfield,-,1,93.00,152.00,7.00,8.00,6.00,0.00,3.00,269.00
Sandwich,-,1,935.00,739.00,41.00,9.00,11.00,2.00,16.00,1753.00
Sandwich,-,2,1053.00,634.00,44.00,5.00,6.00,0.00,8.00,1750.00
Sandwich,-,3,903.00,492.00,33.00,5.00,11.00,0.00,10.00,1454.00
Sandwich,-,4,906.00,516.00,40.00,12.00,11.00,0.00,9.00,1494.00
Sandwich,-,5,822.00,444.00,39.00,10.00,6.00,0.00,9.00,1330.00
