id,Geographic Area Name,Estimate!!SEX AND AGE!!Total population,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Percent Margin of Error!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races",Estimate!!Total housing units,Margin of Error!!Total housing units,Percent!!Total housing units,Percent Margin of Error!!Total housing units
1400000US25001010100,101,2959,150,135,5.1,4.6,0,12,0,1.2,117,130,4,4.4,0,12,0,1.2,33,36,1.1,1.2,2809,134,94.9,4.6,2622,169,88.6,5.8,91,59,3.1,2,0,12,0,1.2,31,45,1,1.5,0,12,0,1.2,0,12,0,1.2,65,81,2.2,2.7,0,12,0,1.2,65,81,2.2,2.7,4363,247,(X),(X)
1400000US25001010206,102.06,3011,3,8,0.1,0.3,1,3,0,0.1,1,3,0,0.1,0,12,0,1.2,1,3,0,0.1,3008,277,99.9,0.3,2906,269,96.5,2.1,39,44,1.3,1.4,0,12,0,1.2,0,12,0,1.2,0,12,0,1.2,0,12,0,1.2,63,48,2.1,1.6,15,22,0.5,0.7,48,42,1.6,1.4,4586,179,(X),(X)
1400000US25001010208,102.08,1738,28,43,1.6,2.5,0,12,0,2,0,12,0,2,0,12,0,2,28,43,1.6,2.5,1710,276,98.4,2.5,1676,272,96.4,3.1,0,12,0,2,29,31,1.7,1.7,0,12,0,2,0,12,0,2,0,12,0,2,5,8,0.3,0.5,0,12,0,2,5,8,0.3,0.5,3324,103,(X),(X)
1400000US25001010304,103.04,1995,10,14,0.5,0.7,7,12,0.4,0.6,0,12,0,1.7,0,12,0,1.7,3,8,0.2,0.4,1985,305,99.5,0.7,1957,305,98.1,1.7,0,12,0,1.7,15,26,0.8,1.3,11,17,0.6,0.9,0,12,0,1.7,0,12,0,1.7,2,8,0.1,0.4,0,12,0,1.7,2,8,0.1,0.4,2654,116,(X),(X)
1400000US25001010306,103.06,2937,94,115,3.2,4,0,12,0,1.2,3,8,0.1,0.3,0,12,0,1.2,91,115,3.1,4,2843,330,96.8,4,2800,329,95.3,4.6,0,12,0,1.2,0,12,0,1.2,43,66,1.5,2.3,0,12,0,1.2,0,12,0,1.2,0,12,0,1.2,0,12,0,1.2,0,12,0,1.2,3124,156,(X),(X)
1400000US25001010400,104,3067,99,98,3.2,3.2,60,91,2,2.9,0,12,0,1.1,13,20,0.4,0.7,26,40,0.8,1.3,2968,269,96.8,3.2,2912,272,94.9,3.8,29,47,0.9,1.5,0,12,0,1.1,0,12,0,1.1,0,12,0,1.1,0,12,0,1.1,27,48,0.9,1.6,0,12,0,1.1,27,48,0.9,1.6,2382,135,(X),(X)
1400000US25001010500,105,2807,7,11,0.2,0.4,0,12,0,1.2,0,12,0,1.2,7,11,0.2,0.4,0,12,0,1.2,2800,266,99.8,0.4,2774,271,98.8,1.2,5,13,0.2,0.5,0,12,0,1.2,16,26,0.6,0.9,0,12,0,1.2,0,12,0,1.2,5,11,0.2,0.4,0,12,0,1.2,5,11,0.2,0.4,2917,158,(X),(X)
1400000US25001010600,106,3379,116,162,3.4,4.7,0,12,0,1,0,12,0,1,0,12,0,1,116,162,3.4,4.7,3263,237,96.6,4.7,2978,271,88.1,7.3,247,190,7.3,5.5,0,12,0,1,38,39,1.1,1.1,0,12,0,1,0,12,0,1,0,12,0,1,0,12,0,1,0,12,0,1,2904,145,(X),(X)
1400000US25001010700,107,2750,16,17,0.6,0.6,0,12,0,1.3,0,12,0,1.3,7,12,0.3,0.4,9,12,0.3,0.4,2734,225,99.4,0.6,2595,235,94.4,3.2,69,73,2.5,2.7,0,12,0,1.3,3,5,0.1,0.2,0,12,0,1.3,17,26,0.6,0.9,50,39,1.8,1.4,0,12,0,1.3,50,39,1.8,1.4,4285,137,(X),(X)
1400000US25001010800,108,5201,32,32,0.6,0.6,18,27,0.3,0.5,10,16,0.2,0.3,0,17,0,0.7,4,10,0.1,0.2,5169,365,99.4,0.6,5074,387,97.6,1.7,25,49,0.5,1,12,23,0.2,0.4,30,29,0.6,0.6,0,17,0,0.7,0,17,0,0.7,28,38,0.5,0.7,0,17,0,0.7,28,38,0.5,0.7,3780,181,(X),(X)
1400000US25001010900,109,4657,93,106,2,2.3,0,12,0,0.7,36,65,0.8,1.4,0,12,0,0.7,57,90,1.2,1.9,4564,371,98,2.3,4480,375,96.2,2.9,53,61,1.1,1.3,0,12,0,0.7,0,12,0,0.7,0,12,0,0.7,0,12,0,0.7,31,37,0.7,0.8,0,12,0,0.7,31,37,0.7,0.8,4151,168,(X),(X)
1400000US25001011002,110.02,4205,75,100,1.8,2.4,28,45,0.7,1.1,0,12,0,0.8,0,12,0,0.8,47,63,1.1,1.5,4130,300,98.2,2.4,3954,288,94,3.2,76,98,1.8,2.3,0,12,0,0.8,0,12,0,0.8,0,12,0,0.8,47,60,1.1,1.4,53,41,1.3,1,36,32,0.9,0.8,17,20,0.4,0.5,3432,104,(X),(X)
1400000US25001011100,111,4704,113,96,2.4,2.1,0,12,0,0.7,60,86,1.3,1.8,0,12,0,0.7,53,55,1.1,1.2,4591,362,97.6,2.1,4330,377,92,4.6,15,22,0.3,0.5,0,12,0,0.7,158,146,3.4,3.1,0,12,0,0.7,10,17,0.2,0.4,78,102,1.7,2.1,0,12,0,0.7,78,102,1.7,2.1,3010,131,(X),(X)
1400000US25001011200,112,3296,35,46,1.1,1.4,0,12,0,1.1,28,44,0.8,1.3,0,12,0,1.1,7,16,0.2,0.5,3261,241,98.9,1.4,2952,281,89.6,4.1,147,153,4.5,4.7,0,12,0,1.1,153,143,4.6,4.4,0,12,0,1.1,9,15,0.3,0.5,0,12,0,1.1,0,12,0,1.1,0,12,0,1.1,3603,101,(X),(X)
1400000US25001011300,113,2874,132,124,4.6,4.1,10,16,0.3,0.6,122,124,4.2,4.1,0,12,0,1.2,0,12,0,1.2,2742,341,95.4,4.1,2701,346,94,3.8,0,12,0,1.2,5,9,0.2,0.3,8,14,0.3,0.5,0,12,0,1.2,28,48,1,1.7,0,12,0,1.2,0,12,0,1.2,0,12,0,1.2,2747,91,(X),(X)
1400000US25001011400,114,2960,43,69,1.5,2.3,0,12,0,1.2,0,12,0,1.2,0,12,0,1.2,43,69,1.5,2.3,2917,294,98.5,2.3,2836,265,95.8,4.8,81,129,2.7,4.3,0,12,0,1.2,0,12,0,1.2,0,12,0,1.2,0,12,0,1.2,0,12,0,1.2,0,12,0,1.2,0,12,0,1.2,2710,104,(X),(X)
1400000US25001011500,115,3951,41,46,1,1.2,0,12,0,0.9,0,12,0,0.9,0,12,0,0.9,41,46,1,1.2,3910,323,99,1.2,3319,365,84,8.1,345,296,8.7,7.3,41,58,1,1.5,95,113,2.4,2.9,0,12,0,0.9,23,39,0.6,1,87,86,2.2,2.2,17,30,0.4,0.8,70,79,1.8,2,2751,126,(X),(X)
