Info 0    [17:00:30.955] Starting TS Server
Info 1    [17:00:30.956] Version: 4.2.3
Info 2    [17:00:30.956] Arguments: /usr/local/bin/node /Users/xavierruiz/Projects/CS506Spring2021Repository/City of Revere Service Data Project/website/node_modules/.bin/tsserver --logFile /Users/xavierruiz/Projects/CS506Spring2021Repository/.log/tsserver.log --logVerbosity info --cancellationPipeName /private/var/folders/wd/ns9g45yd3xxf08wb0_5d5wqw0000gn/T/f299df87f2381f0d5faae8829dadce5f/tscancellation*
Info 3    [17:00:30.956] Platform: darwin NodeVersion: 15 CaseSensitive: false
Info 4    [17:00:30.956] ServerMode: undefined syntaxOnly: false hasUnknownServerMode: undefined
Info 5    [17:00:34.036] Search path: /Users/xavierruiz/Projects/CS506Spring2021Repository/City of Revere Service Data Project/website/src/comps
Info 6    [17:00:34.038] For info: /Users/xavierruiz/Projects/CS506Spring2021Repository/City of Revere Service Data Project/website/src/comps/ALL-StreetCleaning.jsx :: No config files found.
Info 7    [17:00:34.044] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 8    [17:00:36.549] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 1 structureChanged: true Elapsed: 2505.037847995758ms
Info 9    [17:00:36.549] Project '/dev/null/inferredProject1*' (Inferred)
Info 10   [17:00:36.549] 	Files (138)

Info 11   [17:00:36.549] -----------------------------------------------
Info 12   [17:00:36.586] Starting updateGraphWorker: Project: /dev/null/autoImportProviderProject1*
Info 13   [17:00:38.197] Finishing updateGraphWorker: Project: /dev/null/autoImportProviderProject1* Version: 1 structureChanged: true Elapsed: 1610.5783460140228ms
Info 14   [17:00:38.197] Project '/dev/null/autoImportProviderProject1*' (AutoImportProvider)
Info 15   [17:00:38.197] 	Files (86)

Info 16   [17:00:38.197] -----------------------------------------------
Info 17   [17:00:39.126] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 18   [17:00:39.494] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 2 structureChanged: true Elapsed: 368.6353949904442ms
Info 19   [17:00:39.494] Project '/dev/null/inferredProject1*' (Inferred)
Info 20   [17:00:39.494] 	Files (143)

Info 21   [17:00:39.494] -----------------------------------------------
Info 22   [17:00:39.495] Project '/dev/null/autoImportProviderProject1*' (AutoImportProvider)
Info 23   [17:00:39.495] 	Files (86)

Info 24   [17:00:39.495] -----------------------------------------------
Info 25   [17:00:41.630] Before ensureProjectForOpenFiles:
Info 26   [17:00:41.630] After ensureProjectForOpenFiles:
Info 27   [17:00:41.631] got projects updated in background, updating diagnostics for /Users/xavierruiz/Projects/CS506Spring2021Repository/City of Revere Service Data Project/website/src/comps/ALL-StreetCleaning.jsx
