TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;25;023;5011.01;1030;2
Census Block;25;023;5011.01;1031;2
Census Block;25;023;5011.01;1032;2
Census Block;25;023;5011.01;1033;2
Census Block;25;023;5011.01;1034;2
Census Block;25;023;5011.01;2004;2
Census Block;25;023;5011.01;2033;2
Census Block;25;023;5011.01;2034;2
Census Block;25;023;5011.01;2035;2
Census Block;25;023;5011.01;2036;2
Census Block;25;023;5011.01;2043;2
Census Block;25;023;5011.01;2044;2
Census Block;25;023;5011.01;2045;2
Census Block;25;023;5011.01;2046;2
Census Block;25;023;5011.01;2047;2
Census Block;25;023;5011.01;2048;2
Census Block;25;023;5011.01;2049;2
Census Block;25;023;5011.01;2050;2
Census Block;25;023;5011.01;2051;2
Census Block;25;023;5011.01;2052;2
Census Block;25;023;5011.01;2053;2
Census Block;25;023;5011.01;2054;2
Census Block;25;023;5011.01;2055;2
Census Block;25;023;5011.01;2056;2
Census Block;25;023;5011.01;2057;2
Census Block;25;023;5011.01;2058;2
Census Block;25;023;5011.01;2061;2
Census Block;25;023;5011.01;2062;2
Census Block;25;023;5011.01;2063;2
Census Block;25;023;5011.01;2064;2
Census Block;25;023;5011.01;2065;2
Census Block;25;023;5011.01;2066;2
Census Block;25;023;5011.01;2067;2
Census Block;25;023;5011.01;2068;2
Census Block;25;023;5011.01;3001;1
Census Block;25;023;5011.01;3002;2
Census Block;25;023;5011.01;3003;2
Census Block;25;023;5011.01;3004;2
Census Block;25;023;5011.01;3005;2
Census Block;25;023;5011.01;3006;1,2
Census Block;25;023;5011.01;3007;1,2
Census Block;25;023;5011.01;3008;1,2
Census Block;25;023;5011.01;3009;2
Census Block;25;023;5011.01;3010;1,2
Census Block;25;023;5011.01;3011;2
Census Block;25;023;5011.01;3012;1
Census Block;25;023;5011.01;3013;1
Census Block;25;023;5011.01;3014;1
Census Block;25;023;5011.01;3015;1,2
Census Block;25;023;5011.01;3016;2
Census Block;25;023;5011.01;3017;2
Census Block;25;023;5011.01;3018;2
Census Block;25;023;5011.01;3019;1,2
Census Block;25;023;5011.01;3020;2
Census Block;25;023;5011.01;3021;2
Census Block;25;023;5011.01;3022;2
Census Block;25;023;5011.01;3023;1,2
Census Block;25;023;5011.01;3024;1
Census Block;25;023;5011.01;3025;1,2
Census Block;25;023;5011.01;3026;1,2
Census Block;25;023;5011.01;3027;1,2
Census Block;25;023;5011.02;1000;1
Census Block;25;023;5011.02;1001;1
Census Block;25;023;5011.02;1002;1
Census Block;25;023;5011.02;1003;1
Census Block;25;023;5011.02;1004;1
Census Block;25;023;5011.02;1005;1
Census Block;25;023;5011.02;1006;1
Census Block;25;023;5011.02;1007;1
Census Block;25;023;5011.02;1008;1
Census Block;25;023;5011.02;1009;1
Census Block;25;023;5011.02;1010;1
Census Block;25;023;5011.02;1011;1
Census Block;25;023;5011.02;1012;1,2
Census Block;25;023;5011.02;1013;1,2
Census Block;25;023;5011.02;1014;1
Census Block;25;023;5011.02;1015;1
Census Block;25;023;5011.02;1016;1,2
Census Block;25;023;5011.02;1017;1,2
Census Block;25;023;5011.02;2002;1
Census Block;25;023;5011.02;2003;1
Census Block;25;023;5011.02;2004;1
Census Block;25;023;5011.02;2005;1
Census Block;25;023;5011.02;2006;1
Census Block;25;023;5011.02;2007;1
Census Block;25;023;5011.02;2008;1
Census Block;25;023;5011.02;2009;1
Census Block;25;023;5011.02;2010;1
Census Block;25;023;5011.02;2011;1
Census Block;25;023;5011.02;2012;1
Census Block;25;023;5011.02;2013;1
Census Block;25;023;5011.02;2014;1
Census Block;25;023;5011.02;2015;1
Census Block;25;023;5011.02;2016;1
Census Block;25;023;5011.02;2017;1
Census Block;25;023;5011.02;2024;1
Census Block;25;023;5011.02;2028;1
Census Block;25;023;5011.02;2029;1
Census Block;25;023;5011.02;2030;1
Census Block;25;023;5011.02;2031;1
Census Block;25;023;5011.02;2044;1
Census Block;25;023;5011.02;2045;1
Census Block;25;023;5011.02;2046;1
Census Block;25;023;5011.02;2047;1
Census Block;25;023;5011.02;2048;1
Census Block;25;023;5011.02;2049;1
Census Block;25;023;5011.02;2053;1
Census Block;25;023;5011.02;2054;1
Census Block;25;023;5011.02;2055;1
Census Block;25;023;5011.02;2056;1
Census Block;25;023;5011.02;2057;1
Census Block;25;023;5011.02;4052;1
Census Block;25;023;5011.02;4053;1
Census Block;25;023;5011.02;4054;1
Census Block;25;023;5011.02;4055;1
Census Block;25;023;5011.02;4056;1
Census Block;25;023;5011.02;4057;1
Census Block;25;023;5011.02;4058;1
Census Block;25;023;5011.02;4059;1
Census Block;25;023;5011.02;4060;1
Census Block;25;023;5011.02;4061;1
Census Block;25;023;5012.01;1000;2
Census Block;25;023;5012.01;1001;2
Census Block;25;023;5012.01;1002;2
Census Block;25;023;5012.01;1003;2
Census Block;25;023;5012.01;1004;2
Census Block;25;023;5012.01;1005;1,2
Census Block;25;023;5012.01;1006;2
Census Block;25;023;5012.01;1007;2
Census Block;25;023;5012.01;1008;2
Census Block;25;023;5012.01;1009;2
Census Block;25;023;5012.01;1010;2
Census Block;25;023;5012.01;1011;2
Census Block;25;023;5012.01;2000;1,2
Census Block;25;023;5012.01;2010;1
