TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;25;003;9251.00;2045;1
Census Block;25;003;9251.00;2046;1
Census Block;25;003;9251.00;2047;1
Census Block;25;003;9251.00;2048;1
Census Block;25;003;9251.00;2059;1
Census Block;25;003;9251.00;2060;1
Census Block;25;003;9251.00;2061;1
Census Block;25;003;9251.00;2062;1
Census Block;25;003;9251.00;2063;1
Census Block;25;003;9251.00;2064;1
Census Block;25;003;9251.00;2065;1
Census Block;25;003;9251.00;2107;1
Census Block;25;003;9251.00;2108;1
Census Block;25;003;9251.00;2109;1
Census Block;25;003;9251.00;2110;1
Census Block;25;003;9251.00;2111;1
Census Block;25;003;9251.00;2112;1
Census Block;25;003;9251.00;3000;1
Census Block;25;003;9251.00;3001;1
Census Block;25;003;9251.00;3002;1
Census Block;25;003;9251.00;3003;1
Census Block;25;003;9251.00;3004;1
Census Block;25;003;9251.00;3005;1
Census Block;25;003;9251.00;3006;1
Census Block;25;003;9251.00;3007;1
Census Block;25;003;9251.00;3008;1
Census Block;25;003;9251.00;3009;1
Census Block;25;003;9251.00;3010;1
Census Block;25;003;9251.00;3011;1
Census Block;25;003;9251.00;3012;1
Census Block;25;003;9251.00;3013;1
Census Block;25;003;9251.00;3014;1
Census Block;25;003;9251.00;3017;1
Census Block;25;003;9251.00;3018;1
Census Block;25;003;9251.00;3019;1
Census Block;25;003;9251.00;3020;1
Census Block;25;003;9251.00;3021;1
Census Block;25;003;9251.00;3022;1
Census Block;25;003;9251.00;3023;1
Census Block;25;003;9251.00;3024;1
Census Block;25;003;9251.00;4000;1
Census Block;25;003;9251.00;4001;1
Census Block;25;003;9251.00;4002;1
Census Block;25;003;9251.00;4003;1
Census Block;25;003;9251.00;4004;1
Census Block;25;003;9251.00;4005;1
Census Block;25;003;9251.00;4006;1
Census Block;25;003;9251.00;4007;1
Census Block;25;003;9251.00;4008;1
Census Block;25;003;9251.00;4009;1
Census Block;25;003;9251.00;4010;1
Census Block;25;003;9251.00;4011;1
Census Block;25;003;9251.00;4012;1
Census Block;25;003;9251.00;4013;1
Census Block;25;003;9251.00;4014;1
Census Block;25;003;9251.00;4015;1
Census Block;25;003;9251.00;4016;1
Census Block;25;003;9251.00;4017;1
Census Block;25;003;9251.00;4018;1
Census Block;25;003;9251.00;4019;1
Census Block;25;003;9251.00;4020;1
Census Block;25;003;9251.00;4021;1
Census Block;25;003;9251.00;4022;1
Census Block;25;003;9251.00;4023;1
Census Block;25;003;9251.00;4024;1
Census Block;25;003;9251.00;4025;1
Census Block;25;003;9251.00;4026;1
Census Block;25;003;9251.00;4027;1
Census Block;25;003;9251.00;5000;1
Census Block;25;003;9251.00;5001;1
Census Block;25;003;9251.00;5002;1
Census Block;25;003;9251.00;5003;1
Census Block;25;003;9251.00;5004;1
Census Block;25;003;9251.00;5005;1
Census Block;25;003;9251.00;5006;1
Census Block;25;003;9251.00;5007;1
Census Block;25;003;9251.00;5008;1
Census Block;25;003;9251.00;5009;1
Census Block;25;003;9251.00;5010;1
Census Block;25;003;9251.00;5011;1
Census Block;25;003;9251.00;5012;1
Census Block;25;003;9251.00;5013;1
Census Block;25;003;9251.00;5014;1
Census Block;25;003;9251.00;5015;1
Census Block;25;003;9251.00;5016;1
Census Block;25;003;9251.00;5017;1
Census Block;25;003;9251.00;5018;1
Census Block;25;003;9251.00;5019;1
Census Block;25;003;9251.00;5020;1
Census Block;25;003;9251.00;5021;1
Census Block;25;003;9251.00;5022;1
Census Block;25;003;9251.00;5023;1
Census Block;25;003;9251.00;5024;1
Census Block;25;003;9251.00;5025;1
Census Block;25;003;9251.00;5026;1
Census Block;25;003;9251.00;5027;1
Census Block;25;003;9251.00;5028;1
Census Block;25;003;9251.00;5029;1
Census Block;25;003;9251.00;5030;1
Census Block;25;003;9251.00;5031;1
Census Block;25;003;9251.00;5032;1
Census Block;25;003;9251.00;5033;1
