TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;25;001;152.00;2001;1
Census Block;25;001;152.00;2003;1
Census Block;25;001;152.00;2044;1
Census Block;25;001;152.00;2062;1
Census Block;25;001;152.00;2063;1
Census Block;25;001;152.00;2064;1
Census Block;25;001;152.00;2066;1
Census Block;25;001;152.00;2068;1
Census Block;25;001;152.00;2069;1
Census Block;25;001;152.00;2070;1
Census Block;25;001;152.00;2071;1
Census Block;25;001;152.00;2072;1
Census Block;25;001;152.00;2073;1
Census Block;25;001;152.00;2074;1
Census Block;25;001;152.00;2075;1
Census Block;25;001;152.00;2076;1
Census Block;25;001;152.00;2077;1
Census Block;25;001;152.00;2078;1
Census Block;25;001;152.00;2079;1
Census Block;25;001;152.00;2080;1
Census Block;25;001;152.00;2081;1
Census Block;25;001;152.00;2082;1
Census Block;25;001;152.00;2083;1
Census Block;25;001;152.00;2084;1
Census Block;25;001;152.00;2085;1
Census Block;25;001;152.00;2086;1
Census Block;25;001;152.00;2087;1
Census Block;25;001;152.00;2088;1
Census Block;25;001;152.00;2089;1
Census Block;25;001;152.00;2090;1
Census Block;25;001;152.00;2091;1
Census Block;25;001;152.00;2092;1
Census Block;25;001;152.00;2093;1
Census Block;25;001;152.00;2094;1
Census Block;25;001;152.00;2095;1
Census Block;25;001;152.00;2111;1
Census Block;25;001;152.00;2112;1
