Unnamed: 0,TestTime,IP,MeanThroughputMbps,MinRTT,City,Latitude,Longitude,ProviderNumber,ProviderName
7410,2020-01-09 20:40:28.752465+00:00,"b'&\x01\x01\x8dG\x80\x1f0\xec\x10>\xec\x08\xc0,M'",1.2626511295134348,18.392,Winthrop,42.3763,-70.98,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
7622,2020-01-09 20:41:25.328510+00:00,"b'&\x01\x01\x8dG\x80\x1f0\xec\x10>\xec\x08\xc0,M'",0.9686619845589466,19.186,Winthrop,42.3763,-70.98,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
9396,2020-01-11 13:21:24.186817+00:00,b'&\x01\x01\x8dG\x80+\xa0\xf8\xd0\xf9\xa9\xdf\x8e\x98\x15',5.51901777185921,19.416,Winthrop,42.3763,-70.98,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
9523,2020-01-11 17:26:34.889816+00:00,b'G\xc0\xcb\xb7',10.309255306644896,17.173,Winthrop,42.3763,-70.98,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
10986,2020-01-13 20:40:03.697637+00:00,b'\xd8\xc2$R',3.065373240897767,14.583,Winthrop,42.3763,-70.98,16524.0,METTEL - Metropolitan Telecomm
11122,2020-01-13 01:12:14.268776+00:00,b'&\x01\x01\x8dF\x80#P\x94\xbeF2L\x18Ls',4.442658559895836,34.61,Winthrop,42.3763,-70.98,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
11168,2020-01-13 01:11:39.854459+00:00,b'&\x01\x01\x8dF\x80#P\x94\xbeF2L\x18Ls',3.615492483989242,35.95,Winthrop,42.3763,-70.98,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
11610,2020-01-13 20:36:57.189978+00:00,b'\xd8\xc2$R',9.003368263153412,14.033,Winthrop,42.3763,-70.98,16524.0,METTEL - Metropolitan Telecomm
11659,2020-01-13 20:53:52.458747+00:00,b'&\x01\x01\x8dG\x81\r\xb09t\xc4\xde^\xea\xd5\xca',5.76923646546601,31.656,Winthrop,42.3763,-70.98,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
15800,2020-01-18 17:05:02.645547+00:00,b'&\x01\x01\x8dG\x80L\xd0\x18\x87\xdff\t\xa1t\xed',5.627683255912278,19.916,Winthrop,42.3763,-70.98,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
