Unnamed: 0,TestTime,IP,MeanThroughputMbps,MinRTT,City,Latitude,Longitude,ProviderNumber,ProviderName
27,2020-01-01 17:21:16.610620+00:00,b'\xd1\x0664',16.54580719912571,16.009,Somerville,42.3996,-71.1246,6079.0,RCN-AS - RCN
42,2020-01-01 17:12:57.161797+00:00,b'\xd1\x06\xe5 ',24.745490156569826,23.771,Somerville,42.3797,-71.1034,6079.0,RCN-AS - RCN
144,2020-01-01 17:22:22.408667+00:00,b'\xd1\x06\xcf\x7f',17.88943775067462,16.32,Somerville,42.3912,-71.0882,6079.0,RCN-AS - RCN
155,2020-01-01 20:55:01.672484+00:00,b'L\x18\x1d\x00',39.75577933802069,58.895,Somerville,42.3996,-71.1246,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
249,2020-01-01 17:03:49.448150+00:00,"b'&\x01\x01\x84H\x80- \xdd=\t\x02""\x81j\xfe'",5.578157565194842,22.979,Somerville,42.3797,-71.1034,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
295,2020-01-01 17:26:58.058028+00:00,b'&\x01\x01\x84H\x7f\xd8+(a\xbf\x9bR\xd8\nU',5.640814057612166,17.495,Somerville,42.3797,-71.1034,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
350,2020-01-01 01:04:16.466689+00:00,b'&\x030\x05\x0b\xf4\xc0\x00\x85\xd9\x8a\x11\xb2\x10\x99\x89',6.755758475651263,19.054,Somerville,42.3996,-71.1246,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
362,2020-01-01 17:00:33.571721+00:00,b'\xd1\x06\xc7~',23.922769630107013,18.645,Somerville,42.3912,-71.0882,6079.0,RCN-AS - RCN
424,2020-01-01 20:42:24.289800+00:00,"b'&\x01\x01\x84H\x7f\xe2\xf0,\x84N\xdf\r}\x1f7'",10.544625396915896,22.794,Somerville,42.3797,-71.1034,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
605,2020-01-01 01:25:37.420692+00:00,b'G\xe8\x0c9',5.279191454541421,17.526,Somerville,42.3797,-71.1034,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
762,2020-01-02 17:29:11.824085+00:00,b'G\xe8\x0c9',5.447860072191349,13.795,Somerville,42.3797,-71.1034,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
885,2020-01-02 20:55:01.472875+00:00,b'L\x18\x1d\x00',40.88617348049033,15.976,Somerville,42.3996,-71.1246,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
953,2020-01-02 17:20:46.662060+00:00,b'\xd1\x06)\xe7',10.692332381818632,17.074,Somerville,42.3996,-71.1246,6079.0,RCN-AS - RCN
