Unnamed: 0,TestTime,IP,MeanThroughputMbps,MinRTT,City,Latitude,Longitude,ProviderNumber,ProviderName
135,2020-01-01 17:09:12.898276+00:00,b'&\x01\x01\x97\xc1\x7f\xa6\x00\x0c\xce\x15{\x0e\xf8\n\x8b',17.184978601645778,19.765,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
261,2020-01-01 17:12:48.508388+00:00,b'I=\x81]',40.87027328797223,18.062,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
457,2020-01-01 20:32:49.969998+00:00,b'A`)\xdc',17.552432887898235,15.615,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
515,2020-01-01 20:59:33.358056+00:00,b'&\x01\x01\x97\xc1\x7f 0\xb1\x8b\xdb%B\xf0.1',2.890807241322442,17.297,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
546,2020-01-01 13:09:34.706803+00:00,b'&\x01\x01\x97\xc1\x80`\x00\xb1Z\x9b\x8f\x11Jd\xa8',9.111071310958488,20.017,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
600,2020-01-01 20:45:09.033622+00:00,b'I\x10o\xe5',40.49198255771709,20.047,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
635,2020-01-01 20:47:16.324282+00:00,b'A`(\x15',5.936668968217202,20.078,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
761,2020-01-02 17:12:49.723986+00:00,b'I=\x81]',40.83293911208448,17.772,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1170,2020-01-02 20:48:44.750956+00:00,b'&\x01\x01\x97\xc1\x80a\xa0\xb1>\xb3\x10\xd2\xd4F\x8e',4.97124681542768,23.46,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1254,2020-01-02 20:32:49.138530+00:00,b'A`)\xdc',17.535137768487463,18.678,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1286,2020-01-02 20:45:08.774273+00:00,b'I\x10o\xe5',40.90082939233803,18.114,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1373,2020-01-02 20:45:19.216271+00:00,b'&\x01\x01\x97\xc1\x80\xc5\x80\xa5\xf8\x06\xbe\xcd\x18\xe4 ',9.362553706427889,25.726,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1429,2020-01-02 20:42:00.867337+00:00,b'A`(\x15',5.936662386384884,32.601,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2154,2020-01-03 20:32:49.010325+00:00,b'A`)\xdc',17.662469737040162,18.04,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2256,2020-01-03 17:12:48.554105+00:00,b'I=\x81]',40.89098783787724,23.632,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
