Unnamed: 0,TestTime,IP,MeanThroughputMbps,MinRTT,City,Latitude,Longitude,ProviderNumber,ProviderName
92,2020-01-01 20:42:33.342070+00:00,b'D\xa2\xd5\xb5',23.68155473144888,17.854,Medfield,42.1815,-71.3011,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
96,2020-01-01 01:13:14.938143+00:00,b'B\x1e\xb8Y',11.821581189655053,19.2,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
336,2020-01-01 13:13:15.102167+00:00,b'B\x1e\xb8Y',11.82093882896796,16.964,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
501,2020-01-01 20:57:33.328245+00:00,b'B\x1e\xbd\x84',10.42633288268327,17.862,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
559,2020-01-01 17:25:17.647910+00:00,b'B\x1e\xb2 ',9.647309067375629,19.301,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
812,2020-01-02 17:09:48.485173+00:00,b'&\x01\x01\x8fA\x00\xec\x90\xddK<G\x8f\xb5u\xd5',3.283441968826803,18.317,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
860,2020-01-02 17:25:17.623697+00:00,b'B\x1e\xb2 ',9.436107578280502,15.204,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
994,2020-01-02 13:13:15.064278+00:00,b'B\x1e\xb8Y',11.626950524652614,16.205,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1099,2020-01-02 01:13:15.047683+00:00,b'B\x1e\xb8Y',11.80217956725703,18.789,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1586,2020-01-02 17:04:53.913837+00:00,b'&\x01\x01\x8fA\x02\xda\x80\xcd\x05\xd4\xe5\x9er\x87\xc1',30.79347924131223,16.672,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1612,2020-01-02 17:02:10.140630+00:00,b'&\x01\x01\x8fA\x02\xda\x80\xd4\x1d_yr\xc9@*',0.6572316371089876,17.223,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1680,2020-01-03 13:26:20.340380+00:00,b'D\xa2\xd2M',96.1631820297925,46.583,Medfield,42.1815,-71.3011,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
1871,2020-01-03 01:09:59.767474+00:00,b'B\x1e\xbd\xd8',11.856613982789986,18.726,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1969,2020-01-03 01:08:24.807680+00:00,b'B\x1e\xb7\xd1',7.190052475886052,25.581,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1996,2020-01-03 01:05:25.977203+00:00,b'B\x1e\xb7\xd1',6.839486836483646,41.186,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2085,2020-01-03 17:25:17.623785+00:00,b'B\x1e\xb2 ',9.472746640803406,18.066,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
2200,2020-01-03 01:13:15.178048+00:00,b'B\x1e\xb8Y',11.80588444790078,18.269,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
