Unnamed: 0,TestTime,IP,MeanThroughputMbps,MinRTT,City,Latitude,Longitude,ProviderNumber,ProviderName
751,2020-01-02 20:32:10.916821+00:00,b'Ir:\xb8',29.697973971875097,30.314,Peabody,42.5334,-70.9653,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
832,2020-01-02 17:15:40.314328+00:00,b'&\x01\x01\x94\xc2\x00\xd1\x80\xf4l3\x8d\x18\xdc\xdb|',11.5574166521227,23.558,Peabody,42.5334,-70.9653,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
927,2020-01-02 20:35:17.813397+00:00,b'Ir:\xb8',23.820879340824323,24.616,Peabody,42.5334,-70.9653,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
930,2020-01-02 20:33:42.660896+00:00,b'Ir:\xb8',33.96042530818501,24.224,Peabody,42.5334,-70.9653,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
974,2020-01-02 20:37:02.238275+00:00,b'&\x01\x01\x94\xc2\x03G0\x98\xd6\xea8\x00\xf8!\xb7',5.28153005519208,32.373,Peabody,42.5334,-70.9653,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
982,2020-01-02 20:35:43.164760+00:00,b'Ir:\xb8',26.98002489653108,23.267,Peabody,42.5334,-70.9653,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1032,2020-01-02 17:21:00.289632+00:00,b'&\x01\x01\x94\xc2\x00\xd1\x80\xf4l3\x8d\x18\xdc\xdb|',11.551987139957596,22.009,Peabody,42.5334,-70.9653,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1225,2020-01-02 20:34:15.960339+00:00,b'Ir:\xb8',28.345436977064825,24.671,Peabody,42.5334,-70.9653,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1268,2020-01-02 20:46:33.694269+00:00,b'&\x01\x01\x94\xc2\x03G0\xa1\x85$^\x8d\xbb\xf4\x1e',7.047147495044063,19.954,Peabody,42.5334,-70.9653,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1421,2020-01-02 20:39:42.637562+00:00,b'Ir:\xb8',36.93560169525221,34.231,Peabody,42.5334,-70.9653,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
