Unnamed: 0,TestTime,IP,MeanThroughputMbps,MinRTT,City,Latitude,Longitude,ProviderNumber,ProviderName
788,2020-01-02 20:31:27.228813+00:00,"b'&\x00\x10\x00\xb01\xa5\xe1U""\xa7\x1a\xa2;\xb5P'",42.20310206755664,34.895,Lincoln,42.4217,-71.3137,22394.0,CELLCO - Cellco Partnership DBA Verizon Wireless
6263,2020-01-08 17:28:35.873522+00:00,b'\xc0\xe2Qn',89.01071645206918,9.914,Lincoln,42.4217,-71.3137,16524.0,METTEL - Metropolitan Telecomm
7983,2020-01-10 20:54:42.414433+00:00,b'&\x01\x01\x8f\x08\x01\xca ={&\x10Wq\xbb\xb6',16.90121447387313,20.289,Lincoln,42.4217,-71.3137,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
8107,2020-01-10 20:48:18.852848+00:00,b'&\x01\x01\x8f\x08\x01\xca ={&\x10Wq\xbb\xb6',16.133789360644702,20.363,Lincoln,42.4217,-71.3137,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
8162,2020-01-10 20:59:56.542434+00:00,b'&\x01\x01\x8f\x08\x01\xca \x15\x92\x19\xb4hF3\x82',15.747889269193749,35.547,Lincoln,42.4217,-71.3137,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
8506,2020-01-10 20:48:43.423560+00:00,b'&\x01\x01\x8f\x08\x01\xca ={&\x10Wq\xbb\xb6',15.395841958631893,15.239,Lincoln,42.4217,-71.3137,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
8559,2020-01-10 20:56:22.464622+00:00,b'&\x01\x01\x8f\x08\x01\xca ={&\x10Wq\xbb\xb6',16.108499617232955,19.391,Lincoln,42.4217,-71.3137,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
8652,2020-01-10 20:55:06.311612+00:00,b'&\x01\x01\x8f\x08\x01\xca ={&\x10Wq\xbb\xb6',16.18340902877506,18.785,Lincoln,42.4217,-71.3137,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
8777,2020-01-10 20:57:07.037321+00:00,b'&\x01\x01\x8f\x08\x01\xca ={&\x10Wq\xbb\xb6',13.3865057774939,22.103,Lincoln,42.4217,-71.3137,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
16121,2020-01-19 20:54:54.688838+00:00,b'&\x00\x10\x00\xb01\xfdGU\xc3x\xd0\x8d\xa9\xfb\xba',0.244788812200101,67.197,Lincoln,42.4217,-71.3137,22394.0,CELLCO - Cellco Partnership DBA Verizon Wireless
16305,2020-01-19 20:54:28.387961+00:00,b'&\x00\x10\x00\xb01\xfdGU\xc3x\xd0\x8d\xa9\xfb\xba',0.055106044458667,81.013,Lincoln,42.4217,-71.3137,22394.0,CELLCO - Cellco Partnership DBA Verizon Wireless
