Unnamed: 0,TestTime,IP,MeanThroughputMbps,MinRTT,City,Latitude,Longitude,ProviderNumber,ProviderName
136,2020-01-01 01:03:41.778297+00:00,"b""\x92s'x""",24.543521069290623,21.105,Everett,42.415,-71.0527,6079.0,RCN-AS - RCN
453,2020-01-01 01:22:26.067758+00:00,b'&\x07\xfb\x90h7\xcd\x95t\xf5\xd8\xaf\xa9\x08i\xe9',3.2404007208178194,39.858,Everett,42.415,-71.0527,21928.0,"T-MOBILE-AS21928 - T-Mobile USA, Inc."
633,2020-01-01 17:19:24.164880+00:00,b'&\x01\x01\x8dE\x81\t\x90@$\tf\\\xba\xb4O',10.237481617475064,16.397,Everett,42.415,-71.0527,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
767,2020-01-02 13:26:24.055959+00:00,b'&\x01\x01\x8dJ\x7f\xb0\xc3\x10\x82\x123\xb2\xa2\x9f\xb5',17.456935514343872,20.084,Everett,42.415,-71.0527,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
898,2020-01-02 17:14:35.330606+00:00,b'\x92su\xef',24.696402392152045,17.155,Everett,42.415,-71.0527,6079.0,RCN-AS - RCN
907,2020-01-02 17:17:42.071062+00:00,b'\x92su\xef',21.610196319317907,18.305,Everett,42.415,-71.0527,6079.0,RCN-AS - RCN
944,2020-01-02 17:14:48.040376+00:00,b'\x92su\xef',23.41975763653035,16.785,Everett,42.415,-71.0527,6079.0,RCN-AS - RCN
1302,2020-01-02 13:25:51.284513+00:00,b'&\x01\x01\x8dJ\x7f\xb0\xc3\x10\x82\x123\xb2\xa2\x9f\xb5',13.987082771977192,28.044,Everett,42.415,-71.0527,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1359,2020-01-02 17:16:33.454260+00:00,b'\x92su\xef',7.252327161508859,18.133,Everett,42.415,-71.0527,6079.0,RCN-AS - RCN
1524,2020-01-02 17:19:05.380072+00:00,b'\x92su\xef',7.281025980404596,15.8,Everett,42.415,-71.0527,6079.0,RCN-AS - RCN
1677,2020-01-03 01:11:01.937677+00:00,b'&\x07\xfb\x90h7\xdf\x88!22f\xfa\x06\xb7-',39.6707709846452,39.453,Everett,42.415,-71.0527,21928.0,"T-MOBILE-AS21928 - T-Mobile USA, Inc."
1813,2020-01-03 01:10:20.600503+00:00,b'&\x07\xfb\x90h7\xdf\x88!22f\xfa\x06\xb7-',32.887086315285046,37.904,Everett,42.415,-71.0527,21928.0,"T-MOBILE-AS21928 - T-Mobile USA, Inc."
2097,2020-01-03 01:02:36.865970+00:00,b'\x92si\xb9',24.76573747066729,19.841,Everett,42.415,-71.0527,6079.0,RCN-AS - RCN
2788,2020-01-04 20:43:45.786014+00:00,b'&\x07\xfb\x90h=\x91\x9fm\xda!Q\r\xefLD',0.5951907223580274,50.224,Everett,42.415,-71.0527,21928.0,"T-MOBILE-AS21928 - T-Mobile USA, Inc."
3852,2020-01-05 20:38:51.176259+00:00,b'&\x01\x01\x8dK\x800\x90e\xd1\xec\x8a\xef\xfc\xf7V',2.3456535717587856,22.947,Everett,42.415,-71.0527,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
4472,2020-01-06 17:03:47.994861+00:00,b'&\x07\xfb\x90h4\x86\xac0i\x14g(>\xbdJ',0.4107367618437322,41.432,Everett,42.415,-71.0527,21928.0,"T-MOBILE-AS21928 - T-Mobile USA, Inc."
4551,2020-01-06 17:20:23.247141+00:00,b'&\x07\xfb\x90h3\xa2\xb6\x0c\xde\tL\x96\xa4w>',1.3252953726031973,37.281,Everett,42.415,-71.0527,21928.0,"T-MOBILE-AS21928 - T-Mobile USA, Inc."
4672,2020-01-06 01:24:40.033184+00:00,b'&\x01\x01\x8dJ\x7f\xfbPX\xb8\xed\xd5i\x7f\xc7V',10.685312374454591,19.603,Everett,42.415,-71.0527,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
