Unnamed: 0,TestTime,IP,MeanThroughputMbps,MinRTT,City,Latitude,Longitude,ProviderNumber,ProviderName
15,2020-01-01 17:26:50.683093+00:00,b'Ir\xd43',40.13772565308307,21.994,Gloucester,42.6219,-70.6762,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
31,2020-01-01 13:15:14.385041+00:00,b'\x18?\xb4\xfd',40.62602490833931,18.413,Gloucester,42.6219,-70.6762,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
82,2020-01-01 17:25:38.458594+00:00,b'\x18=\xf8\xb5',10.39345023455842,63.572,Gloucester,42.6219,-70.6762,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
186,2020-01-01 17:13:32.818406+00:00,b'Ir\xd7\xc8',11.4618313484629,23.267,Gloucester,42.6219,-70.6762,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
199,2020-01-01 01:15:14.429585+00:00,b'\x18?\xb4\xfd',40.820694056118185,21.479,Gloucester,42.6219,-70.6762,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
595,2020-01-01 17:22:50.387945+00:00,b'G\xae\x13\xe0',0.6923354800446435,14.26,Gloucester,42.6219,-70.6762,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
790,2020-01-02 13:14:01.160971+00:00,b'&\x01\x01\x8a\x01\x05p\xd0\xd1\xd0\xd4vd{\xc4C',5.590557938224065,21.402,Gloucester,42.6219,-70.6762,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
963,2020-01-02 13:15:14.617590+00:00,b'\x18?\xb4\xfd',39.26829302738344,62.403,Gloucester,42.6219,-70.6762,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1027,2020-01-02 17:19:27.623760+00:00,b'D\xa0\xa3\x82',22.24436293222849,35.125,Gloucester,42.6219,-70.6762,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
1044,2020-01-02 01:15:14.652400+00:00,b'\x18?\xb4\xfd',39.84776483325046,60.526,Gloucester,42.6219,-70.6762,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1428,2020-01-02 17:25:38.627061+00:00,b'Ir\xd43',38.96773099254697,36.244,Gloucester,42.6219,-70.6762,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
1453,2020-01-02 13:23:55.016894+00:00,b'&\x01\x01\x8a\x01\x04|\x10\xdd\xca\r8^\x08h\xd1',11.199462401568566,25.376,Gloucester,42.6219,-70.6762,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
