objectid,name,address,address2,municipal,state,zipcode,recordtype,data_year,source,market_id,ebt,coupons,latitude,longitude,prim_type,shape
5855,IRT Tropics,344 N Main St, ,Randolph,MA,02368,Unverified,2016,ReferenceUSA,0, , ,42.16889200,-71.04541600,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000096A1BFBBB315B1ECB2C8A311
5856,Ispanoamericana Market,153 Meridian St, ,East Boston,MA,02128,Unverified,2016,ReferenceUSA,0, , ,42.37392900,-71.03900600,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000BFBEAFBFB31597DCCEA1A511
5857,Italian Grocery Store,87 Ranney St, ,Springfield,MA,01108,Unverified,2016,ReferenceUSA,0, , ,42.08716400,-72.56333100,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000009E90A88EAA1598CF8CF6A211
5858,J & D Spanish-American Market,104 Mechanic St, ,Leominster,MA,01453,Verified,2016,ReferenceUSA,0, , ,42.52528100,-71.75507100,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000090E8B48DAF159E8EA2C1A611
5859,J & I Variety,742 Washington St, ,Stoughton,MA,02072,Verified,2016,ReferenceUSA,0, , ,42.12576500,-71.10191700,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000ACD6978FB31590FFBE9AA311
5860,J & R Cruz Market,139 Felton St, ,Waltham,MA,02453,Verified,2016,ReferenceUSA,0, , ,42.37292200,-71.24320000,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000091D7FE9EB215B4E1EF9FA511
5861,J A Inc,534 Dudley St, ,Roxbury,MA,02119,Unverified,2016,ReferenceUSA,0, , ,42.32203000,-71.07225200,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000083AAC4A5B31589ABC0EAA411
5862,J C Plaza,6a Boylston St, ,Worcester,MA,01605,Unverified,2016,ReferenceUSA,0, , ,42.29860300,-71.76675500,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000BFEEC083AF1598E795D1A411
5863,J Di Maio,155 Lindsey St, ,North Attleboro,MA,02760,Unverified,2016,ReferenceUSA,0, , ,41.98545200,-71.27966100,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A3D9B483B21596DEAD85A211
5864,J J Market,45 Merrill Ter, ,Methuen,MA,01844,Unverified,2016,ReferenceUSA,0, , ,42.72201200,-71.18068400,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000082DEDACEB215A5D6EC91A811
5865,J J's,685 Main St, ,Brockton,MA,02301,Unverified,2016,ReferenceUSA,0, , ,42.07973100,-71.03773700,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000B2A987C2B3158D9EFEE9A211
5866,J P Spot Convenience,3514 Washington St, ,Jamaica Plain,MA,02130,Unverified,2016,ReferenceUSA,0, , ,42.30571900,-71.10796700,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000BCECC489B31593BC8BD9A411
5867,Jack Snacks Co,116 Warwick Way, ,Centerville,MA,02632,Unverified,2016,ReferenceUSA,0, , ,41.66735000,-70.37326700,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A3CF92D4B715B9F28CBA9F11
5868,Jackson Food Market,728 Dudley St, ,Dorchester,MA,02125,Verified,2016,ReferenceUSA,0, , ,42.31799200,-71.06719200,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000949FC4A9B31585B39FE6A411
5869,Jaidin Grocery,75 Pleasant St, ,Worcester,MA,01609,Unverified,2016,ReferenceUSA,0, , ,42.26373100,-71.80477800,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000082D5BCE5AE15A6B0AAACA411
5870,Jamaica Plain Market,36 Gay Head St, ,Jamaica Plain,MA,02130,Unverified,2016,ReferenceUSA,0, , ,42.32503600,-71.10492600,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000B3E3EA8BB315BF86C8EDA411
5871,Jamaican Food & Trade Inc,67 S Bedford St, ,Burlington,MA,01803,Unverified,2016,ReferenceUSA,0, , ,42.48480400,-71.20045700,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000092E092C0B215A09AC096A611
5872,Jaravacoa Spanish Amer Grocery,420 Essex St, ,Lynn,MA,01902,Unverified,2016,ReferenceUSA,0, , ,42.46763600,-70.94367400,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000008DFECC89B415BCD8A985A611
5873,Jarek's Market,362 5th St, ,Fall River,MA,02721,Verified,2016,ReferenceUSA,0, , ,41.69416400,-71.15624700,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000008BFB97E6B215A28792D19F11
5874,Jay's Market,359 Bedford St, ,Whitman,MA,02382,Unverified,2016,ReferenceUSA,0, , ,42.07084100,-70.94746100,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000BCB6AD89B4158096FFE0A211
5875,Jaz'D! Markets,PO Box 116, ,Bolton,MA,01740,Unverified,2016,ReferenceUSA,0, , ,42.43187900,-71.60205200,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000AE959985B015AE8F89DEA511
5876,Jazd Markets Inc,3 Dundee Park Dr # 102, ,Andover,MA,01810,Unverified,2016,ReferenceUSA,0, , ,42.65687300,-71.14523300,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A285D8EAB215B2D4F9CCA711
5877,Jenny's Food Market,992 Middle St, ,Weymouth,MA,02188,Unverified,2016,ReferenceUSA,0, , ,42.19221300,-70.94983900,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A284D386B41584CDC5E1A311
5878,Jerry's Food Store,1172 Lawrence St, ,Lowell,MA,01852,Verified,2016,ReferenceUSA,0, , ,42.62422700,-71.29169000,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000B99BA0F8B11596B4FEA9A711
5879,Jhc Food Corp,158 School St, ,Everett,MA,02149,Unverified,2016,ReferenceUSA,0, , ,42.40691500,-71.05622500,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000BA87D5B1B3158C91BEC4A511
5880,Jim's Market,463 Fulton St, ,Medford,MA,02155,Verified,2016,ReferenceUSA,0, , ,42.43521100,-71.09631400,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A0C68692B31584EAA6E2A511
5881,Jim's Variety,256 W 5th St, ,Boston,MA,02127,Verified,2016,ReferenceUSA,0, , ,42.33551200,-71.04924700,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A2B6C5B7B315A8A2F0F8A411
5882,Jimenez Supermarket,117 Newbury St, ,Lawrence,MA,01841,Verified,2016,ReferenceUSA,0, , ,42.71198000,-71.15528400,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000085ECCBE2B215BB97A687A811
5883,Jimmy's Food Mart,297 Belmont St, ,Belmont,MA,02478,Unverified,2016,ReferenceUSA,0, , ,42.37696500,-71.16406300,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A9F790DDB21589CFAFA4A511
5884,Jin Mi Oriental Food Co,313 Walnut St, ,Newton,MA,02460,Unverified,2016,ReferenceUSA,0, , ,42.34989000,-71.20697600,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000099AFC3BBB21586CAC887A511
5885,Jiordany's Grocery,301 High St, ,Holyoke,MA,01040,Unverified,2016,ReferenceUSA,0, , ,42.20598600,-72.60906400,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000AE94EFEBA915B5D7B4F4A311
5886,Jo Jo Market,2917 Main St, ,Springfield,MA,01107,Verified,2016,ReferenceUSA,0, , ,42.11807400,-72.60710000,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A1B89AECA91588B8A397A311
5887,Jo Sweet & Savory Inc,179 Ferry St # 18, ,Malden,MA,02148,Unverified,2016,ReferenceUSA,0, , ,42.42359100,-71.06402900,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000009AA8B9ABB315A19B8FD6A511
5888,Joe S Market,75 Linden St, ,Attleboro,MA,02703,Unverified,2016,ReferenceUSA,0, , ,41.93008200,-71.29745200,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000BAEFBEF5B1159489D6CAA111
5889,John & Sons Market,71 Suffolk St, ,Worcester,MA,01604,Verified,2016,ReferenceUSA,0, , ,42.25794900,-71.78641400,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000008BC4F3F3AE15998094A6A411
5890,Johnny Farms Market,186 E Main St, ,Fall River,MA,02724,Unverified,2016,ReferenceUSA,0, , ,41.68791100,-71.16653200,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000BA9086DEB2159F90BECA9F11
5891,Johnson Food Inc,18 1/2 Water St, ,Danvers,MA,01923,Unverified,2016,ReferenceUSA,0, , ,42.55423500,-70.92451600,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A2FB8098B415ACDD94E1A611
5892,Johnson's Roadside Farm Market,445 Market St, ,Swansea,MA,02777,Verified,2016,ReferenceUSA,0, , ,41.75695100,-71.27091000,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000B496FD8AB21597CBAB93A011
5893,Jones Hill Variety,20 Hancock St, ,Dorchester,MA,02125,Verified,2016,ReferenceUSA,0, , ,42.31501500,-71.06587600,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000ACDCCAAAB31598B68CE3A411
5894,Joppa Market Inc,29 Timothy Dr, ,West Bridgewater,MA,02379,Unverified,2016,ReferenceUSA,0, , ,42.03877300,-71.02584500,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A8ADD7CBB31590D3D3BEA211
5895,Joseli Fruteria,25 West St, ,Lawrence,MA,01841,Unverified,2016,ReferenceUSA,0, , ,42.70869600,-71.17324400,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000091C5C9D4B21593E5E183A811
5896,Joy Market,454 Moody St, ,Waltham,MA,02453,Unverified,2016,ReferenceUSA,0, , ,42.36835800,-71.23733200,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000008FC7CEA3B215A1DC869BA511
5897,Joyce Chen Unlimited Inc,3 Avon Rd, ,Bedford,MA,01730,Unverified,2016,ReferenceUSA,0, , ,42.48960300,-71.24454000,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000B9C5C89DB2159CC3BC9BA611
5898,Jozev Products Inc,65 Deer Park Dr, ,East Longmeadow,MA,01028,Verified,2016,ReferenceUSA,0, , ,42.03901500,-72.52254100,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000008B92F1ADAA15BFBBDAC2A211
5899,Jp Market,192 Grove St, ,Haverhill,MA,01832,Unverified,2016,ReferenceUSA,0, , ,42.77859400,-71.09741500,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A78EBC8FB315BADD88CEA811
5900,Jp Mini Market,51 Montmorenci St, ,Springfield,MA,01107,Unverified,2016,ReferenceUSA,0, , ,42.11815600,-72.60092300,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000095898AF1A9158FBEA697A311
5901,Jr Costa Foodservice Co,3 Longfellow Rd, ,Winchester,MA,01890,Unverified,2016,ReferenceUSA,0, , ,42.45065900,-71.16985600,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000085EDA3D8B215B5D7B5F2A511
5902,Juba Market Cafe,50 John Eliot Sq, ,Roxbury,MA,02119,Unverified,2016,ReferenceUSA,0, , ,42.32984700,-71.09157300,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000BF95A796B3158BDADAF2A411
5903,Jubba Halal Market,107 Madison St, ,Worcester,MA,01610,Unverified,2016,ReferenceUSA,0, , ,42.24878100,-71.81091500,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000B599CBE0AE1585C9C19CA411
5904,Jubba Halal Market,325 Pleasant St, ,Worcester,MA,01609,Unverified,2016,ReferenceUSA,0, , ,42.27118200,-71.81257600,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000009780AFDFAE159BBE9FB4A411
5905,Judah's Tropical Market,249 Blue Hill Ave, ,Roxbury,MA,02119,Unverified,2016,ReferenceUSA,0, , ,42.31575900,-71.07830800,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000BA96E7A0B3158883EBE3A411
5906,Julie & Wendy's,525 S Broadway, ,Lawrence,MA,01843,Unverified,2016,ReferenceUSA,0, , ,42.68253700,-71.15440800,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000009DD0B3E3B21590FD8DE8A711
5907,Juma Grocery,55 Mechanic St, ,Marlborough,MA,01752,Verified,2016,ReferenceUSA,0, , ,42.34748800,-71.55470700,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000008FBFA5AAB015BDFBD184A511
5908,Juma Grocery II Inc,65 Central St, ,Leominster,MA,01453,Verified,2016,ReferenceUSA,0, , ,42.52347800,-71.75890200,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A3EAB38AAF1582E5AEBFA611
5909,Jumbo Supermarket,932 Worthington St, ,Springfield,MA,01105,Verified,2016,ReferenceUSA,0, , ,42.11280900,-72.57957200,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000B380EC81AA158983B691A311
5910,Juniors Mini Market,673 High St, ,Holyoke,MA,01040,Unverified,2016,ReferenceUSA,0, , ,42.19998200,-72.61462000,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A5BFB4E7A915A0FE8DEEA311
5911,Just A Bunch,483 Huntington Ave, ,Hyde Park,MA,02136,Unverified,2016,ReferenceUSA,0, , ,42.26181700,-71.11419500,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000089FBEC84B315BE82C8AAA411
5912,JYM Mini Market,301 County St, ,Fall River,MA,02723,Unverified,2016,ReferenceUSA,0, , ,41.69443800,-71.13502000,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000AEED84F7B2158996C0D19F11
5913,Jym Mini Market,1580 Acushnet Ave, ,New Bedford,MA,02746,Unverified,2016,ReferenceUSA,0, , ,41.66359200,-70.92849000,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000B7F39B9BB415BAB2DDB19F11
5914,Jyoti Food Corp,109 Lakeview Ave, ,Waltham,MA,02451,Unverified,2016,ReferenceUSA,0, , ,42.40482200,-71.24428100,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000BB82859EB21583E9D4C1A511
5915,K & 8th Street Market,362 K St, ,Boston,MA,02127,Verified,2016,ReferenceUSA,0, , ,42.33135000,-71.03706800,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000ADD691C1B315B2C1C2F4A411
5916,K & K Food Mart Inc,812 Charles St, ,Fall River,MA,02724,Unverified,2016,ReferenceUSA,0, , ,41.68214400,-71.17566800,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A0D0E8D6B21599D4ACC49F11
5917,K 2 India Bazaar,209 Main St, ,Andover,MA,01810,Unverified,2016,ReferenceUSA,0, , ,42.65474500,-71.15799100,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000009BA3DCE0B21591F1D3CAA711
5918,K A M Man Farmers Market,101 Allstate Rd # 109, ,Dorchester,MA,02125,Unverified,2016,ReferenceUSA,0, , ,42.32565100,-71.06227300,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A0F2ADADB3158EB3B0EEA411
5919,K E M Snacks Inc,382 Medford St, ,Somerville,MA,02145,Unverified,2016,ReferenceUSA,0, , ,42.38994300,-71.09821100,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000093F8E490B315A9FAABB2A511
5920,K S S M Market Inc,311-317 Bank Street, ,Fall River,MA,02721,Unverified,2016,ReferenceUSA,0, , ,41.68697900,-71.15634500,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000084F791E6B215A8F0C3C99F11
5921,KAMS Food Mart,376 2nd St, ,Fall River,MA,02721,Verified,2016,ReferenceUSA,0, , ,41.69720300,-71.15745200,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A9ED9BE5B215B3CBADD49F11
5922,Karen Market,41 Bennington St, ,Boston,MA,02128,Unverified,2016,ReferenceUSA,0, , ,42.37535900,-71.03731500,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000099B9D8C0B315A9C491A3A511
5923,Karl Doane,13 Clark Rd, ,Spencer,MA,01562,Unverified,2016,ReferenceUSA,0, , ,42.20707900,-71.96669100,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A4F6DFE5AD15B9EEF2F0A311
5924,Karla's Market Inc,102 Shirley Ave, ,Revere,MA,02151,Verified,2016,ReferenceUSA,0, , ,42.40800200,-70.99683400,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A28AA4E0B3159BD4F2C5A511
5925,Kashmir Foods,234 Harvard St, ,Brookline,MA,02446,Unverified,2016,ReferenceUSA,0, , ,42.34101900,-71.12099400,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A4BA90FFB215BCEBB7FEA411
5926,Kelley Square Market Inc,1 Kelley Sq, ,Worcester,MA,01610,Unverified,2016,ReferenceUSA,0, , ,42.25516900,-71.79748700,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A1F596EBAE158AF19EA3A411
5927,Ken's Foods Inc,34 Saint Martin Dr, ,Marlborough,MA,01752,Unverified,2016,ReferenceUSA,0, , ,42.31391600,-71.58096000,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000093D1D095B0159D818CE1A411
5928,Kendall Food Co,448 Huntington Rd, ,Worthington,MA,01098,Verified,2016,ReferenceUSA,0, , ,42.38194200,-72.92548300,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A8C1E8F5A7158D83BDB2A511
5929,Keylee Market Inc,71 E Haverhill St, ,Lawrence,MA,01841,Unverified,2016,ReferenceUSA,0, , ,42.71152600,-71.15454900,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000083CC95E3B215B3F5E886A811
5930,Kim Market,163 Newbury Ave, ,Quincy,MA,02171,Verified,2016,ReferenceUSA,0, , ,42.28545000,-71.02724300,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000088D090C9B315B8B8F8C3A411
5931,Kim Pantry,1490 Dorchester Ave, ,Dorchester,MA,02122,Unverified,2016,ReferenceUSA,0, , ,42.29983600,-71.06022200,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000095A78EAFB315999F85D3A411
5932,Kim's Market,305 W Broadway, ,Boston,MA,02127,Unverified,2016,ReferenceUSA,0, , ,42.33861900,-71.05063700,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000B8AFB7B6B31599E794FCA411
5933,Kim's Oriental Market,113 Russell St, ,Hadley,MA,01035,Unverified,2016,ReferenceUSA,0, , ,42.34198300,-72.59439600,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000B79AA2F9A915BDE6A784A511
5934,King Foods,200 Appleton St, ,Lowell,MA,01852,Verified,2016,ReferenceUSA,0, , ,42.63526300,-71.29835700,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000008B8581F3B115B6A5D5B5A711
5935,Kom Pong Thom Market,590 Broadway St, ,Lowell,MA,01854,Unverified,2016,ReferenceUSA,0, , ,42.64787600,-71.33845400,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000BA94CFD3B115B38AFBC2A711
5936,Koplovsky Food Inc,100 Grossman Dr # 300, ,Braintree,MA,02184,Unverified,2016,ReferenceUSA,0, , ,42.21127500,-70.99971000,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000BDCB9FDFB315A293BFF5A311
5937,Kos Kong Supermarket,1519 Middlesex St, ,Lowell,MA,01851,Unverified,2016,ReferenceUSA,0, , ,42.63717900,-71.34656300,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000008385A6CDB115B386CFB7A711
5938,Krown Food Market,223 Lewis St, ,Lynn,MA,01902,Unverified,2016,ReferenceUSA,0, , ,42.46449300,-70.93420000,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000099F18691B415ABE48582A611
5939,Kumar Indian Food Inc,1147 Broadway, ,Somerville,MA,02144,Unverified,2016,ReferenceUSA,0, , ,42.40334600,-71.12682600,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000BCE9A0FAB2158C9CB8C0A511
5940,Kumars Stores Inc,18 Brittany Ln, ,Billerica,MA,01821,Unverified,2016,ReferenceUSA,0, , ,42.57596300,-71.22459800,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000B2FDF3ACB2158FF380F7A611
5941,Kumasi Market,860 Main St, ,Worcester,MA,01610,Unverified,2016,ReferenceUSA,0, , ,42.25422300,-71.81578100,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000009EDFE3DCAE15A79EA5A2A411
5942,KWIK Shop Inc,188 Washington St, ,Marblehead,MA,01945,Unverified,2016,ReferenceUSA,0, , ,42.50264300,-70.85247600,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000B687ECD0B415BAFDF4AAA611
5943,Kyo Food Mart,1295 Worcester St, ,Indian Orchard,MA,01151,Verified,2016,ReferenceUSA,0, , ,42.15829100,-72.50090200,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000B7E6B9C0AA1584BDEBC0A311
5944,L A Food Market Store,528 Revere St, ,Revere,MA,02151,Unverified,2016,ReferenceUSA,0, , ,42.41884300,-70.99077500,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A290FCE4B315A29BB4D1A511
5945,L A Gran Parada Dudley Market,561 Dudley St, ,Dorchester,MA,02125,Unverified,2016,ReferenceUSA,0, , ,42.32094000,-71.07266900,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000008B8E9BA5B315B7AAACE9A411
5946,L Lawrence,23 Ledgemere Rd, ,Brighton,MA,02135,Verified,2016,ReferenceUSA,0, , ,42.34364300,-71.15281500,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A6908EE6B215BFFF8D81A511
5947,L Lawrence Store,107 S Union St, ,Lawrence,MA,01843,Verified,2016,ReferenceUSA,0, , ,42.69870700,-71.15369900,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000BCD3F1E3B2159BFB9EF9A711
5948,LA Bamba Market,1 Lorne St, ,Dorchester Ctr,MA,02124,Verified,2016,ReferenceUSA,0, , ,42.29337500,-71.08966600,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000008AEAFE97B315ADB78ACCA411
5949,LA Bendicion,32 Bennington St, ,East Boston,MA,02128,Verified,2016,ReferenceUSA,0, , ,42.37544900,-71.03788600,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000082FD9EC0B315B3B69DA3A511
5950,LA Borinquina,534 Dudley St, ,Roxbury,MA,02119,Verified,2016,ReferenceUSA,0, , ,42.32203000,-71.07225200,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000083AAC4A5B31589ABC0EAA411
5951,LA Centro Americana,26 Longhill St, ,Springfield,MA,01108,Unverified,2016,ReferenceUSA,0, , ,42.08689000,-72.57944100,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000B3E1CC81AA15BFF3FBF5A211
5952,LA Chapincita Market,424 Moody St, ,Waltham,MA,02453,Verified,2016,ReferenceUSA,0, , ,42.36886900,-71.23724200,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000008DB2D7A3B215B584CC9BA511
5953,LA Conquista Grocery Inc,307 Broadway, ,Lawrence,MA,01841,Verified,2016,ReferenceUSA,0, , ,42.71001500,-71.17235800,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000AFBAA1D5B21585FF9485A811
5954,LA Dulce Abuelita,111 S Broadway, ,Lawrence,MA,01843,Unverified,2016,ReferenceUSA,0, , ,42.69673000,-71.16328600,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000095E7B3DCB215A4848FF7A711
5955,LA Economica Grocery,164 Park St, ,Chelsea,MA,02150,Unverified,2016,ReferenceUSA,0, , ,42.39031900,-71.03580000,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000AADBE5C1B315B9E5FEB2A511
5956,LA Esperanza Supermarket,64 Milton St, ,Lawrence,MA,01841,Unverified,2016,ReferenceUSA,0, , ,42.70386500,-71.18007100,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000008EA1A1CFB215B88CD0FEA711
5957,LA Esquina Market Li,415 Ferry St, ,Everett,MA,02149,Unverified,2016,ReferenceUSA,0, , ,42.41727700,-71.04942100,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000086ABF9B6B315BBDBBECFA511
5958,LA Esquina Supermarket,184 Bremen St, ,Boston,MA,02128,Unverified,2016,ReferenceUSA,0, , ,42.37309100,-71.03430700,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000B1C488C3B31582D5DFA0A511
5959,LA Familia Market,602a Summer St, ,Lynn,MA,01905,Verified,2016,ReferenceUSA,0, , ,42.46372300,-70.97154800,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000009D88E2F3B31593A98581A611
