name,type,address,zip,lat,lon
Crawford Street Park,open space,Roxbury,,42.312785999999996,-71.088078
Valenti Square,open space,Central Boston,,42.364743299999994,-71.05861314999999
Brooke Courthouse Plaza,open space,Central Boston,,42.3628979,-71.06135498989637
Fairlawn Green,open space,Mattapan,,42.2674088,-71.10140030000001
Beethoven School Play Area,open space,West Roxbury,,42.2638336,-71.15516708945601
Algonquin Square,open space,Dorchester,,38.5828967,-76.1057745
Egleston Plaza I,open space,Roxbury,,42.314473,-71.100679
Egleston Plaza II,open space,Roxbury,,42.314473,-71.100679
Egleston Square Peace Garden,open space,Roxbury,,42.31456465,-71.09977687479902
Foley Square,open space,Hyde Park,,42.2641354,-71.11808702179452
Jones Square,open space,Hyde Park,,42.2525623,-71.113672691
Schraffts Centre Harborwalk,open space,Charlestown,,42.3857031,-71.0697299782299
Scalia Square,open space,Dorchester,,42.30098415000001,-71.05481007711336
Schroeder Plaza,open space,Roxbury,,42.33464945,-71.08994976330189
Solari Square,open space,East Boston,,42.36549829999999,-71.056722
Webster Square,open space,Hyde Park,,42.25787155,-71.12074031636097
Wolf Square,open space,Roxbury,,39.2088006,-121.0694854
Woodworth Square,open space,Hyde Park,,42.2873662,-71.0410965
Union Street Park II,open space,Central Boston,,42.3616305,-71.05726740000001
Federal Reserve Plaza,open space,Central Boston,,42.35257670000001,-71.05490083939179
Bremen Street Park II,open space,East Boston,,42.37507120000001,-71.03078508491406
Sherrin Woods II,open space,Hyde Park,,42.26674175,-71.1235748361425
Dell Rock II,open space,Hyde Park,,42.2601767,-71.1221877805682
Woodhaven Street Lot,open space,Mattapan,,42.273263,-71.0937
Orlando-Monterey Lot II,open space,Mattapan,,28.495026899999996,-81.458463575
Richmond & North Streets Park II,open space,Central Boston,,42.36310829999999,-71.05343071699282
Arborway II,open space,Roslindale,,42.313267125,-71.122422
Allandale Woods IV,open space,West Roxbury,,42.29625789999999,-71.14097067013276
Allandale Woods V,open space,West Roxbury,,42.299163799999995,-71.13654293354789
Shirley-Eustis House Grounds,open space,Roxbury,,42.32337705000001,-71.07206231200723
Government Center Garage Plaza,open space,Central Boston,,42.3627482,-71.05887529550347
Bowdoin Mall,open space,Central Boston,,42.3613939,-71.06211970000001
Piano Craft Garden,open space,South End,,42.338711100000005,-71.0819642
Ashburton Place Plaza,open space,Central Boston,,42.359274400000004,-71.0627712
Back Bay Fens,open space,Fenway/Kenmore,,42.34107235000001,-71.09433006823707
Riverway I,open space,Fenway/Kenmore,,42.343278999999995,-71.103872
Riverway III,open space,Jamaica Plain,,40.072685799999995,-82.817841
Riverway IV,open space,Jamaica Plain,,42.331542600000006,-71.11190429999999
Jamaica Pond Park,open space,Jamaica Plain,,42.31775735,-71.12030205976009
Condor Street Beach II,open space,East Boston,,42.38314765,-71.02942230245195
Charlesgate II,open space,Fenway/Kenmore,,42.347082,-71.092694
London Street Park,open space,East Boston,,42.37187475,-71.03999283563553
Agassiz Road,open space,Fenway/Kenmore,,42.3432059,-71.0938409
Columbia Road Park,open space,Dorchester,,42.308633,-71.07449100000001
Edward Everett Square,open space,Dorchester,,42.31361545,-71.05991373111263
Boylston Street I,open space,Fenway/Kenmore,,42.31919120000001,-71.11143456938909
Boylston Street II,open space,Fenway/Kenmore,,42.3520843,-71.0631338174366
The Fenway II,open space,Fenway/Kenmore,,42.345667999999996,-71.090535
Park Drive I,open space,Fenway/Kenmore,,42.345092,-71.09460200000001
Park Drive II,open space,Fenway/Kenmore,,42.345048,-71.094388
Riverway II,open space,Fenway/Kenmore,,42.343139,-71.103989
Riverway V,open space,Fenway/Kenmore,,42.331542600000006,-71.11190429999999
Commonwealth Avenue Mall I,open space,Back Bay/Beacon Hill,,42.3528319,-71.0739761
Centre Street II,open space,Roslindale,,42.298286600000004,-71.1299412
Centre Street I,open space,Jamaica Plain,,42.300059999999995,-71.12786
Centre Street III,open space,Jamaica Plain,,42.300059999999995,-71.12786
Centre Street V,open space,Roslindale,,42.298286600000004,-71.1299412
Centre Street IV,open space,West Roxbury,,42.2819195,-71.15782990000001
Pier 10 Mall,open space,South Boston,,42.377171,-71.04852815772813
Aquarium Harborwalk II,open space,Central Boston,,42.35920025,-71.04918409320726
Rowe's Wharf Harborwalk,open space,Central Boston,,42.35644675,-71.05032374307919
Mary Soo Hoo Park,open space,Central Boston,,42.3514837,-71.05951210011298
Brookside Community Garden,open space,Roxbury,,42.3135211,-71.10433734593681
Brighton Common,open space,Allston-Brighton,,42.352039000000005,-71.12545
Sweeney Playground,open space,South Boston,,42.33718055,-71.05152324317969
Ryan Play Area,open space,Dorchester,,42.31773800000001,-71.0562316756475
Lambert Avenue Playground,open space,Roxbury,,42.32720835,-71.09065107020767
Lincoln Square,open space,Central Boston,,42.3515714,-71.06800504126021
Magazine Street Garden,open space,Roxbury,,42.326687,-71.07147900000001
Clifford Playground,open space,Roxbury,,42.326438700000004,-71.06886712725239
Elmhurst Street Park,open space,Dorchester,,42.289051,-71.076562
Kevin Fitzgerald Park,open space,Jamaica Plain,,42.3323789,-71.10338208205296
Joe's American Harborwalk,open space,Central Boston,,42.3619797,-71.0506858
Spencer Street Garden,open space,Dorchester,,42.294289,-71.076274
Nira Avenue Garden,open space,Jamaica Plain,,42.325209,-71.108581
Lincoln Square,open space,South Boston,,42.3346151,-71.03398492337662
Laviscount Park,open space,Roxbury,,42.316513799999996,-71.0861547829536
Statler Park,open space,Central Boston,,42.35063365,-71.0689686461831
Hynes Playground,open space,West Roxbury,,42.29460425,-71.15346677812852
North Square,open space,Central Boston,,42.36385865,-71.05337206115591
Roxbury Heritage State Park I,open space,Roxbury,,42.33070105,-71.09009821210236
Blake Estates Urban Wild I,open space,Hyde Park,,42.25141370000001,-71.1246338266279
Railroad Avenue,open space,Hyde Park,,41.849658000000005,-73.930015
Fairview Cemetery,open space,Hyde Park,,42.2464487,-71.1370851
Belvidere/Dalton Plaza,open space,Back Bay/Beacon Hill,,42.34639415,-71.08461436891159
Joyce Playground,open space,Allston-Brighton,,42.34551305,-71.15143614301809
Cassidy Playground,open space,Allston-Brighton,,42.33473815,-71.15234119012611
Shubow Park I,open space,Allston-Brighton,,42.34044255,-71.15193606052728
Shubow Park II,open space,Allston-Brighton,,42.34044255,-71.15193606052728
St. Augustine Burying Ground,open space,South Boston,,42.33432215,-71.04964772515245
Central Square,open space,East Boston,,42.3750202,-71.0393784
Watson Park II,open space,South End,,42.34369030000001,-71.06849834470512
Watson Park I,open space,South End,,42.34369030000001,-71.06849834470512
Rossmore/Stedman Park,open space,Jamaica Plain,,42.3047088,-71.10665186258402
The Fenway I,open space,Fenway/Kenmore,,42.345642,-71.090754
Avenue Louis Pasteur,open space,Fenway/Kenmore,,42.33874960000001,-71.1020443
BU Grounds West,open space,Allston-Brighton,,42.325465799999996,-71.07616006440225
BU Grounds Central,open space,Fenway/Kenmore,,42.325465799999996,-71.07616006440225
BU Grounds South,open space,Fenway/Kenmore,,42.325465799999996,-71.07616006440225
BU Yard,open space,Fenway/Kenmore,,42.35031725,-71.10122725124097
BU Grounds East,open space,Fenway/Kenmore,,52.942507299999995,-0.1977864
Aquarium Plaza,open space,Central Boston,,42.359562200000006,-71.0520083
Aquarium Harborwalk I,open space,Central Boston,,42.35920025,-71.04918409320726
Hanlon Square,open space,Jamaica Plain,,42.33422155,-71.1052259350505
Essex Square,open space,Charlestown,,42.37942635,-71.07046143456222
Mt. Pleasant Play Area,open space,Roxbury,,42.3270166,-71.0791695919094
Joslin Park,open space,Fenway/Kenmore,,42.3383829,-71.10873167020853
Lawn Street Garden,open space,Jamaica Plain,,41.55719929999999,-73.0067959
Round Hill Street Garden,open space,Jamaica Plain,,42.324682,-71.106205
Portsmouth Street Playground,open space,Allston-Brighton,,42.3593982,-71.14539187985767
Heath Square,open space,Jamaica Plain,,42.3263221,-71.10035640017162
Tremlett Square,open space,Dorchester,,42.295414,-71.067833
Bonito Square,open space,East Boston,,42.38960465,-70.9990411209471
Richardson Park,open space,Dorchester,,38.592353,-75.914344
Columbia Road,open space,Dorchester,,42.308633,-71.07449100000001
Mount Vernon Square,open space,Back Bay/Beacon Hill,,42.3581391,-71.07122690000001
Charlestown Veteran's Memorial Park,open space,Charlestown,,42.37237395,-71.06178878129565
Castle Square Parks,open space,South End,,42.3455415,-71.06806286917791
Hillside/Calumet,open space,Jamaica Plain,,42.33181,-71.104288
Judge Street,open space,Jamaica Plain,,42.32973,-71.102611
Roberts Playground,open space,Dorchester,,42.2856959,-71.07351209042595
Olmsted Park,open space,Jamaica Plain,,42.322433200000006,-71.11872941926197
Frieda Garcia Park,open space,Back Bay/Beacon Hill,,42.34816215,-71.07340601880196
Geneva Cliffs II,open space,North Dorchester,,42.30358085,-71.07298702555845
Boundary I,open space,Roslindale,,52.979824699999995,-0.046992900000000004
Stony Brook Reservation III,open space,Roslindale,,42.26093765,-71.13947417977431
George Wright Golf Course,open space,Roslindale,,42.26768995000001,-71.13506865186486
Fan Pier Harborwalk,open space,South Boston,,42.35479265,-71.04490536895163
McLaughlin Playground,open space,Jamaica Plain,,42.3283683,-71.10278148937931
Parker Hilltop,open space,Jamaica Plain,,42.32901005,-71.10481615762045
Parker/Terrace,open space,Jamaica Plain,,42.3292644,-71.105052
Butterfly Garden,open space,Jamaica Plain,,42.30464225,-71.08944676485672
Mission Hill Community Garden I,open space,Jamaica Plain,,42.33021715,-71.0978559568202
Mission Hill Community Garden II,open space,Jamaica Plain,,42.33021715,-71.0978559568202
Central Court,open space,Central Boston,,4.79646475,-75.69440712986996
LoPresti Park,open space,East Boston,,42.3703295,-71.0434068
Raymond V. Mellone Park I,open space,Allston-Brighton,,42.36060790000001,-71.12758887939431
Raymond V. Mellone Park II,open space,Allston-Brighton,,42.36060790000001,-71.12758887939431
Elliot Norton Park,open space,Central Boston,,42.3491622,-71.06594429362417
Bay Village Neighborhood Park,open space,Central Boston,,42.34949395,-71.06675010982039
Beauford Play Area,open space,Roxbury,,42.31592815000001,-71.07560944814776
King School Park,open space,Roxbury,,42.3104037,-71.07619530097742
Children's Park,open space,Roxbury,,42.32445,-71.10214870000001
The Food Project Lot #2,open space,Roxbury,,42.32019415,-71.07435637457833
Leyland Street Garden,open space,Roxbury,,42.320643,-71.070665
Magnolia & Woodford Streets Garden,open space,Roxbury,,42.3182297,-71.07024544127499
Denton Square,open space,Roxbury,,33.1585243,-97.1114524
Sargent Street Park,open space,Roxbury,,42.315865,-71.073874
Woodcliff,open space,Roxbury,,42.315979999999996,-71.076947
Ceylon Park I,open space,Roxbury,,42.31042815000001,-71.07348729970965
Ceylon Park II,open space,Roxbury,,42.31042815000001,-71.07348729970965
Hannon Playground,open space,Roxbury,,42.31948300000001,-71.07153151550958
Melnea Cass Boulevard I,open space,South End,,42.332221000000004,-71.07302299999999
Portal Park,open space,Central Boston,,42.3662245,-71.0603287
Old West Church Yard,open space,Central Boston,,42.361701000000004,-71.06422945
Healy Playground,open space,Roslindale,,42.2881385,-71.12347951499031
South End Library Park,open space,South End,,42.3412391,-71.07726999564659
Menino Park,open space,Charlestown,,42.3780804,-71.04848834660193
Mission Main Park,open space,Mission Hill,,42.3347023,-71.09817942114266
Tree House Plaza,open space,Mission Hill,,40.4181027,-80.04604192789823
Mission Church Gardens,open space,Mission Hill,,45.84986385,-84.60880827533856
Franklin Hill Green,open space,Mattapan,,42.2957966,-71.08992159762096
Spectacle Island I,open space,Harbor Islands,,42.3238467,-70.98614413274603
Spectacle Island II,open space,Harbor Islands,,42.3238467,-70.98614413274603
Spaulding Rehabilitation Plaza,open space,Charlestown,,42.37858565000001,-71.04908977417259
Christopher Columbus Park,open space,Central Boston,,42.3612244,-71.05161733948714
Long Wharf,open space,Central Boston,,42.3597695,-71.0509313
Peter Looney Park,open space,Charlestown,,42.374237799999996,-71.06560681659109
Liberty Tree Park,open space,Central Boston,,42.5499755,-70.9396112
Don Orione,open space,East Boston,,42.39054829999999,-71.00517496812216
Constitution Beach,open space,East Boston,,42.38090375,-71.01162910065872
Nira Rock,open space,Jamaica Plain,,42.32535965,-71.10989756908239
Jefferson Playground,open space,Jamaica Plain,,42.326130299999996,-71.10860602946448
Chapman,open space,Jamaica Plain,,42.3577591,-71.059758
Showa,open space,Jamaica Plain,,42.30764125,-71.13151014960363
Arborway I,open space,Jamaica Plain,,42.3132062,-71.12264401874907
Amory Street Park,open space,Jamaica Plain,,42.308935999999996,-71.108032
Puopolo Playground,open space,Central Boston,,42.36849785,-71.0550066410051
Boston State Hospital Campus,open space,Mattapan,,42.2675657,-71.0924273
State Public Health Campus,open space,Mattapan,,42.30114535,-71.11695345686695
Olmsted Green Park,open space,Mattapan,,42.2873649,-71.09750492661243
Stony Brook Reservation II,open space,West Roxbury,,42.26093765,-71.13947417977431
Salvation Army Field,open space,Dorchester,,42.318923100000006,-71.07036326622475
A Street Park I,open space,South Boston,,42.340416600000005,-71.0570343
Rolling Bridge Park,open space,South Boston,,42.34570615,-71.0579257516151
Fourth Street Park,open space,South Boston,,42.343212799999996,-71.06105314065151
Franklin Park,open space,Roxbury,,42.30275820000001,-71.09492479361211
Q Park,open space,South Boston,,38.7628465,-84.35243670000001
Charlesgate I,open space,Back Bay/Beacon Hill,,42.3611781,-71.0714777394351
Adams Park,open space,Roslindale,,42.28638955,-71.12853980403355
Arnold Arboretum,open space,Jamaica Plain,,42.299438,-71.12260490712889
Soldiers Field,open space,Allston-Brighton,,42.3690144,-71.13118085453785
YMCA Athletic Field,open space,Roxbury,,42.318135,-71.08430663899156
Mt. Vernon Street Plaza,open space,Charlestown,,42.37457075,-71.05796812335284
Austin & Main Plaza,open space,Charlestown,,42.3744042,-71.06704040000001
Pope John Paul II Park I,open space,Dorchester,,42.2800149,-71.04547170000001
Port Norfolk Park,open space,Dorchester,,42.2916151,-71.04051949999999
Neponset River Reservation II,open space,Dorchester,,42.2707281,-71.07014613191244
Pope John Paul II Park II,open space,Dorchester,,42.2800149,-71.04547170000001
Neponset River Reservation I,open space,Multi-District,,42.28772220000001,-71.03959200748196
West Link Park,open space,Dorchester,,42.32234655,-71.04408491926381
Carson Beach,open space,South Boston,,42.32664775,-71.04778012391304
Commercial Point,open space,Dorchester,,42.97396265,-80.96814242103427
Charles River Reservation,open space,Multi-District,,42.3644229,-71.07239532150537
Porzio Park II,open space,East Boston,,42.364790500000005,-71.028491
Porzio Park,open space,East Boston,,42.36450655,-71.02863659094578
West Roxbury Quarry,open space,West Roxbury,,42.26875245,-71.15859821754111
Ross Playground,open space,Hyde Park,,42.2642865,-71.1131264053945
Canterbury I,open space,Roslindale,,42.292957,-71.098749
Canterbury II,open space,Roslindale,,-43.5556091,172.5305171
Canterbury III,open space,Roslindale,,42.29248369534352,-71.09809905735136
Mt. Hope Cemetery,open space,Roslindale,,42.2874874,-71.1303173
Calvary Cemetery,open space,Roslindale,,42.27724665,-71.11105572442767
New Calvary Cemetery,open space,Mattapan,,42.27928885,-71.10339494458277
Savin Hill Park,open space,Dorchester,,42.30819395,-71.0620442942198
Southwest Corridor Park,open space,Multi-District,,42.34110715,-71.08342407629905
Orton Field,open space,South Boston,,42.3383823,-71.05333615741935
Paul Gore Street Park,open space,Jamaica Plain,,42.319301,-71.107528
Allen Park,open space,Dorchester,,42.30812905,-71.06312900140287
Boston Nature Center,open space,Mattapan,,42.28839055,-71.10103338594612
Cunningham Park,open space,Allston-Brighton,,42.3500634,-71.14782491995926
McLean Playground,open space,East Boston,,42.3826943,-71.01923140246075
Fidelis Way Park,open space,Allston-Brighton,,42.3477856,-71.1430428196755
Harambee Park,open space,Mattapan,,42.2928131,-71.08482105025726
St Mary's Cemetery,open space,Mattapan,,42.259631299999995,-71.15599897659499
Egleston Community Orchard,open space,Jamaica Plain,,42.3141479,-71.09922420000001
VFW Parkway I,open space,West Roxbury,,42.291706,-71.165736
VFW Parkway II,open space,West Roxbury,,42.291706,-71.165736
Carroll Pond Playground,open space,West Roxbury,,42.2564279,-71.15982125357576
O'Donnell Square,open space,Dorchester,,42.294540000000005,-71.0603
Grove Street Cemetery,open space,West Roxbury,,42.26572,-71.158876
Old City Hall Grounds,open space,Central Boston,,42.3579056,-71.05957884973708
King's Chapel Burying Ground,open space,Central Boston,,42.358254200000005,-71.05983194636997
A Street Park II,open space,South Boston,,42.340416600000005,-71.0570343
Columbia Park,open space,South Boston,,42.32088125,-71.05604478464213
Washburn Street Green II,open space,South Boston,,42.325834,-71.058719
Columbia Road Mall,open space,Dorchester,,42.3034187,-71.08395920000001
Bellevue Street Green,open space,West Roxbury,,42.2835344,-71.15635379999999
Mahoney Park,open space,Allston-Brighton,,42.352500899999995,-71.06467190000001
Walnut Park,open space,Roxbury,,42.315143,-71.095825
Mirabella Pool,open space,Central Boston,,42.36868085,-71.05393366881515
Meridian-London Triangle,open space,East Boston,,42.3730729,-71.03918878402061
Union Park,open space,South End,,42.34286385,-71.07144319188461
Blake Estates Urban Wild II,open space,Hyde Park,,42.25141370000001,-71.1246338266279
Stony Brook Reservation CR,open space,Hyde Park,,42.26093765,-71.13947417977431
Rena Park,open space,Allston-Brighton,,42.3607186,-71.12826007972308
Murphy Playground I,open space,Jamaica Plain,,42.3072208,-71.11324436346217
Murphy Playground II,open space,Jamaica Plain,,42.3072208,-71.11324436346217
Mount Hope Park,open space,Roslindale,,42.2874874,-71.1303173
Oak Square I,open space,Allston-Brighton,,42.3511012,-71.1675914
Henry Square,open space,Dorchester,,41.4804101,-90.17318809999999
Oak Square II,open space,Allston-Brighton,,42.3511012,-71.1675914
Melnea A. Cass Recreational Complex,open space,Roxbury,,42.321842100000005,-71.09092958322236
Thompson Square,open space,Charlestown,,42.37521845,-71.06402384976764
