OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STArea__,Shape_STLength__,ShapeSTArea,ShapeSTLength,PARK_ID,REGION
8346,ReVision House Urban Farm #2,Community Group/Nonprofit, ,5,Mattapan,0.37642885, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,7788.1865234375,462.416339074845, ,INFO_Reallocation From Dept
8347,Shore Plaza East Garden,Private, ,5,East Boston,0.09258596, ,Special District,Community Gardens,NULL, ,N, , , ,0,0,4033.12841796875,261.36467564086, ,INFO_Reallocation From Dept
8348,South Street Community Garden,Commonwealth of Massachusetts, ,5,Jamaica Plain,0.47012064, ,Open Space District,Community Gardens,NULL, ,N, , , ,0,0,20478.81640625,571.983166805661, ,PARK_Maintenance_Ground Maintenance
8349,Starr Lane Park,City of Boston, ,5,Jamaica Plain,0.06203976, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,2495.54931640625,205.118690720244, ,INFO_Reallocation From Dept
8350,The Food Project Lot #3,Private, ,5,Roxbury,0.11455758,18 Albion Street,Residential District,Community Gardens,NULL, ,N, , , ,0,0,5139.078125,302.340955178773, ,INFO_Reallocation From Dept
8351,Wakullah St. CG,BRA, ,5,Roxbury,0.10242284, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,4089.09765625,262.192128211511, ,INFO_Reallocation From Dept
8352,Warren Gardens Community Garden,Community Group/Nonprofit, ,5,Roxbury,0.25898998, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,11281.8117675781,492.405841484116, ,INFO_Reallocation From Dept
8353,Washington Manor Community Garden,BHA, ,5,South End,0.02207476,Between Washburn St and Dorchester Ave,Special District,Community Gardens,NULL,BHA,N, , , ,0,0,961.59716796875,124.12411910054, ,INFO_Reallocation From Dept
8354,13th Street Circle Garden,City of Boston, ,5,Charlestown,0.05871058, ,Special District,Community Gardens,NULL, ,N,N, , ,0,0,2557.48120117188,182.589343967451, ,INFO_Reallocation From Dept
8355,8th Street Circle Garden,City of Boston, ,5,Charlestown,0.04690589, ,Special District,Community Gardens,NULL, ,N, , , ,0,0,2043.25634765625,163.226965819256, ,INFO_Reallocation From Dept
8356,9th Street Circle Garden,City of Boston, ,5,Charlestown,0.04569857, ,Special District,Community Gardens,NULL, ,N, , , ,0,0,1990.66943359375,161.128611602746, ,INFO_Reallocation From Dept
8357,Agassiz Community & School Garden,City of Boston, ,5,Jamaica Plain,0.1863999, ,Commercial/Office/Business District,Community Gardens,NULL, ,N,X, , ,0,0,8370.23608398438,477.263708071041, ,INFO_Reallocation From Dept
8358,Clementine Park,City of Boston, ,5,Dorchester,0.02508511, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,1011.93115234375,137.527678396864, ,INFO_Reallocation From Dept
8359,Columbia Point Community Garden,Private, ,5,Dorchester,0.05, ,Commercial/Office/Business District,Community Gardens,NULL, ,N, , , ,0,0,2026.8369140625,233.355884634566, ,INFO_Reallocation From Dept
8360,Commonwealth Tenants Association CG,BHA, ,5,Allston-Brighton,0.35038399, ,Residential District,Community Gardens,NULL,BHA,N, , , ,0,0,15262.9978027344,752.107343568013, ,INFO_Reallocation From Dept
8361,Lombardi Memorial Park,BHA, ,1,East Boston,0.53, ,Residential District,"Malls, Squares & Plazas",NULL,BHA,N,X,Maverick Landing Park, ,0,0,23069.9018554688,609.24429345389, ,INFO_Reallocation From Dept
8362,Charlestown Parcel 6,MassDOT,CAT Mit,1,Charlestown,0.12, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,5053.02368164062,282.909038079955, ,INFO_Reallocation From Dept
8363,West End Park,MassDOT,CAT Mit,1,Central Boston,0.14,"Intersection of Nashua St, Lomasney Way & Martha Road",Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,5926.283203125,543.117396130246, ,INFO_Reallocation From Dept
8364,Urban Arboretum,MassDOT,CAT Mit,1,Central Boston,1.95, ,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, ,MA DOT,0,0,84846.5061035156,3318.74945283152, ,INFO_Reallocation From Dept
8365,Lincoln Street Green,MassDOT,A97/CAT Mit/RFK,1,Central Boston,0.18,17 South Street,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,Kennedy Greenway Parcel 23b, ,0,0,7734.47265625,516.332800004926, ,INFO_Reallocation From Dept
8366,Leather District Park,MassDOT,CAT Mit,1,Central Boston,0.42,29-31 South Street,Special District,"Malls, Squares & Plazas",NULL,Kennedy Greenway Conservancy,N,X, , ,0,0,18335.9494628906,1693.90901102625, ,INFO_Reallocation From Dept
8367,Chinatown Park,MassDOT,A97/CATMit/RFK,1,Central Boston,0.61, ,Open Space District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,Kennedy Greenway Parcel 23b, ,0,0,36674.0197753906,2766.24143894039, ,INFO_Reallocation From Dept
8368,Armenian Heritage Park,MassDOT,CAT Mit,1,Central Boston,0.25, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,Armenian Heritage Foundation,X,X, , ,0,0,11056.4614257812,421.062161676463, ,INFO_Reallocation From Dept
8369,North Street Park,MassDOT,CAT Mit,1,Central Boston,0.24, ,Special District,"Malls, Squares & Plazas",NULL, ,N, , , ,0,0,10665.7302246094,424.769322952656, ,INFO_Reallocation From Dept
8370,Endicott Triangle,MassDOT,A97/CAT Mit/RFK,1,Central Boston,0.35,"Btwn Endicott, Stillman, & Cross Sts",Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,Rose Kennedy Greenway Parcel 5, ,0,0,1673.9287109375,201.013377761062, ,INFO_Reallocation From Dept
8371,RFK Greenway I,MassDOT,CAT Mit,1,Central Boston,0.24, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,6898.38330078125,681.469383511071, ,INFO_Reallocation From Dept
8372,Dewey Square Parks,MassDOT,A97/CATMit/RFK,1,Central Boston,2.64, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,"RFK Greenway Parcels 19,21,22", ,0,0,115010.280761719,2887.46852816968, ,INFO_Reallocation From Dept
8373,Dewey Square Plaza,MassDOT,CAT Mit,1,Central Boston,0.58, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,25403.5568847656,687.635981807507, ,INFO_Reallocation From Dept
8374,Wormwood Park,Commonwealth of Massachusetts,CATMit/MHP/Ch91,1,South Boston,0.13,261 A Street,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,5679.8427734375,312.815616805311, ,INFO_Reallocation From Dept
8375,Federal Reserve Bank Harborwalk,City of Boston, ,1,Central Boston,0.08, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,3498.83959960938,584.69773790631, ,INFO_Reallocation From Dept
8376,Tufts Wharf Harborwalk,Private,CATMit/Ch91/WPA,1,Central Boston,0.73,510 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,32195.3278808594,905.949589695682, ,INFO_Reallocation From Dept
8377,Russia Wharf Harborwalk,Private,CAT Mit,1,Central Boston,0.06, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,2663.58227539062,408.141878242911, ,INFO_Reallocation From Dept
8378,Atlantic Avenue Plantings,MBTA, ,1,Central Boston,0.58, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,25390.7648925781,2200.59612244453, ,INFO_Reallocation From Dept
8379,Binford Street Park,Private,CATMit/Ch91/WPA,1,South Boston,0.45, ,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,19816.9543457031,808.208140095722, ,INFO_Reallocation From Dept
8380,CANA Portal,MassDOT, ,1,Charlestown,1.15, ,Residential District,"Malls, Squares & Plazas",NULL, ,N, , ,MADOT,0,0,50441.1340332031,2979.37096873007, ,INFO_Reallocation From Dept
8381,Galvin Green,Commonwealth of Massachusetts,CAT Mit,1,Charlestown,5.13, ,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,223494.688964844,5169.56758428544, ,INFO_Reallocation From Dept
8382,I-90 Interchange,MassDOT,CAT Mit,7,Central Boston,1.54, ,Special District,"Malls, Squares & Plazas",NULL,MassDOT,N, , , ,0,0,66995.62109375,1007.37508293479, ,INFO_Reallocation From Dept
8383,North End Park,MassDOT,A97/CAT Mit/RFK,1,Central Boston,2.83, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,Kennedy Greenway Parcels 8&10, ,0,0,123174.574951172,2086.97328454779, ,INFO_Reallocation From Dept
8384,Wharf District Park,MassDOT,A97/CAT Mit/RFK,1,Central Boston,4.71, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,Kennedy Greenway Parcels 14-17, ,0,0,205210.583496094,3896.12299158789, ,INFO_Reallocation From Dept
8385,McGann Park,City of Boston,A97,3,Roslindale,0.88,420 West Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,38368.0754394531,912.454840710575,192,PARK_Maintenance_Ground Maintenance
8386,Mattahunt Woods III,City of Boston,WPA,6,Mattapan,3.57, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,DND,0,0,155324.216308594,3624.44759942865, ,PARK_Maintenance_Ground Maintenance
8387,Bay Village Garden,City of Boston,A97,5,Central Boston,0.02, ,Open Space District,Community Gardens,BPRD,Private,X,X,Melrose Park,BPRD,0,0,790.737060546875,112.305234971414,016,PARK_Maintenance_Ground Maintenance
8388,Pemberton Square Access,City of Boston, ,1,Central Boston,0.13, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,5505.28173828125,440.071817212537, ,PARK_Maintenance_Ground Maintenance
8389,Prudential Center Plaza II,Private, ,1,Back Bay/Beacon Hill,1.09, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,47584.1572265625,980.603951083286, ,INFO_Reallocation From Dept
8390,Prudential Center Plaza III,Private, ,1,Back Bay/Beacon Hill,1.02, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,44570.9362792969,994.888873065318, ,INFO_Reallocation From Dept
8391,Bussey Brook Meadow II,MBTA, ,6,Roslindale,1.17,Opposite 376 Arborway Str.,Open Space District,Urban Wilds & Natural Areas,NULL, ,N,X,Arnold Arboretum IV,MBTA,0,0,54784.0222167969,1355.19956486585, ,INFO_Reallocation From Dept
8392,North Beacon Allee,Private, ,1,Allston-Brighton,0.84, ,Conservation Protection Subdistrict,"Malls, Squares & Plazas",NULL, ,N, , , ,0,0,36673.3354492188,1016.65014643467, ,INFO_Reallocation From Dept
8393,Lewis Mall Harborpark,City of Boston,WPA/Ch91,1,East Boston,0.25, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,11023.6511230469,555.124759226757, ,INFO_Reallocation From Dept
8394,Franklin Park II,City of Boston,A97/Lease,3,Roxbury,16.44, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,Zoo New England,X,X,"""Sausage Lot""",DCR,0,0,716128.204589844,5477.28763713544, ,INFO_Reallocation From Dept
8395,St. John Chrysostom Tract,Private,100,6,West Roxbury,4.31, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,187543.765869141,2206.76047245888, ,INFO_Reallocation From Dept
8396,O'Reilly Way Court,BHA, ,3,Charlestown,0.53, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N,X, , ,0,0,23037.2668457031,768.425595500269, ,INFO_Reallocation From Dept
8397,Canterbury Brookside I,Commonwealth of Massachusetts,WPA/100,6,Mattapan,3.57, ,Special District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,142746.635253906,2424.97844561123, ,INFO_Reallocation From Dept
8398,South Shore Plaza Courts,Private,WPA/Ch91,3,East Boston,0.23, ,Special District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,10181.2375488281,403.671116288941, ,INFO_Reallocation From Dept
8399,South Shore Plaza Park,Private, ,1,East Boston,0.5, ,Special District,"Malls, Squares & Plazas",NULL, ,N, , , ,0,0,21699.4763183594,625.501956086587, ,INFO_Reallocation From Dept
8400,West End Recreation Complex,Private, ,3,Central Boston,3.42, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,149003.331542969,2290.24107897526, ,INFO_Reallocation From Dept
8401,Thoreau Path,Private, ,1,Central Boston,3.86, ,Residential District,"Malls, Squares & Plazas",City of Boston, ,N,X,West End Walk, ,0,0,167999.506103516,4315.03825688355, ,INFO_Reallocation From Dept
8402,UMass Boston Campus Ctr Oval,Commonwealth of Massachusetts,WPA/Ch91,1,Dorchester,1.66, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,72599.9914550781,965.465948403938, ,INFO_Reallocation From Dept
8403,Brian Honan Park,Private,A97/CR,3,Allston-Brighton,0.45,Allston Street,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,X, , ,0,0,41975.0712890625,1141.82149606579, ,INFO_Reallocation From Dept
8404,Brighton HS Hillside,City of Boston, ,1,Allston-Brighton,1.43, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,62147.8791503906,1386.19348254625, ,INFO_Reallocation From Dept
8405,St. Elizabeth's Hospital Campus,Private, ,1,Allston-Brighton,4.86, ,Conservation Protection Subdistrict,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,211857.214355469,2395.3920193411, ,INFO_Reallocation From Dept
8406,Allandale Woods II,City of Boston,LWCF/A97/WPA,6,West Roxbury,10.59, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,Brandagee Estate & Recuperative Center Parcels, ,0,0,461736.414550781,3521.63176948889, ,PARK_Maintenance_Ground Maintenance
8407,Allan Crite Garden II,BRA, ,5,Roxbury,0.04, ,Open Space District,Community Gardens,BNAN_TTOR,Cooper Community Garden Ctr,N, , , ,0,0,1609.35571289062,194.855279521945, ,INFO_Reallocation From Dept
8408,East Boston Social Centers Playlot,Private, ,3,East Boston,0.33, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,14764.4233398438,486.495728284152, ,INFO_Reallocation From Dept
8409,Oxford Place Plaza,Private, ,3,Central Boston,0.05, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,2039.81176757812,178.740414201327, ,INFO_Reallocation From Dept
8410,Mattahunt Woods II,Private,WPA,6,Mattapan,3.74,"Livermore, Canaan, Itasca & Alabama Sts.",Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,n/a,0,0,162700.966796875,6208.26877067661, ,INFO_Reallocation From Dept
8411,Mattahunt Woods Buffer,Private, ,6,Mattapan,1.02, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,n/a,0,0,44718.1394042969,972.756297606189, ,INFO_Reallocation From Dept
8412,Mattahunt School Woods,City of Boston, ,6,Mattapan,0.96, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N,X, ,BPS,0,0,129744.450439453,2790.45129766461, ,INFO_Reallocation From Dept
8413,Mattahunt Schoolyard,City of Boston, ,3,Mattapan,3.31, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BPS,N,X, ,BPS,0,0,143364.266601562,2528.80734488253, ,INFO_Reallocation From Dept
8414,Mattahunt School Entrance Plaza,City of Boston, ,1,Mattapan,0.37, ,Residential District,"Malls, Squares & Plazas",NULL,BPS,N,X, ,BPS,0,0,16007.7060546875,722.782529055731, ,INFO_Reallocation From Dept
8415,Currier Woods I,City of Boston, ,6,Mattapan,1.43, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,DND,0,0,62465.7084960938,1378.7375551933, ,INFO_Reallocation From Dept
8416,Currier Woods II,Private, ,6,Mattapan,0.56, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,n/a,0,0,24301.6008300781,639.843448765363, ,INFO_Reallocation From Dept
8417,Savannah Woods II,Private, ,6,Mattapan,0.73, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,n/a,0,0,31852.9223632812,1790.85465043807, ,INFO_Reallocation From Dept
8418,Melvinside Play Area,Private, ,3,Dorchester,0.4, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,17476.134765625,814.954326349182, ,INFO_Reallocation From Dept
8419,Huntington-Vancouver Triangle,Private, ,1,Fenway/Kenmore,0.14, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,6023.15063476562,349.616080477897, ,INFO_Reallocation From Dept
8420,Huntington-Hemenway Mall,City of Boston, ,1,Fenway/Kenmore,0.33,Crnr Huntington Ave & Hemenway St,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,14335.7458496094,619.142082283047, ,INFO_Reallocation From Dept
8421,Canterbury Brookside II,Private,WPA,6,Roslindale,0.49, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,21489.9196777344,855.679753421092, ,INFO_Reallocation From Dept
8422,Franklin Field BHA Green,City of Boston, ,3,Mattapan,0.7, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,30634.5205078125,863.978413004474, ,PARK_Maintenance_Ground Maintenance
8423,Franklin Field BHA Playground,City of Boston, ,3,Mattapan,0.39, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,17021.6323242188,592.290923999759, ,INFO_Reallocation From Dept
8424,ELC Playlot,City of Boston, ,3,Roxbury,0.45, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,19494.5642089844,562.619732258074, ,INFO_Reallocation From Dept
8425,John Eliot Square Urban Wild,BNAN_TTOR,Land Trust,6,Roxbury,0.08, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,3308.23583984375,250.906464738628, ,INFO_Reallocation From Dept
8426,Savannah Woods I,City of Boston, ,6,Mattapan,3.2, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,DND,0,0,139206.540771484,3156.04593668809, ,INFO_Reallocation From Dept
8427,Rutland's Haven Community Garden,Community Group/Nonprofit,Land Trust,5,South End,0.11, ,Open Space District,Community Gardens,BNAN_TTOR, ,N, , , ,0,0,5004.2470703125,334.669215905726, ,INFO_Reallocation From Dept
8428,Bessie Barnes Park,Community Group/Nonprofit,Land Trust,3,South End,0.1, ,Residential District,"Parks, Playgrounds & Athletic Fields",BNAN_TTOR, ,N, , , ,0,0,4398.55200195312,267.182415540207, ,INFO_Reallocation From Dept
8429,Frederick Douglass Peace Garden,BRA,Land Trust,5,South End,0.11, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,4953.52416992188,353.743923768716, ,PARK_Maintenance_Ground Maintenance
8430,Brigham Circle Plaza,Private, ,1,Jamaica Plain,0.22, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,One Brigham Circle, ,0,0,9693.9375,404.271211854582, ,INFO_Reallocation From Dept
8431,Carter School Grounds,City of Boston, ,3,South End,0.49, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,21284.5087890625,1052.44039805285, ,INFO_Reallocation From Dept
8432,Harrison Urban Garden,Private, ,5,South End,0.2, ,Residential District,Community Gardens,NULL,SELROSLT,N, , , ,0,0,8757.02880859375,576.060793258543, ,PARK_Maintenance_Ground Maintenance
8433,Cedar-Juniper Natural Area,BNAN_TTOR,Land Trust,6,Roxbury,0.38,12 Cedar Street,Residential District,Urban Wilds & Natural Areas,NULL, ,N,X, , ,0,0,16823.4267578125,524.465813414071, ,INFO_Reallocation From Dept
8434,Madison Park Village CG,City of Boston, ,5,Roxbury,0.24, ,Institutional District,Community Gardens,NULL, ,N, , , ,0,0,10336.84375,444.828895941963, ,INFO_Reallocation From Dept
8435,Dartmouth Square,Private, ,1,South End,0.17,150 Appleton Street,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,7361.63159179688,416.589252214493, ,INFO_Reallocation From Dept
8436,BPL Courtyard,City of Boston, ,1,Back Bay/Beacon Hill,0.19,230 Dartmouth Street,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,8132.181640625,435.759966496188, ,INFO_Reallocation From Dept
8437,Sharon's Park,City of Boston,A97,1,Dorchester,0.31,835 Columbia Road,Open Space District,"Malls, Squares & Plazas",DCR,DCR,X,X,Columbia-Buttonwood Park,DCR,0,0,13717.68359375,759.354609795426, ,INFO_Reallocation From Dept
8438,Tent City Courtyards,BRA, ,1,South End,0.53, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,22947.1240234375,1079.0891063167, ,INFO_Reallocation From Dept
8439,Washburn Street Green I,City of Boston,<Null>,1,South Boston,0.13,Across from 8 Washburn St,Open Space District,"Malls, Squares & Plazas",NULL,PWD,N,X,<Null>,PWD,0,0,5657.49926757812,535.640892784617, ,INFO_Reallocation From Dept
8440,William S. Britton Square,City of Boston, ,1,Dorchester,0.03, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,1319.81616210938,162.534368879328, ,INFO_Reallocation From Dept
8441,Crawford Street Park,Community Group/Nonprofit,Land Trust,3,Roxbury,0.24748528,59 Crawford Street,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,N, ,NULL,0,0,10780.4467773438,431.063986425706, ,INFO_Reallocation From Dept
8442,Valenti Square,Commonwealth of Massachusetts, ,1,Central Boston,0.09, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,5026.92236328125,324.23998831707, ,INFO_Reallocation From Dept
8443,Brooke Courthouse Plaza,Commonwealth of Massachusetts, ,1,Central Boston,0.24,24 New Chardon Street,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,10653.0639648438,528.490547226583, ,INFO_Reallocation From Dept
8444,Mattahunt Woods I,City of Boston,A97/WPA,6,Mattapan,6.01,"Canaan, Itasca, Croydon & Kennebec Sts.",Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, ,BCC,0,0,261960.129882812,6424.42991726792, ,PARK_Maintenance_Ground Maintenance
8445,Fairlawn Green,Private, ,1,Mattapan,1.15, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,49984.3879394531,2694.2496487611, ,INFO_Reallocation From Dept
8446,Beethoven School Play Area,City of Boston,A97,3,West Roxbury,0.52, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,22852.0168457031,762.397366019832,020,PARK_Maintenance_Region 4
8447,Algonquin Square,City of Boston,A97,1,Dorchester,0.04, ,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,1694.43994140625,215.769327871992,003,PARK_Maintenance_Region 2
8448,Egleston Plaza I,City of Boston,A97,1,Roxbury,0.12, ,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,5319.01489257812,466.719467056178,102,PARK_Maintenance_Region 3
8449,Egleston Plaza II,City of Boston, ,1,Roxbury,0.01, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,PWD,N,X, ,PWD,0,0,501.138427734375,175.785942730781, ,INFO_Reallocation From Dept
8450,Hunt Playground II,City of Boston, ,3,Mattapan,0.15, ,Open Space & Residential Districts,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Almont Park II,PWD,0,0,8118.84326171875,598.070865460146, ,PARK_Maintenance_Ground Maintenance
8451,Egleston Square Peace Garden,Private, ,5,Roxbury,0.12, ,Commercial/Office/Business District,Community Gardens,NULL, ,N,X, , ,0,0,5095.736328125,296.033116300954, ,INFO_Reallocation From Dept
8452,Golden Stairs Terrace Park II,City of Boston, ,1,East Boston,0.07, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X,Golden Stairs, ,0,0,3304.8291015625,536.673103887589, ,PARK_Maintenance_Ground Maintenance
8453,Foley Square,City of Boston,A97,1,Hyde Park,0.14,Greenwood Avenue & Metropolitan Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Lt. Robert M. Foley Square; Greenwood Squre",BPRD,0,0,6128.65893554688,304.633897510425,138,PARK_Maintenance_Region 4
8454,Jones Square,City of Boston,A97,1,Hyde Park,0.04,Highland Street & Milton Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Lt. Parker B. Jones Square,BPRD,0,0,1875.79931640625,216.054282966629,340,PARK_Maintenance_Region 4
8455,Schraffts Centre Harborwalk,Private,Ch91/WPA/100,1,Charlestown,1.01,529-543 Main Street,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,43910.9719238281,2753.05119378007, ,INFO_Reallocation From Dept
8456,Roslindale Wetlands Urban Wild I,City of Boston,A97/WPA,6,Roslindale,8.05,Adjacent to 43 Hazelmere Rd,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, , ,0,0,350675.230224609,5537.06277829075, ,PARK_Maintenance_Ground Maintenance
8457,Roslindale Wetlands Urban Wild II,Private,WPA/100,6,Roslindale,2.45,Near 23 Coniston Rd,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,106735.7734375,3708.53265555833, ,INFO_Reallocation From Dept
8458,Scalia Square,City of Boston, ,1,Dorchester,0.01,"Intersection Ashland, Beach & Park Sts",Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,384.464111328125,95.1833076653171, ,PARK_Maintenance_Region 2
8459,Shempa Square,MBTA, ,1,Hyde Park,0.03,Intersection Business & River Sts,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,N,Daniel J. Shempa Square,MBTA,0,0,1097.28955078125,151.209535926388, ,PARK_Maintenance_Region 4
8460,Schroeder Plaza,City of Boston, ,1,Roxbury,0.28,"One Schroeder Plaza, Crnr Columbus & Ruggles",Special District,"Malls, Squares & Plazas",NULL, ,N,X,Boston Police HQ Plaza, ,0,0,11995.8996582031,561.321232709577, ,INFO_Reallocation From Dept
8461,Southwest Corridor Park Extension,BHA, ,3,Roxbury,0.17754467,31-81 Prentiss St,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N,X, , ,0,0,7733.84301757812,638.631056222907, ,INFO_Reallocation From Dept
8462,Solari Square,City of Boston, ,1,East Boston,0.005,"Intersection Bennington, Bremen, Neptune",Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,Daniel H. Solari Square (Park), ,0,0,216.16015625,54.492385833473, ,INFO_Reallocation From Dept
8463,Suffolk Downs T Station Lawns,MBTA, ,1,East Boston,0.97,1240 Bennington Street,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,43647.8190917969,1645.28518661024, ,INFO_Reallocation From Dept
8464,Belle Isle Inlet Buffer I,MBTA, ,6,East Boston,5.04,1240 Bennington Street,Special District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,224609.392822266,4284.54881680097, ,INFO_Reallocation From Dept
8465,Belle Isle Inlet Buffer II,Private, ,6,East Boston,2.04,111 Waldemar Avenue,Special District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,86097.2033691406,2554.59250762666, ,INFO_Reallocation From Dept
8466,Webster Square,City of Boston,A97,1,Hyde Park,0.05,Intersection of Central & Webster,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,2369.16162109375,194.439741680644,315,PARK_Maintenance_Region 4
