datetime,temperature,wind_speed,surface_solar_radiation,relative_humidity,surface_pressure,total_precipitation,city,event_id,latitude,longitude,outcome
2018-08-02,22.34,1.61,306,0.83,99455.0,0.02,Chicago,14,,,0
2018-08-03,24.78,2.44,296,0.73,99513.32,0.0,Chicago,14,,,0
2018-08-04,26.75,6.0,298,0.64,99552.49,0.0,Chicago,14,,,0
2018-08-05,25.57,0.71,205,0.75,99505.77,0.12,Chicago,14,,,0
2018-08-06,23.02,0.49,179,0.9,99280.46,0.68,Chicago,14,,,0
2018-08-07,22.18,1.76,229,0.85,99137.21,0.39,Chicago,14,,,0
2018-08-08,23.93,3.05,261,0.78,99142.08,0.29,Chicago,14,,,0
2018-08-09,23.89,3.33,81,0.89,99104.61,1.52,Chicago,14,,,0
2019-07-21,24.65,5.77,327,0.66,97068.83,0.09,Wichita,15,,,0
2019-07-22,22.28,3.14,345,0.57,97497.77,0.0,Wichita,15,,,0
2019-07-23,22.6,2.05,328,0.59,97353.61,0.0,Wichita,15,,,0
2019-07-24,24.34,4.32,326,0.54,97093.21,0.0,Wichita,15,,,0
2019-07-25,25.61,5.11,322,0.5,97077.51,0.0,Wichita,15,,,0
2019-07-26,25.72,4.49,324,0.53,97134.1,0.0,Wichita,15,,,0
2019-07-27,27.96,5.69,279,0.52,96791.2,0.0,Wichita,15,,,0
2019-07-28,29.15,0.6,320,0.52,96587.94,0.02,Wichita,15,,,0
2019-07-29,26.48,2.73,315,0.47,96905.7,0.0,Wichita,15,,,0
2019-07-30,28.65,5.02,318,0.53,96795.04,0.0,Wichita,15,,,0
2019-07-31,29.22,5.24,265,0.56,96732.36,0.01,Wichita,15,,,0
2019-08-01,26.43,4.85,162,0.74,96762.15,0.43,Wichita,15,,,0
2019-08-02,23.74,2.4,141,0.87,96771.02,1.19,Wichita,15,,,0
2019-08-03,25.06,1.67,255,0.82,96851.19,0.03,Wichita,15,,,0
2019-08-04,26.54,1.26,265,0.74,96746.42,0.01,Wichita,15,,,0
2019-08-05,28.22,1.92,280,0.68,96548.01,0.01,Wichita,15,,,0
2019-08-06,28.08,2.62,294,0.67,96344.01,0.03,Wichita,15,,,0
2019-08-07,24.81,3.13,105,0.84,96464.8,0.3,Wichita,15,,,0
2019-08-08,23.6,2.1,163,0.86,96622.13,0.18,Wichita,15,,,0
2019-08-09,26.19,2.67,202,0.84,96478.95,0.07,Wichita,15,,,0
2019-08-10,28.59,3.09,295,0.74,96451.73,0.01,Wichita,15,,,0
2019-08-11,29.71,3.57,300,0.59,96198.06,0.03,Wichita,15,,,0
2019-08-12,27.96,1.2,295,0.71,96580.37,0.01,Wichita,15,,,0
2019-08-13,25.91,1.42,273,0.68,96954.07,0.0,Wichita,15,,,0
2019-08-14,26.23,2.95,298,0.68,96826.25,0.0,Wichita,15,,,0
2019-08-15,28.37,4.86,268,0.59,96301.21,0.01,Wichita,15,,,0
2019-08-16,28.48,4.61,279,0.6,96112.79,0.14,Wichita,15,,,0
2019-08-17,26.4,3.67,260,0.71,96130.66,0.61,Wichita,15,,,0
2019-08-18,28.63,3.07,297,0.72,96477.39,0.0,Wichita,15,,,0
2019-08-19,30.71,4.8,278,0.6,96558.81,0.05,Wichita,15,,,0
2019-08-20,27.96,2.48,251,0.64,96663.17,0.39,Wichita,15,,,0
2019-08-21,23.99,2.43,158,0.82,96592.81,0.22,Wichita,15,,,0
2019-08-22,23.52,3.01,209,0.77,96650.34,0.03,Wichita,15,,,0
2019-08-23,23.66,3.72,173,0.81,96715.78,0.12,Wichita,15,,,0
2019-08-24,22.44,2.01,161,0.88,96341.71,0.84,Wichita,15,,,0
2019-08-25,25.19,2.24,244,0.79,95902.98,0.02,Wichita,15,,,0
2019-08-26,23.18,3.92,235,0.67,96680.95,0.0,Wichita,15,,,0
2019-08-27,21.97,1.05,292,0.65,97079.1,0.0,Wichita,15,,,0
2019-08-28,25.78,4.22,244,0.71,96714.91,0.03,Wichita,15,,,0
2019-08-29,25.11,1.37,200,0.75,96827.35,0.07,Wichita,15,,,0
2019-08-30,21.16,2.47,153,0.76,97158.75,0.03,Wichita,15,,,0
2019-08-31,22.97,1.55,192,0.78,97097.14,0.01,Wichita,15,,,0
2019-09-01,26.23,3.32,268,0.75,96948.98,0.0,Wichita,15,,,0
2019-09-02,27.51,4.78,278,0.66,96650.24,0.0,Wichita,15,,,0
2019-09-03,27.02,1.83,264,0.67,96975.02,0.0,Wichita,15,,,0
2019-09-04,27.34,3.77,274,0.61,96981.96,0.0,Wichita,15,,,0
2019-09-05,26.55,1.28,259,0.59,96826.22,0.0,Wichita,15,,,0
2019-09-06,26.4,2.64,261,0.67,96749.06,0.0,Wichita,15,,,0
2019-09-07,27.17,4.22,172,0.57,96370.32,0.02,Wichita,15,,,0
2019-09-08,27.68,6.54,208,0.54,96430.19,0.0,Wichita,15,,,0
2019-09-09,27.65,6.13,188,0.58,96615.11,0.07,Wichita,15,,,0
2019-09-10,27.38,6.57,243,0.63,96755.26,0.0,Wichita,15,,,0
2019-09-11,25.41,5.15,107,0.71,96644.12,1.09,Wichita,15,,,0
2019-09-12,21.21,0.74,245,0.7,97319.25,0.03,Wichita,15,,,0
2019-09-13,23.72,4.24,250,0.73,97196.15,0.0,Wichita,15,,,0
2019-09-14,27.04,5.31,250,0.6,96940.97,0.0,Wichita,15,,,0
2019-09-15,30.33,3.82,159,0.47,96757.62,0.0,Wichita,15,,,0
2017-02-05,2.97,0.86,48,0.93,99164.81,0.02,Birmingham,16,,,0
2017-02-06,2.19,3.32,39,0.92,100279.62,0.18,Birmingham,16,,,0
2017-02-07,5.82,1.31,75,0.89,100087.66,0.09,Birmingham,16,,,0
2017-02-08,3.1,1.7,38,0.92,101390.97,0.02,Birmingham,16,,,0
2017-02-09,0.85,3.14,54,0.83,101546.14,0.0,Birmingham,16,,,0
2017-02-10,1.11,3.69,55,0.86,101278.13,0.01,Birmingham,16,,,0
2017-02-11,1.62,4.64,40,0.9,101176.06,0.08,Birmingham,16,,,0
2017-02-12,2.56,6.32,35,0.91,101129.01,0.08,Birmingham,16,,,0
2017-02-13,5.01,6.94,94,0.83,100981.63,0.0,Birmingham,16,,,0
2017-02-14,5.06,3.74,79,0.87,100996.5,0.0,Birmingham,16,,,0
2017-02-15,8.15,3.01,44,0.94,101308.85,0.08,Birmingham,16,,,0
2017-02-16,7.53,4.24,71,0.85,101480.84,0.05,Birmingham,16,,,0
2017-02-17,7.77,2.3,46,0.87,101395.48,0.01,Birmingham,16,,,0
2017-02-18,7.16,4.02,62,0.9,101063.36,0.01,Birmingham,16,,,0
2017-02-19,9.35,3.64,36,0.87,100817.63,0.0,Birmingham,16,,,0
2017-02-20,11.83,5.34,37,0.88,100500.13,0.0,Birmingham,16,,,0
2017-02-21,10.83,5.04,23,0.89,100127.66,0.01,Birmingham,16,,,0
2017-02-22,10.83,5.91,38,0.88,99325.56,0.24,Birmingham,16,,,0
2017-02-23,7.63,8.21,76,0.8,98287.51,0.16,Birmingham,16,,,0
2017-02-24,5.29,3.68,88,0.72,100229.41,0.0,Birmingham,16,,,0
2017-02-25,8.32,7.16,20,0.86,99683.87,0.09,Birmingham,16,,,0
2017-02-26,9.1,6.91,49,0.83,98943.9,0.03,Birmingham,16,,,0
2017-02-27,5.08,4.38,62,0.89,97477.76,0.21,Birmingham,16,,,0
2017-02-28,3.5,4.8,63,0.88,97405.2,0.21,Birmingham,16,,,0
2017-03-01,5.74,3.86,81,0.8,98406.38,0.14,Birmingham,16,,,0
2017-03-02,6.18,5.95,105,0.7,99294.07,0.04,Birmingham,16,,,0
2017-03-03,6.96,4.43,17,0.91,98416.96,0.4,Birmingham,16,,,0
2017-03-04,7.38,4.43,98,0.82,97456.67,0.03,Birmingham,16,,,0
2017-03-05,5.51,3.22,71,0.88,97647.06,0.38,Birmingham,16,,,0
2017-03-06,5.66,3.39,113,0.78,99164.41,0.05,Birmingham,16,,,0
2017-03-07,6.48,2.71,98,0.77,100251.19,0.09,Birmingham,16,,,0
2017-03-08,9.74,3.74,79,0.85,99821.04,0.14,Birmingham,16,,,0
2017-03-09,9.76,2.76,137,0.75,100721.01,0.0,Birmingham,16,,,0
2017-03-10,9.38,3.29,48,0.85,101056.33,0.01,Birmingham,16,,,0
2017-03-11,11.29,3.36,57,0.89,100415.48,0.02,Birmingham,16,,,0
2017-03-12,10.35,2.32,72,0.85,100260.66,0.07,Birmingham,16,,,0
2017-03-13,8.36,3.0,127,0.82,101544.93,0.0,Birmingham,16,,,0
2017-03-14,10.28,3.71,73,0.84,101838.06,0.0,Birmingham,16,,,0
2017-03-15,9.67,1.96,156,0.81,101918.4,0.0,Birmingham,16,,,0
2017-03-16,8.02,3.57,70,0.87,100910.49,0.0,Birmingham,16,,,0
2017-03-17,7.14,6.23,65,0.79,100229.24,0.09,Birmingham,16,,,0
2017-03-18,12.21,6.04,48,0.84,99588.8,0.02,Birmingham,16,,,0
2017-03-19,12.01,7.22,59,0.83,99374.44,0.01,Birmingham,16,,,0
2017-03-20,9.36,5.07,47,0.85,98930.05,0.36,Birmingham,16,,,0
2017-03-21,5.42,5.23,165,0.71,99377.76,0.04,Birmingham,16,,,0
2017-03-22,5.29,3.91,74,0.88,99173.38,0.44,Birmingham,16,,,0
2017-03-23,6.27,5.66,129,0.8,100508.41,0.07,Birmingham,16,,,0
2017-03-24,7.54,5.49,175,0.76,101746.54,0.0,Birmingham,16,,,0
2017-03-25,7.37,4.02,196,0.58,101850.14,0.0,Birmingham,16,,,0
2017-03-26,8.71,4.74,181,0.64,101285.82,0.0,Birmingham,16,,,0
2017-03-27,6.71,3.01,139,0.85,101014.4,0.0,Birmingham,16,,,0
2017-03-28,8.84,2.76,144,0.84,100595.53,0.06,Birmingham,16,,,0
2017-03-29,12.13,5.58,53,0.91,100581.25,0.13,Birmingham,16,,,0
2017-03-30,14.55,5.71,122,0.74,100307.3,0.02,Birmingham,16,,,0
2017-03-31,12.63,5.4,159,0.73,99486.89,0.03,Birmingham,16,,,0
2017-04-01,10.26,2.14,142,0.78,99591.61,0.09,Birmingham,16,,,0
2017-04-02,9.38,1.98,120,0.72,100927.91,0.0,Birmingham,16,,,0
2019-05-06,10.17,2.13,319,0.45,99125.42,0.0,Minneapolis,17,,,0
2019-05-07,9.76,4.55,48,0.57,98540.77,1.09,Minneapolis,17,,,0
2019-05-08,5.12,6.34,141,0.78,97828.96,0.5,Minneapolis,17,,,0
2019-05-09,9.12,1.88,271,0.58,98624.35,0.01,Minneapolis,17,,,0
2019-05-10,11.69,3.12,273,0.5,98368.61,0.01,Minneapolis,17,,,0
2019-05-11,11.55,2.49,265,0.6,97981.91,0.0,Minneapolis,17,,,0
2019-05-12,12.49,1.51,238,0.54,98073.1,0.0,Minneapolis,17,,,0
2019-05-13,15.71,2.31,297,0.55,98065.44,0.01,Minneapolis,17,,,0
2019-05-14,17.77,0.49,334,0.57,98148.04,0.0,Minneapolis,17,,,0
2019-05-15,21.26,0.91,309,0.57,97406.74,0.23,Minneapolis,17,,,0
2019-05-16,15.29,3.22,288,0.55,97891.36,0.0,Minneapolis,17,,,0
2019-05-17,10.97,5.16,93,0.77,97544.45,1.18,Minneapolis,17,,,0
2019-05-18,6.67,5.59,62,0.88,97464.2,1.12,Minneapolis,17,,,0
2019-05-19,8.1,2.69,325,0.67,98614.35,0.07,Minneapolis,17,,,0
2019-05-20,12.33,4.03,236,0.55,98535.29,0.03,Minneapolis,17,,,0
2019-05-21,11.99,5.13,168,0.77,97117.05,1.05,Minneapolis,17,,,0
2019-05-22,13.5,4.3,134,0.7,97990.56,0.01,Minneapolis,17,,,0
2019-05-23,13.72,2.69,83,0.83,98239.86,0.42,Minneapolis,17,,,0
2019-05-24,17.47,3.71,282,0.63,97670.64,0.0,Minneapolis,17,,,0
2019-05-25,15.58,1.15,336,0.65,98523.23,0.0,Minneapolis,17,,,0
2019-05-26,14.97,3.51,53,0.76,98048.6,1.79,Minneapolis,17,,,0
2019-05-27,11.89,3.42,174,0.81,97798.67,0.0,Minneapolis,17,,,0
2019-05-28,16.77,0.94,306,0.67,97599.44,0.0,Minneapolis,17,,,0
2019-05-29,19.54,1.02,343,0.56,97520.17,0.0,Minneapolis,17,,,0
2019-05-30,23.05,3.21,322,0.52,97592.56,0.04,Minneapolis,17,,,0
2019-05-31,19.06,2.68,310,0.57,97722.23,0.03,Minneapolis,17,,,0
2019-06-01,16.87,2.74,341,0.49,98214.03,0.0,Minneapolis,17,,,0
2019-06-02,19.06,2.18,342,0.48,98296.69,0.0,Minneapolis,17,,,0
2019-06-03,21.53,3.16,299,0.62,97721.35,0.01,Minneapolis,17,,,0
2019-06-04,21.07,1.19,245,0.78,97517.42,0.36,Minneapolis,17,,,0
2019-06-05,22.36,0.97,342,0.62,97937.49,0.0,Minneapolis,17,,,0
2019-06-06,25.49,3.18,305,0.52,97990.18,0.0,Minneapolis,17,,,0
2019-06-07,25.19,4.45,346,0.51,98125.74,0.0,Minneapolis,17,,,0
2019-06-08,20.31,0.74,140,0.64,98291.32,0.11,Minneapolis,17,,,0
2019-06-09,17.96,3.06,336,0.5,98883.5,0.0,Minneapolis,17,,,0
2019-06-10,16.92,1.76,185,0.64,98665.61,0.08,Minneapolis,17,,,0
2019-06-11,15.85,2.64,266,0.7,98273.43,0.35,Minneapolis,17,,,0
2019-06-12,15.36,1.58,362,0.45,98444.07,0.0,Minneapolis,17,,,0
2019-06-13,20.78,2.87,287,0.53,97573.78,0.03,Minneapolis,17,,,0
2019-06-14,20.57,1.89,206,0.78,97315.58,0.75,Minneapolis,17,,,0
2019-06-15,17.87,2.47,213,0.74,97875.17,0.22,Minneapolis,17,,,0
2019-06-16,18.69,1.13,211,0.73,98216.94,0.05,Minneapolis,17,,,0
2019-06-17,18.51,1.79,226,0.68,98230.45,0.01,Minneapolis,17,,,0
2019-06-18,19.39,1.73,232,0.68,97852.95,0.01,Minneapolis,17,,,0
2019-06-19,19.72,2.43,217,0.66,97602.67,0.07,Minneapolis,17,,,0
2019-06-20,19.46,4.03,199,0.69,97949.98,0.04,Minneapolis,17,,,0
2019-06-21,20.43,3.72,247,0.6,98306.8,0.0,Minneapolis,17,,,0
2019-06-22,20.71,1.17,94,0.84,97803.69,0.48,Minneapolis,17,,,0
2019-06-23,18.83,2.92,128,0.85,97124.88,0.53,Minneapolis,17,,,0
2019-06-24,20.5,3.51,307,0.64,97412.84,0.0,Minneapolis,17,,,0
2019-06-25,22.61,2.11,328,0.54,98197.17,0.0,Minneapolis,17,,,0
2019-06-26,22.9,2.38,266,0.7,98463.38,0.04,Minneapolis,17,,,0
2019-06-27,23.1,1.69,263,0.79,98521.91,0.47,Minneapolis,17,,,0
2019-06-28,25.55,1.88,317,0.69,98649.89,0.0,Minneapolis,17,,,0
2019-06-29,26.41,2.73,261,0.73,98279.9,0.0,Minneapolis,17,,,0
2019-06-30,23.09,0.02,111,0.84,98260.83,1.07,Minneapolis,17,,,0
2019-07-01,21.37,1.5,20,0.8,98067.58,2.56,Minneapolis,17,,,0
2016-04-25,23.92,6.12,181,0.77,96031.53,0.36,Oklahoma City,18,,,0
2016-04-26,17.48,2.32,310,0.75,96012.21,0.96,Oklahoma City,18,,,0
2016-04-27,16.72,2.07,307,0.57,96795.52,0.0,Oklahoma City,18,,,0
2016-04-28,17.41,4.08,90,0.73,96506.64,0.56,Oklahoma City,18,,,0
2016-04-29,14.58,3.6,313,0.75,96400.99,0.14,Oklahoma City,18,,,0
2016-04-30,13.07,3.85,313,0.63,97272.82,0.0,Oklahoma City,18,,,0
2016-05-01,11.94,4.36,195,0.68,97716.65,0.01,Oklahoma City,18,,,0
2016-05-02,13.47,1.2,304,0.61,97527.66,0.0,Oklahoma City,18,,,0
2016-05-03,17.81,2.43,328,0.57,97342.13,0.01,Oklahoma City,18,,,0
2016-05-04,18.63,1.8,336,0.45,97443.08,0.0,Oklahoma City,18,,,0
2016-05-05,19.57,2.55,333,0.49,97440.55,0.0,Oklahoma City,18,,,0
2016-05-06,20.9,4.66,289,0.56,97109.23,0.0,Oklahoma City,18,,,0
2016-05-07,21.04,6.11,203,0.68,96510.59,0.03,Oklahoma City,18,,,0
2016-05-08,21.43,7.72,201,0.71,96057.73,0.04,Oklahoma City,18,,,0
2016-05-09,21.97,3.11,336,0.45,96277.41,0.0,Oklahoma City,18,,,0
2016-05-10,24.69,3.45,271,0.62,96840.72,0.01,Oklahoma City,18,,,0
2016-05-11,22.07,3.47,331,0.52,97677.36,0.1,Oklahoma City,18,,,0
2016-05-12,19.99,3.22,342,0.48,97788.92,0.0,Oklahoma City,18,,,0
2016-05-13,15.76,4.08,235,0.57,97889.08,0.27,Oklahoma City,18,,,0
2016-05-14,14.79,2.24,149,0.51,97822.09,0.0,Oklahoma City,18,,,0
2016-05-15,16.86,3.62,163,0.78,97132.06,0.19,Oklahoma City,18,,,0
2016-05-16,17.36,1.97,107,0.86,97166.37,0.32,Oklahoma City,18,,,0
2016-05-17,13.99,4.54,179,0.72,97800.46,0.01,Oklahoma City,18,,,0
2016-05-18,14.07,2.33,63,0.81,97522.1,0.32,Oklahoma City,18,,,0
2016-05-19,16.48,1.05,164,0.84,97232.91,0.08,Oklahoma City,18,,,0
2016-05-20,20.88,3.69,234,0.72,97428.25,0.0,Oklahoma City,18,,,0
2016-05-21,23.33,4.41,242,0.71,97256.36,0.03,Oklahoma City,18,,,0
2016-05-22,22.66,5.96,138,0.78,96794.58,0.04,Oklahoma City,18,,,0
2016-05-23,24.43,4.85,141,0.8,96783.61,0.84,Oklahoma City,18,,,0
2016-05-24,24.98,6.65,281,0.78,96858.97,0.01,Oklahoma City,18,,,0
2016-05-25,26.96,5.93,171,0.78,96690.33,0.03,Oklahoma City,18,,,0
2016-05-26,22.83,6.1,193,0.76,96208.16,0.04,Oklahoma City,18,,,0
2016-05-27,21.9,2.79,321,0.71,96763.91,0.07,Oklahoma City,18,,,0
2016-05-28,24.13,1.68,286,0.73,97432.34,0.18,Oklahoma City,18,,,0
2016-05-29,22.87,1.66,264,0.68,97301.92,0.03,Oklahoma City,18,,,0
2016-05-30,22.02,2.22,161,0.81,96920.29,0.84,Oklahoma City,18,,,0
2016-05-31,21.92,1.15,180,0.83,97122.34,0.46,Oklahoma City,18,,,0
2016-06-01,21.07,2.61,135,0.87,97229.92,0.78,Oklahoma City,18,,,0
2016-06-02,22.09,2.42,185,0.82,97198.45,0.1,Oklahoma City,18,,,0
2016-06-03,23.96,0.98,282,0.73,97171.62,0.02,Oklahoma City,18,,,0
2016-06-04,22.97,3.18,350,0.5,97197.16,0.0,Oklahoma City,18,,,0
2016-06-05,23.87,0.59,350,0.52,97079.22,0.0,Oklahoma City,18,,,0
2016-06-06,25.37,1.66,332,0.53,97039.67,0.0,Oklahoma City,18,,,0
2016-06-07,26.59,3.6,336,0.54,97045.04,0.0,Oklahoma City,18,,,0
2016-06-08,27.12,4.57,334,0.56,97055.06,0.0,Oklahoma City,18,,,0
2016-06-09,27.68,4.75,302,0.6,97073.63,0.0,Oklahoma City,18,,,0
2016-06-10,27.53,3.85,301,0.63,97278.19,0.01,Oklahoma City,18,,,0
2016-06-11,25.84,3.46,266,0.79,97341.28,0.08,Oklahoma City,18,,,0
2016-06-12,24.92,2.37,282,0.77,97148.92,0.0,Oklahoma City,18,,,0
2016-06-13,27.53,3.12,297,0.7,96710.39,0.08,Oklahoma City,18,,,0
2016-06-14,30.2,4.04,317,0.69,96761.83,0.04,Oklahoma City,18,,,0
2016-06-15,30.18,4.36,308,0.65,96863.33,0.01,Oklahoma City,18,,,0
2016-06-16,31.35,3.87,316,0.59,96895.15,0.02,Oklahoma City,18,,,0
2016-06-17,29.39,1.25,259,0.66,97257.04,0.23,Oklahoma City,18,,,0
2016-06-18,27.33,2.64,282,0.74,97638.91,0.18,Oklahoma City,18,,,0
2016-06-19,28.56,2.65,283,0.6,97814.88,0.0,Oklahoma City,18,,,0
2016-06-20,32.42,3.54,216,0.45,97662.49,0.0,Oklahoma City,18,,,0
2011-10-12,17.88,2.06,104,0.86,98189.07,0.42,Nashville,19,,,0
2011-10-13,17.45,3.79,203,0.54,98583.41,0.0,Nashville,19,,,0
2011-10-14,16.39,2.99,206,0.42,99304.01,0.0,Nashville,19,,,0
2011-10-15,17.14,3.16,201,0.45,99458.92,0.0,Nashville,19,,,0
2011-10-16,20.16,1.65,186,0.54,99029.31,0.0,Nashville,19,,,0
2011-10-17,18.11,0.52,111,0.7,98397.02,0.06,Nashville,19,,,0
2011-10-18,8.71,4.91,35,0.8,98055.43,0.18,Nashville,19,,,0
2011-10-19,9.02,5.19,176,0.67,98610.18,0.05,Nashville,19,,,0
2011-10-20,10.24,2.13,197,0.55,99593.37,0.0,Nashville,19,,,0
2011-10-21,10.39,0.74,194,0.55,99795.73,0.0,Nashville,19,,,0
2011-10-22,11.49,1.62,135,0.61,99576.97,0.0,Nashville,19,,,0
2011-10-23,14.62,1.88,185,0.6,99695.49,0.0,Nashville,19,,,0
2011-10-24,14.97,1.09,186,0.55,99883.49,0.0,Nashville,19,,,0
2011-10-25,18.07,4.04,142,0.54,99276.15,0.0,Nashville,19,,,0
2011-10-26,14.67,1.3,21,0.73,98992.49,0.34,Nashville,19,,,0
2011-10-27,8.4,3.61,23,0.82,99529.13,0.33,Nashville,19,,,0
2011-10-28,7.03,1.41,179,0.63,99750.13,0.0,Nashville,19,,,0
2011-10-29,7.96,1.4,176,0.56,99946.05,0.0,Nashville,19,,,0
2011-10-30,10.72,2.5,169,0.47,99800.47,0.01,Nashville,19,,,0
2011-10-31,10.3,1.32,171,0.48,100075.47,0.0,Nashville,19,,,0
2011-11-01,12.44,3.13,171,0.51,100087.38,0.0,Nashville,19,,,0
2011-11-02,11.28,4.03,33,0.66,99241.54,0.36,Nashville,19,,,0
2011-11-03,8.94,2.4,65,0.81,99483.85,0.04,Nashville,19,,,0
2011-11-04,10.1,1.39,168,0.72,99953.79,0.0,Nashville,19,,,0
2011-11-05,12.04,3.95,164,0.57,100131.71,0.0,Nashville,19,,,0
2011-11-06,14.39,2.88,149,0.68,100206.12,0.0,Nashville,19,,,0
2011-11-07,16.83,3.32,108,0.64,99800.23,0.0,Nashville,19,,,0
2011-11-08,16.62,3.51,62,0.68,99255.85,0.16,Nashville,19,,,0
2011-11-09,7.85,3.55,160,0.51,99778.52,0.0,Nashville,19,,,0
2011-11-10,5.6,1.7,160,0.43,99794.18,0.0,Nashville,19,,,0
2011-11-11,10.69,4.5,135,0.46,99650.59,0.0,Nashville,19,,,0
2011-11-12,16.41,6.32,102,0.49,99201.4,0.0,Nashville,19,,,0
2011-11-13,21.1,5.87,91,0.61,98929.69,0.0,Nashville,19,,,0
2011-11-14,17.24,1.1,32,0.86,98881.12,0.63,Nashville,19,,,0
2011-11-15,14.52,2.14,16,0.93,98812.82,2.48,Nashville,19,,,0
2011-11-16,6.54,3.9,143,0.43,99979.8,0.0,Nashville,19,,,0
2011-11-17,3.77,1.62,153,0.52,100429.9,0.0,Nashville,19,,,0
2011-11-18,11.13,4.93,114,0.49,99893.31,0.0,Nashville,19,,,0
2011-11-19,16.31,4.49,49,0.78,99837.79,0.16,Nashville,19,,,0
2011-11-20,17.1,2.63,21,0.96,99886.1,0.54,Nashville,19,,,0
2011-11-21,17.33,3.73,36,0.9,99225.89,0.34,Nashville,19,,,0
2011-11-22,10.9,3.0,76,0.82,99620.08,0.07,Nashville,19,,,0
2011-11-23,8.62,0.76,142,0.78,100401.76,0.0,Nashville,19,,,0
2011-11-24,9.18,2.97,142,0.64,100169.68,0.0,Nashville,19,,,0
2011-11-25,14.57,4.24,96,0.63,99674.91,0.0,Nashville,19,,,0
2011-11-26,14.33,2.62,8,0.79,99011.63,1.03,Nashville,19,,,0
2011-11-27,5.15,2.6,8,0.96,98783.79,1.22,Nashville,19,,,0
2011-11-28,2.88,2.86,46,0.88,98511.38,0.12,Nashville,19,,,0
2011-11-29,3.44,2.65,132,0.76,99565.79,0.02,Nashville,19,,,0
2011-11-30,2.88,1.0,137,0.72,100188.51,0.0,Nashville,19,,,0
2011-12-01,4.92,1.12,127,0.71,100543.48,0.0,Nashville,19,,,0
2011-12-02,9.45,2.65,112,0.57,100566.18,0.0,Nashville,19,,,0
2011-12-03,13.82,5.1,70,0.52,100021.99,0.02,Nashville,19,,,0
2011-12-04,13.91,2.59,10,0.83,99495.02,1.32,Nashville,19,,,0
2011-12-05,5.87,2.67,18,0.96,99547.71,0.32,Nashville,19,,,0
2011-12-06,4.12,3.13,50,0.87,99434.09,0.18,Nashville,19,,,0
2011-12-07,3.01,2.76,0,0.67,99855.97,0.0,Nashville,19,,,0
2019-08-04,30.6,1.58,259,0.57,98832.1,0.02,Austin,20,,,0
2019-08-05,31.49,2.33,267,0.54,98786.81,0.0,Austin,20,,,0
2019-08-06,31.98,3.5,298,0.53,98751.56,0.0,Austin,20,,,0
2019-08-07,32.01,4.23,282,0.52,98708.19,0.0,Austin,20,,,0
2019-08-08,32.08,4.76,301,0.51,98730.7,0.0,Austin,20,,,0
2019-08-09,31.49,4.53,288,0.53,98788.81,0.0,Austin,20,,,0
2019-08-10,32.08,4.0,297,0.5,98872.79,0.0,Austin,20,,,0
2019-08-11,32.39,3.96,306,0.49,98762.78,0.0,Austin,20,,,0
2019-08-12,32.42,3.64,305,0.49,98660.74,0.0,Austin,20,,,0
2019-08-13,32.15,1.73,270,0.5,98829.41,0.09,Austin,20,,,0
2019-08-14,30.12,1.26,253,0.61,98945.25,0.01,Austin,20,,,0
2019-08-15,32.12,1.76,270,0.51,98769.58,0.01,Austin,20,,,0
2019-08-16,32.34,3.82,278,0.5,98594.95,0.0,Austin,20,,,0
2019-08-17,32.0,4.54,297,0.52,98569.29,0.0,Austin,20,,,0
2019-08-18,31.98,3.85,293,0.52,98815.32,0.01,Austin,20,,,0
2019-08-19,31.65,3.06,255,0.52,98992.43,0.09,Austin,20,,,0
2019-08-20,30.78,3.06,278,0.53,99007.67,0.0,Austin,20,,,0
2019-08-21,31.09,2.97,269,0.52,98805.01,0.01,Austin,20,,,0
2019-08-22,30.22,2.53,257,0.62,98667.26,0.11,Austin,20,,,0
2019-08-23,29.09,1.77,192,0.67,98698.87,0.06,Austin,20,,,0
2019-08-24,29.88,1.52,263,0.67,98581.44,0.14,Austin,20,,,0
2019-08-25,31.57,4.34,269,0.61,98293.81,0.0,Austin,20,,,0
2019-08-26,30.7,3.08,179,0.62,98561.94,0.1,Austin,20,,,0
2019-08-27,29.61,1.01,264,0.64,99003.19,0.09,Austin,20,,,0
2019-08-28,29.57,1.78,264,0.69,99038.02,0.3,Austin,20,,,0
2019-08-29,29.99,2.69,263,0.64,98987.4,0.01,Austin,20,,,0
2019-08-30,29.14,1.67,266,0.59,99039.35,0.03,Austin,20,,,0
2019-08-31,28.86,1.4,241,0.64,99100.45,0.24,Austin,20,,,0
2019-09-01,29.84,0.97,266,0.52,99062.81,0.0,Austin,20,,,0
2019-09-02,29.66,1.68,263,0.45,98899.97,0.0,Austin,20,,,0
2019-09-03,30.62,2.28,253,0.49,98985.13,0.01,Austin,20,,,0
2019-09-04,30.76,2.04,278,0.45,99214.14,0.0,Austin,20,,,0
2019-09-05,31.43,1.35,265,0.44,99153.26,0.0,Austin,20,,,0
2019-09-06,31.44,2.7,281,0.42,99038.94,0.0,Austin,20,,,0
2019-09-07,30.53,4.17,260,0.48,98895.66,0.0,Austin,20,,,0
2019-09-08,29.97,3.95,229,0.56,98938.29,0.02,Austin,20,,,0
2019-09-09,29.21,3.85,223,0.56,99101.43,0.09,Austin,20,,,0
2019-09-10,27.23,3.54,245,0.66,99276.58,0.08,Austin,20,,,0
2019-09-11,27.66,2.7,226,0.69,99189.63,0.06,Austin,20,,,0
